product,EN-code,SMILES,parent_SMILES
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)[C@H]1C[C@H](c2cccc(Cl)c2)C1,EN300-197023,Cl.N[C@H]1C[C@H](c2cccc(Cl)c2)C1,N[C@H]1C[C@H](c2cccc(Cl)c2)C1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(CCS(=O)(=O)NC1CCCCC1)C(=O)c1ccco1,EN300-33665,Cl.NCCS(=O)(=O)NC1CCCCC1,NCCS(=O)(=O)NC1CCCCC1
COCCC(C)(O)C(C)(C)CN(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-261716,COCCC(C)(O)C(C)(C)CN,COCCC(C)(O)C(C)(C)CN
CCC(=O)Nc1ccc(C)c(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)c1,EN300-40998,CCC(=O)Nc1ccc(C)c(N)c1,CCC(=O)Nc1ccc(C)c(N)c1
Cc1cccc(C2CC2C(C)N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)c1,EN300-55232,Cc1cccc(C2CC2C(C)N)c1.Cl,Cc1cccc(C2CC2C(C)N)c1
COc1ccc(CCC(C)N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,EN300-57152,COc1ccc(CCC(C)N)cc1,COc1ccc(CCC(C)N)cc1
Cn1ncc(C(F)(F)F)c1CN(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-312642,Cn1ncc(C(F)(F)F)c1CN,Cn1ncc(C(F)(F)F)c1CN
CC1CC1C(c1ccc(Cl)cc1)N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-90635,CC1CC1C(N)c1ccc(Cl)cc1.Cl,CC1CC1C(N)c1ccc(Cl)cc1
CC(C)Oc1ccccc1C(C)N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-42082,CC(C)Oc1ccccc1C(C)N,CC(C)Oc1ccccc1C(C)N
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(Cc1ccc2c(c1)COCC2)C(=O)c1ccco1,EN300-1703578,NCc1ccc2c(c1)COCC2,NCc1ccc2c(c1)COCC2
COCCOc1ncccc1CN(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-41208,COCCOc1ncccc1CN,COCCOc1ncccc1CN
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(Cc1ccc(-c2ccn[nH]2)cc1)C(=O)c1ccco1,EN300-1272738,Cl.NCc1ccc(-c2ccn[nH]2)cc1,NCc1ccc(-c2ccn[nH]2)cc1
CCN(CCCN(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C1CCCCC1,EN300-261428,CCN(CCCN)C1CCCCC1,CCN(CCCN)C1CCCCC1
CCCCc1ccc(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)c(C)n1,EN300-816166,CCCCc1ccc(N)c(C)n1,CCCCc1ccc(N)c(C)n1
COCCOc1ccc(CN(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cn1,EN300-41907,COCCOc1ccc(CN)cn1,COCCOc1ccc(CN)cn1
CC(COc1ccc(F)cc1F)N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-52751,CC(N)COc1ccc(F)cc1F,CC(N)COc1ccc(F)cc1F
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)C1CCN(Cc2ccsc2)CC1,EN300-77175,NC1CCN(Cc2ccsc2)CC1,NC1CCN(Cc2ccsc2)CC1
CC(C)(C)OC1CC(CCN(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)C1,EN300-172058,CC(C)(C)OC1CC(CCN)C1,CC(C)(C)OC1CC(CCN)C1
CCN1CCN(CCCCN(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)CC1,EN300-38909,CCN1CCN(CCCCN)CC1,CCN1CCN(CCCCN)CC1
CN(C)C(=O)Cc1ccc(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,EN300-42590,CN(C)C(=O)Cc1ccc(N)cc1,CN(C)C(=O)Cc1ccc(N)cc1
CC1(CN(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)CCC(F)(F)CC1,EN300-7542960,CC1(CN)CCC(F)(F)CC1.Cl,CC1(CN)CCC(F)(F)CC1
Cc1nc2ccccc2n1CCN(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-50301,Cc1nc2ccccc2n1CCN.Cl.Cl,Cc1nc2ccccc2n1CCN
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(N2CCCC2)c(F)c1,EN300-50020,Nc1ccc(N2CCCC2)c(F)c1,Nc1ccc(N2CCCC2)c(F)c1
COc1ccc(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1OC(F)F,EN300-27491,COc1ccc(N)cc1OC(F)F,COc1ccc(N)cc1OC(F)F
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(CC1CCC2(CCOCC2)O1)C(=O)c1ccco1,EN300-687040,Cl.NCC1CCC2(CCOCC2)O1,NCC1CCC2(CCOCC2)O1
CC(=O)N1CCc2cc(N(C(=O)c3ccco3)C(C(=O)NCCc3cccc(F)c3)c3cccnc3)ccc21,EN300-22298,CC(=O)N1CCc2cc(N)ccc21,CC(=O)N1CCc2cc(N)ccc21
COc1ccc(OC)c(C(C)N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)c1,EN300-34605,COc1ccc(OC)c(C(C)N)c1,COc1ccc(OC)c(C(C)N)c1
CCCCCC(c1ccccc1)N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-67673,CCCCCC(N)c1ccccc1,CCCCCC(N)c1ccccc1
O=C1NCc2cc(CN(C(=O)c3ccco3)C(C(=O)NCCc3cccc(F)c3)c3cccnc3)ccc21,EN300-7378927,Cl.NCc1ccc2c(c1)CNC2=O,NCc1ccc2c(c1)CNC2=O
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(CCN1C(=O)Cc2ccccc21)C(=O)c1ccco1,EN300-64101,NCCN1C(=O)Cc2ccccc21,NCCN1C(=O)Cc2ccccc21
CC(c1ccccc1C(F)(F)F)N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-86035,CC(N)c1ccccc1C(F)(F)F.Cl,CC(N)c1ccccc1C(F)(F)F
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C[C@@H](O)c1ccc(F)c(Br)c1)C(=O)c1ccco1,EN300-6491668,Cl.NC[C@@H](O)c1ccc(F)c(Br)c1,NC[C@@H](O)c1ccc(F)c(Br)c1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(CCc1cccc(C(F)(F)F)c1)C(=O)c1ccco1,EN300-120947,NCCc1cccc(C(F)(F)F)c1,NCCc1cccc(C(F)(F)F)c1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(Cc1cccnc1-n1cccn1)C(=O)c1ccco1,EN300-53120,Cl.NCc1cccnc1-n1cccn1,NCc1cccnc1-n1cccn1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(CC1(c2ccc(Br)cc2)CCC1)C(=O)c1ccco1,EN300-52015,NCC1(c2ccc(Br)cc2)CCC1,NCC1(c2ccc(Br)cc2)CCC1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)c1cccc2c(Br)cccc12,EN300-118874,Nc1cccc2c(Br)cccc12,Nc1cccc2c(Br)cccc12
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C[C@H](O)c1ccc(F)cc1F)C(=O)c1ccco1,EN300-7356387,Cl.NC[C@H](O)c1ccc(F)cc1F,NC[C@H](O)c1ccc(F)cc1F
CCCNC(=O)c1ccc(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,EN300-196028,CCCNC(=O)c1ccc(N)cc1.Cl,CCCNC(=O)c1ccc(N)cc1
CCC(=O)N(C)c1ccc(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,EN300-378205,CCC(=O)N(C)c1ccc(N)cc1,CCC(=O)N(C)c1ccc(N)cc1
COc1ccc([C@@H](C)N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)c(Br)c1,EN300-127529,COc1ccc([C@@H](C)N)c(Br)c1.Cl,COc1ccc([C@@H](C)N)c(Br)c1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc2cn[nH]c(=O)c2c1,EN300-6489733,Nc1ccc2cn[nH]c(=O)c2c1,Nc1ccc2cn[nH]c(=O)c2c1
Cc1cc(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)ccc1NS(C)(=O)=O,EN300-30461,Cc1cc(N)ccc1NS(C)(=O)=O,Cc1cc(N)ccc1NS(C)(=O)=O
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(Cc1cnc2ccc(Br)cn12)C(=O)c1ccco1,EN300-4266862,NCc1cnc2ccc(Br)cn12,NCc1cnc2ccc(Br)cn12
CC(C1OCCc2sccc21)N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-221284,CC(N)C1OCCc2sccc21.Cl,CC(N)C1OCCc2sccc21
O=C1CCCc2cc(N(C(=O)c3ccco3)C(C(=O)NCCc3cccc(F)c3)c3cccnc3)ccc2N1,EN300-69099,Nc1ccc2c(c1)CCCC(=O)N2,Nc1ccc2c(c1)CCCC(=O)N2
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(SC2CCCC2)cc1,EN300-113728,Cl.Nc1ccc(SC2CCCC2)cc1,Nc1ccc(SC2CCCC2)cc1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(Cc1ccc(C2CC2)c(F)c1)C(=O)c1ccco1,EN300-7354812,Cl.NCc1ccc(C2CC2)c(F)c1,NCc1ccc(C2CC2)c(F)c1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(Cc1cnn(CC2CCC2)c1)C(=O)c1ccco1,EN300-726382,NCc1cnn(CC2CCC2)c1,NCc1cnn(CC2CCC2)c1
COc1ccc(CCN(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1OC,EN300-20212,COc1ccc(CCN)cc1OC,COc1ccc(CCN)cc1OC
CN(C)C(=O)c1ccc(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cn1,EN300-245667,CN(C)C(=O)c1ccc(N)cn1,CN(C)C(=O)c1ccc(N)cn1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(Cc1cnn(-c2ccccc2)n1)C(=O)c1ccco1,EN300-42724,NCc1cnn(-c2ccccc2)n1,NCc1cnn(-c2ccccc2)n1
CCOC(=O)C1(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)CC1(C)C,EN300-7353322,CCOC(=O)C1(N)CC1(C)C.Cl,CCOC(=O)C1(N)CC1(C)C
COCCOc1ccccc1CN(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-52311,COCCOc1ccccc1CN,COCCOc1ccccc1CN
COCCCC(C(=O)N(C)C)N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-6499381,COCCCC(N)C(=O)N(C)C.Cl,COCCCC(N)C(=O)N(C)C
CC(C)(CC1CCCCCC1)N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-157120,CC(C)(N)CC1CCCCCC1,CC(C)(N)CC1CCCCCC1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)C1CCCCC1N1CCOCC1,EN300-108654,NC1CCCCC1N1CCOCC1,NC1CCCCC1N1CCOCC1
CC(C(O)c1c(F)cccc1Cl)N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-96201,CC(N)C(O)c1c(F)cccc1Cl.Cl,CC(N)C(O)c1c(F)cccc1Cl
Cc1ccccc1C(F)(F)CN(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-299554,Cc1ccccc1C(F)(F)CN.Cl,Cc1ccccc1C(F)(F)CN
Cc1cc(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)ccc1CN(C)C,EN300-252051,Cc1cc(N)ccc1CN(C)C,Cc1cc(N)ccc1CN(C)C
CNC(=O)COc1ccc(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,EN300-70204,CNC(=O)COc1ccc(N)cc1,CNC(=O)COc1ccc(N)cc1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(CCc1cc(C(F)(F)F)co1)C(=O)c1ccco1,EN300-6526696,Cl.NCCc1cc(C(F)(F)F)co1,NCCc1cc(C(F)(F)F)co1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)C1(c2ccccc2)CCNC1,EN300-1081174,Cl.Cl.NC1(c2ccccc2)CCNC1,NC1(c2ccccc2)CCNC1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(Cn2ccnc2)cc1,EN300-12445,Nc1ccc(Cn2ccnc2)cc1,Nc1ccc(Cn2ccnc2)cc1
CC1Cc2c(Cl)cccc2C1N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-1700556,CC1Cc2c(Cl)cccc2C1N.Cl,CC1Cc2c(Cl)cccc2C1N
CCOC(=O)c1ccc(CN(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)o1,EN300-93465,CCOC(=O)c1ccc(CN)o1.Cl,CCOC(=O)c1ccc(CN)o1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(CC1(Cc2ccccc2)CC1)C(=O)c1ccco1,EN300-113558,NCC1(Cc2ccccc2)CC1,NCC1(Cc2ccccc2)CC1
CCCCCCCCOCCCN(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-57115,CCCCCCCCOCCCN.Cl,CCCCCCCCOCCCN
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)C1CCOC2(CCSCC2)C1,EN300-6498240,Cl.NC1CCOC2(CCSCC2)C1,NC1CCOC2(CCSCC2)C1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)C1CCCc2c(O)cccc21,EN300-175437,NC1CCCc2c(O)cccc21,NC1CCCc2c(O)cccc21
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(CCOCCOc1ccccc1)C(=O)c1ccco1,EN300-45216,Cl.NCCOCCOc1ccccc1,NCCOCCOc1ccccc1
CN1Cc2cccc(N(C(=O)c3ccco3)C(C(=O)NCCc3cccc(F)c3)c3cccnc3)c2C1=O,EN300-790938,CN1Cc2cccc(N)c2C1=O,CN1Cc2cccc(N)c2C1=O
Cc1ccc2c(c1)C(N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(C)C2,EN300-128444,Cc1ccc2c(c1)C(N)C(C)C2.Cl,Cc1ccc2c(c1)C(N)C(C)C2
Cc1oc2ccc(N(C(=O)c3ccco3)C(C(=O)NCCc3cccc(F)c3)c3cccnc3)cc2c1C,EN300-142207,Cc1oc2ccc(N)cc2c1C,Cc1oc2ccc(N)cc2c1C
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(Cc1cnc(-n2cccn2)s1)C(=O)c1ccco1,EN300-1720100,Cl.NCc1cnc(-n2cccn2)s1,NCc1cnc(-n2cccn2)s1
CCn1ncc(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)c1C(F)(F)F,EN300-197399,CCn1ncc(N)c1C(F)(F)F.Cl,CCn1ncc(N)c1C(F)(F)F
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(CCc1ccc2ncsc2c1)C(=O)c1ccco1,EN300-26625526,Cl.Cl.NCCc1ccc2ncsc2c1,NCCc1ccc2ncsc2c1
NC12CC3CC(C1)CC(N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1)(C3)C2,EN300-297431,Cl.Cl.NC12CC3CC(C1)CC(N)(C3)C2,NC12CC3CC(C1)CC(N)(C3)C2
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)C1(CC(F)(F)F)CCOCC1,EN300-392768,NC1(CC(F)(F)F)CCOCC1,NC1(CC(F)(F)F)CCOCC1
COC1(CN(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)CCCS(=O)(=O)C1,EN300-26620784,COC1(CN)CCCS(=O)(=O)C1.Cl,COC1(CN)CCCS(=O)(=O)C1
CN1CCOc2cc(N(C(=O)c3ccco3)C(C(=O)NCCc3cccc(F)c3)c3cccnc3)ccc21,EN300-7537173,CN1CCOc2cc(N)ccc21.Cl,CN1CCOc2cc(N)ccc21
COC(=O)[C@H](C1CCCCC1)N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-7374641,COC(=O)[C@@H](N)C1CCCCC1.Cl,COC(=O)[C@@H](N)C1CCCCC1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)c1cccc2cccc(O)c12,EN300-249295,Cl.Nc1cccc2cccc(O)c12,Nc1cccc2cccc(O)c12
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(CC(O)Cc1cccc(F)c1)C(=O)c1ccco1,EN300-222309,NCC(O)Cc1cccc(F)c1,NCC(O)Cc1cccc(F)c1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)C(CO)Cc1cccc(F)c1,EN300-256675,NC(CO)Cc1cccc(F)c1,NC(CO)Cc1cccc(F)c1
COc1cc(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc(Cl)c1OC,EN300-263961,COc1cc(N)cc(Cl)c1OC,COc1cc(N)cc(Cl)c1OC
COC(=O)CC1(CN(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)CCCC1,EN300-202057,COC(=O)CC1(CN)CCCC1.Cl,COC(=O)CC1(CN)CCCC1
CC(C)(C)c1ccnc(CN(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)c1,EN300-7443640,CC(C)(C)c1ccnc(CN)c1,CC(C)(C)c1ccnc(CN)c1
COc1cc(OC)nc(CN(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)n1,EN300-260056,COc1cc(OC)nc(CN)n1,COc1cc(OC)nc(CN)n1
CC1(C)CC1(c1ccccc1)N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-310205,CC1(C)CC1(N)c1ccccc1,CC1(C)CC1(N)c1ccccc1
C[C@@H](c1nc2ccccc2[nH]1)N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-260659,C[C@H](N)c1nc2ccccc2[nH]1.Cl.Cl,C[C@H](N)c1nc2ccccc2[nH]1
Cn1c(=O)sc2ccc(N(C(=O)c3ccco3)C(C(=O)NCCc3cccc(F)c3)c3cccnc3)cc21,EN300-380822,Cn1c(=O)sc2ccc(N)cc21,Cn1c(=O)sc2ccc(N)cc21
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)C1COc2cc(Cl)ccc2C1,EN300-299993,NC1COc2cc(Cl)ccc2C1,NC1COc2cc(Cl)ccc2C1
CC(C)C(=O)c1cccc(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)c1,EN300-1587504,CC(C)C(=O)c1cccc(N)c1.Cl,CC(C)C(=O)c1cccc(N)c1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(CC(O)CCc1ccccc1)C(=O)c1ccco1,EN300-133267,NCC(O)CCc1ccccc1,NCC(O)CCc1ccccc1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(CC(CO)c1ccc(Cl)cc1)C(=O)c1ccco1,EN300-204229,NCC(CO)c1ccc(Cl)cc1,NCC(CO)c1ccc(Cl)cc1
COc1cc(C)cc(CCN(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)c1,EN300-298892,COc1cc(C)cc(CCN)c1,COc1cc(C)cc(CCN)c1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)C1(Cc2ccccc2Br)CC1,EN300-221017,Cl.NC1(Cc2ccccc2Br)CC1,NC1(Cc2ccccc2Br)CC1
Cn1cc2ccc(CN(C(=O)c3ccco3)C(C(=O)NCCc3cccc(F)c3)c3cccnc3)cc2n1,EN300-298547,Cn1cc2ccc(CN)cc2n1,Cn1cc2ccc(CN)cc2n1
COCc1ccc(CCN(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,EN300-1838879,COCc1ccc(CCN)cc1,COCc1ccc(CCN)cc1
CC(c1ccccc1Cl)C(C)N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-1704850,CC(N)C(C)c1ccccc1Cl.Cl,CC(N)C(C)c1ccccc1Cl
CCOCCC1(CN(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)CCCC1,EN300-107842,CCOCCC1(CN)CCCC1,CCOCCC1(CN)CCCC1
Cc1cc(Cl)ccc1C(CO)N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-1982663,Cc1cc(Cl)ccc1C(N)CO,Cc1cc(Cl)ccc1C(N)CO
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(Cc1noc2ccc(F)cc12)C(=O)c1ccco1,EN300-345352,Cl.NCc1noc2ccc(F)cc12,NCc1noc2ccc(F)cc12
Cn1cc(CN(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)c(C(F)(F)F)n1,EN300-115129,Cn1cc(CN)c(C(F)(F)F)n1,Cn1cc(CN)c(C(F)(F)F)n1
CC(c1cccc(C2CC2)c1)N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-226442,CC(N)c1cccc(C2CC2)c1,CC(N)c1cccc(C2CC2)c1
COc1cccc(CCN(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)c1F,EN300-2904435,COc1cccc(CCN)c1F,COc1cccc(CCN)c1F
COc1ccccc1[C@@H](O)CN(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-305602,COc1ccccc1[C@@H](O)CN,COc1ccccc1[C@@H](O)CN
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(CCCNc1cccc(F)c1)C(=O)c1ccco1,EN300-134052,Cl.NCCCNc1cccc(F)c1,NCCCNc1cccc(F)c1
Cn1cc(CN(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)c2ccccc21,EN300-6498553,Cl.Cn1cc(CN)c2ccccc21,Cn1cc(CN)c2ccccc21
N#CCCC(c1ccccc1)N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-114850,Cl.N#CCCC(N)c1ccccc1,N#CCCC(N)c1ccccc1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)C1CCc2ccccc2CC1,EN300-246383,NC1CCc2ccccc2CC1,NC1CCc2ccccc2CC1
CNC(=O)Cc1cccc(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)c1,EN300-701436,CNC(=O)Cc1cccc(N)c1,CNC(=O)Cc1cccc(N)c1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)C(CCO)Cc1ccccc1,EN300-200350,Cl.NC(CCO)Cc1ccccc1,NC(CCO)Cc1ccccc1
COc1cc(CN(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)c(Br)cc1O,EN300-262090,COc1cc(CN)c(Br)cc1O.Cl,COc1cc(CN)c(Br)cc1O
CC(C)(C)C(c1ncccn1)N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-1256123,CC(C)(C)C(N)c1ncccn1,CC(C)(C)C(N)c1ncccn1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)c1cccc(-c2c[nH]cn2)c1,EN300-7445551,Cl.Cl.Nc1cccc(-c2c[nH]cn2)c1,Nc1cccc(-c2c[nH]cn2)c1
CC(C)(c1cccc(C#N)c1)N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-265962,CC(C)(N)c1cccc(C#N)c1.Cl,CC(C)(N)c1cccc(C#N)c1
CCC(CN(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)OC(C)(C)C,EN300-393251,CCC(CN)C(=O)OC(C)(C)C,CCC(CN)C(=O)OC(C)(C)C
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(CC(CO)CC1CCOCC1)C(=O)c1ccco1,EN300-182416,NCC(CO)CC1CCOCC1,NCC(CO)CC1CCOCC1
COC(=O)C(Cc1ccoc1)N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-7457118,COC(=O)C(N)Cc1ccoc1.Cl,COC(=O)C(N)Cc1ccoc1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(CC1CC(c2ccccc2)C1)C(=O)c1ccco1,EN300-204134,Cl.NCC1CC(c2ccccc2)C1,NCC1CC(c2ccccc2)C1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(CCc1c(F)cc(O)cc1F)C(=O)c1ccco1,EN300-651712,NCCc1c(F)cc(O)cc1F,NCCc1c(F)cc(O)cc1F
CN(C)CC1(CN(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)CCOCC1,EN300-6759005,CN(C)CC1(CN)CCOCC1.Cl.Cl,CN(C)CC1(CN)CCOCC1
COC(=O)CC1(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)CCOCC1,EN300-97781,COC(=O)CC1(N)CCOCC1,COC(=O)CC1(N)CCOCC1
CC(C)(C)c1ccccc1CN(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-157907,CC(C)(C)c1ccccc1CN,CC(C)(C)c1ccccc1CN
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)C(CCO)c1ccc(Br)cc1,EN300-1256174,NC(CCO)c1ccc(Br)cc1,NC(CCO)c1ccc(Br)cc1
Cc1cccc(CC(CO)N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)c1,EN300-171031,Cc1cccc(CC(N)CO)c1.Cl,Cc1cccc(CC(N)CO)c1
