tert_butyl_product,EN-code,parent_SMILES
CC(C)(C)NC(=O)C(c1cccnc1)N(CCC(O)C1CCC1)C(=O)c1ccco1,EN300-235554,NCCC(O)C1CCC1
CCC(=O)N1CCC(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)C1,EN300-108579,CCC(=O)N1CCC(N)C1
C[C@@H](C(=O)OC(C)(C)C)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-106811,C[C@H](N)C(=O)OC(C)(C)C
CSc1ccc(CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)cc1,EN300-156729,CSc1ccc(CN)cc1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C1(CCO)CCOC1,EN300-183736,NC1(CCO)CCOC1
CC1CCCC(CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)O1,EN300-302311,CC1CCCC(CN)O1
CN(C)CCCCCCN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-1870758,CN(C)CCCCCCN
C[C@H](c1ccn(C)n1)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-7550722,C[C@@H](N)c1ccn(C)n1
Cc1ccc(CCN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)cn1,EN300-74344,Cc1ccc(CCN)cn1
C[C@H](c1cnnn1C)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-264308,C[C@@H](N)c1cnnn1C
COC(=O)c1ccsc1N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-44918,COC(=O)c1ccsc1N
Cc1cc(Br)c(CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)s1,EN300-265956,Cc1cc(Br)c(CN)s1
C=CCCC1(CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)CC1,EN300-1180020,C=CCCC1(CN)CC1
CC(C)CNC(=O)C(C)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-1448563,CC(C)CNC(=O)C(C)N
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C1(CO)CCCCCC1,EN300-6479503,NC1(CO)CCCCCC1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C(CC#N)C(F)(F)F,EN300-88330,N#CCC(N)C(F)(F)F
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)[C@H](CO)c1nc[nH]n1,EN300-1719401,N[C@H](CO)c1nc[nH]n1
CCC(C)NC(=O)C(C)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-58933,CCC(C)NC(=O)C(C)N
CCC[C@H](N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1)C(F)(F)F,EN300-7435428,CCC[C@H](N)C(F)(F)F
CC(C)(C)NC(=O)C(c1cccnc1)N(CC(C)(O)C1CCC1)C(=O)c1ccco1,EN300-7354526,CC(O)(CN)C1CCC1
CC(C)(C)NC(=O)C(c1cccnc1)N(CCCn1cc(Br)cn1)C(=O)c1ccco1,EN300-214099,NCCCn1cc(Br)cn1
COC(=O)[C@@H]([C@H](C)O)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-7356951,COC(=O)[C@H](N)[C@H](C)O
CCCC1(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)CCOC1,EN300-207893,CCCC1(N)CCOC1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C1COCCC1(F)F,EN300-6764298,NC1COCCC1(F)F
C=CC[C@H](C(=O)OC)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-7416754,C=CC[C@@H](N)C(=O)OC
CC(C)C1CC(CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)C1,EN300-6482283,CC(C)C1CC(CN)C1
Cc1cnn(CCCN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)c1,EN300-61599,Cc1cnn(CCCN)c1
CC(C)N(C)C[C@@H](C)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-215690,CC(C)N(C)C[C@@H](C)N
C=CCCC(C)(C)CN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-322757,C=CCCC(C)(C)CN
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C1CC2(CCCC2)C1,EN300-6495020,NC1CC2(CCCC2)C1
C=CCC1(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)CCCC1,EN300-303537,C=CCC1(N)CCCC1
CC(C)(C)NC(=O)C(c1cccnc1)N(CC(CO)C(C)(C)C)C(=O)c1ccco1,EN300-204278,CC(C)(C)C(CN)CO
CC(C)(C)NC(=O)C(c1cccnc1)N(CC1(F)CCCCC1)C(=O)c1ccco1,EN300-195603,NCC1(F)CCCCC1
CC(C)CC(N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1)C(C)(C)C,EN300-81904,CC(C)CC(N)C(C)(C)C
C[C@H](COC(C)(C)C)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-1657500,C[C@@H](N)COC(C)(C)C
Cc1cnc(F)c(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)c1,EN300-192808,Cc1cnc(F)c(N)c1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C1CC2CC1CC2O,EN300-6738567,NC1CC2CC1CC2O
CC(C)(C)NC(=O)C(c1cccnc1)N(CCN1CCOC1=O)C(=O)c1ccco1,EN300-1273346,NCCN1CCOC1=O
CC(C)(C)NC(=O)C(c1cccnc1)N(Cc1nc(C#N)cs1)C(=O)c1ccco1,EN300-729631,N#Cc1csc(CN)n1
CC(C)(C)NC(=O)C(c1cccnc1)N(Cc1cnc(Cl)nc1)C(=O)c1ccco1,EN300-1600805,NCc1cnc(Cl)nc1
CN1C[C@@H](CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)OC1=O,EN300-312829,CN1C[C@@H](CN)OC1=O
CCc1ccc(CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)s1,EN300-40315,CCc1ccc(CN)s1
CC(C)(C)NC(=O)C(c1cccnc1)N(CC1CCCC1(C)C)C(=O)c1ccco1,EN300-225417,CC1(C)CCCC1CN
CCCC(CN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1)OC,EN300-226674,CCCC(CN)OC
CC(Cc1ccsc1)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-51980,CC(N)Cc1ccsc1
CC(C1CCOCC1)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-108855,CC(N)C1CCOCC1
CC1CC(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)CC(C)N1,EN300-115467,CC1CC(N)CC(C)N1
CCCC1(CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)CC1,EN300-107248,CCCC1(CN)CC1
Cc1nccn1CCN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-7494097,Cc1nccn1CCN
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C1CC2C=CC1CC2,EN300-705969,NC1CC2C=CC1CC2
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C1CCCC=C1Br,EN300-1723504,NC1CCCC=C1Br
Cn1c(S)nnc1CN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-69357,Cn1c(S)nnc1CN
CC(C)(C)NC(=O)C(c1cccnc1)N(Cc1ccc(Cl)nc1)C(=O)c1ccco1,EN300-27823,NCc1ccc(Cl)nc1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C12CCCC1CCC2,EN300-7472482,NC12CCCC1CCC2
CCSC1(CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)CC1,EN300-299943,CCSC1(CN)CC1
CC(C)(C)NC(=O)C(c1cccnc1)N(Cc1ccccc1O)C(=O)c1ccco1,EN300-64465,NCc1ccccc1O
CC1CCC(CCN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)C1,EN300-2007737,CC1CCC(CCN)C1
CC(c1ccns1)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-321889,CC(N)c1ccns1
CC(C)(C)CC(CO)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-114155,CC(C)(C)CC(N)CO
CC(C)(C)NC(=O)C(c1cccnc1)N(Cc1cccc(F)c1)C(=O)c1ccco1,EN300-33064,NCc1cccc(F)c1
CCCC(CN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1)OCC,EN300-313562,CCCC(CN)OCC
CSC1CCC(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)C1,EN300-92038,CSC1CCC(N)C1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C(CCO)C(C)(C)C,EN300-26381,CC(C)(C)C(N)CCO
CSc1ccc(CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)o1,EN300-1609245,CSc1ccc(CN)o1
CC(O)CC(C)CN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-83413,CC(O)CC(C)CN
Cc1nc(CCN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)c[nH]1,EN300-716281,Cc1nc(CCN)c[nH]1
Cn1ccnc1CCN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-384240,Cn1ccnc1CCN
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C1C(=O)NCC1(C)C,EN300-309434,CC1(C)CNC(=O)C1N
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C(CO)CC(F)F,EN300-175523,NC(CO)CC(F)F
CC(C)(C)NC(=O)C(c1cccnc1)N(CCNC(=O)C1CC1)C(=O)c1ccco1,EN300-56868,NCCNC(=O)C1CC1
CC(C)(C)NC(=O)C(c1cccnc1)N(CC1(O)CCCOC1)C(=O)c1ccco1,EN300-193679,NCC1(O)CCCOC1
CC(CCC1CC1)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-140465,CC(N)CCC1CC1
Cc1cc(CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)ncn1,EN300-78468,Cc1cc(CN)ncn1
CC(C)(C)NC(=O)C(c1cccnc1)N(CCc1ccc(Cl)s1)C(=O)c1ccco1,EN300-42546,NCCc1ccc(Cl)s1
Cn1cc(Br)c(CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)n1,EN300-229468,Cn1cc(Br)c(CN)n1
C#CC1(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)CCCC1,EN300-378094,C#CC1(N)CCCC1
CCCCN(C)CCN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-75354,CCCCN(C)CCN
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(Cl)c(F)c1,EN300-39518,Nc1ccc(Cl)c(F)c1
CC(C)(C)NC(=O)C(c1cccnc1)N(CCc1ncccn1)C(=O)c1ccco1,EN300-1600324,NCCc1ncccn1
CC(C)(C)NC(=O)C(c1cccnc1)N(CCC1=CCCC1)C(=O)c1ccco1,EN300-116838,NCCC1=CCCC1
Cc1cc(Br)ccc1N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-21104,Cc1cc(Br)ccc1N
Cc1nccc(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)c1C,EN300-110878,Cc1nccc(N)c1C
CCN1CCC1CN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-374344,CCN1CCC1CN
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1cc(Cl)ccc1O,EN300-19646,Nc1cc(Cl)ccc1O
CC(C)(C)NC(=O)C(c1cccnc1)N(CC1(S(C)(=O)=O)CC1)C(=O)c1ccco1,EN300-193118,CS(=O)(=O)C1(CN)CC1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(F)c(O)c1,EN300-256394,Nc1ccc(F)c(O)c1
C=CCCC(CO)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-248105,C=CCCC(N)CO
COC(C)(C)CC(C)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-88732,COC(C)(C)CC(C)N
CC(C)(C)NC(=O)C(c1cccnc1)N(Cc1ncccc1O)C(=O)c1ccco1,EN300-191576,NCc1ncccc1O
CCC[C@@H](C(N)=O)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-206210,CCC[C@H](N)C(N)=O
CCCCOCCCN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-20691,CCCCOCCCN
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C1CC12CCCCC2,EN300-124870,NC1CC12CCCCC2
COC(=O)[C@H]1C[C@@H](N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)C1,EN300-61439,COC(=O)[C@H]1C[C@@H](N)C1
CC(C)(C)NC(=O)C(c1cccnc1)N(C[C@@H](F)C(C)(C)O)C(=O)c1ccco1,EN300-7502929,CC(C)(O)[C@H](F)CN
CC(C)OC(C)(C)CN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-1590512,CC(C)OC(C)(C)CN
Cc1ncc(CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)n1C,EN300-304674,Cc1ncc(CN)n1C
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C1(CCCO)CC1,EN300-1268086,NC1(CCCO)CC1
C=CC(C(=O)OC)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-7440220,C=CC(N)C(=O)OC
CC(C)(C)NC(=O)C(c1cccnc1)N(Cc1ccc(F)nc1)C(=O)c1ccco1,EN300-221068,NCc1ccc(F)nc1
CC(C)(C)NC(=O)C(c1cccnc1)N(Cc1nc(Cl)cs1)C(=O)c1ccco1,EN300-2978135,NCc1nc(Cl)cs1
Cc1cc(CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)co1,EN300-862110,Cc1cc(CN)co1
CC(CC1CCOC1)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-107087,CC(N)CC1CCOC1
Cc1cc(CCN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)[nH]n1,EN300-6479874,Cc1cc(CCN)[nH]n1
CCC(C)(C)C(C)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-298667,CCC(C)(C)C(C)N
Cn1nnc(CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)n1,EN300-187060,Cn1nnc(CN)n1
CC(C)(C)NC(=O)C(c1cccnc1)N(CCN1CC[C@H](O)C1)C(=O)c1ccco1,EN300-321951,NCCN1CC[C@H](O)C1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C1CCC12CCC2,EN300-6490928,NC1CCC12CCC2
CC(C)(C)NC(=O)C(c1cccnc1)N(CC(CO)CC1CC1)C(=O)c1ccco1,EN300-303534,NCC(CO)CC1CC1
C[C@@H](c1nccs1)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-7437524,C[C@H](N)c1nccs1
Cn1ccc(CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)n1,EN300-122847,Cn1ccc(CN)n1
CO[C@H]1C[C@H](CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)C1,EN300-379476,CO[C@H]1C[C@H](CN)C1
CC(C)(C)NC(=O)C(c1cccnc1)N(CCC(O)C1CC1)C(=O)c1ccco1,EN300-236555,NCCC(O)C1CC1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1cccnc1F,EN300-95260,Nc1cccnc1F
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(Cl)cc1O,EN300-98784,Nc1ccc(Cl)cc1O
CC[C@@H](N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1)C(C)(C)C,EN300-396536,CC[C@@H](N)C(C)(C)C
CCO[C@H]1C[C@@H](N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)C1,EN300-251328,CCO[C@H]1C[C@@H](N)C1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C1(CO)CC=CC1,EN300-4278551,NC1(CO)CC=CC1
Cc1sccc1CN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-1590230,Cc1sccc1CN
COCCNCCCN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-141355,COCCNCCCN
CN(C)C1CC(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)C1,EN300-199934,CN(C)C1CC(N)C1
C[C@@H](C1CCCC1)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-248787,C[C@H](N)C1CCCC1
C#CC(CC1CC1)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-6475246,C#CC(N)CC1CC1
Cc1ncc(CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)o1,EN300-251939,Cc1ncc(CN)o1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C1CCCC1(F)F,EN300-99908,NC1CCCC1(F)F
CC(C)(C)NC(=O)C(c1cccnc1)N(CCCn1cnnc1)C(=O)c1ccco1,EN300-257315,NCCCn1cnnc1
CC(C)(C)NC(=O)C(c1cccnc1)N(CC(=O)NCC#N)C(=O)c1ccco1,EN300-210990,N#CCNC(=O)CN
CC(CC1CCC1)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-343265,CC(N)CC1CCC1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1cncc(Cl)c1,EN300-384628,Nc1cncc(Cl)c1
CCOCCCCN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-45238,CCOCCCCN
Cc1cncc(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)c1,EN300-87442,Cc1cncc(N)c1
CCCOC(=O)[C@H](C)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-1267408,CCCOC(=O)[C@H](C)N
Cn1nncc1CN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-214189,Cn1nncc1CN
CC(C)(C)NC(=O)C(c1cccnc1)N(CCn1cccn1)C(=O)c1ccco1,EN300-50194,NCCn1cccn1
Cc1csc(CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)c1,EN300-245760,Cc1csc(CN)c1
C=CCCCCCN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-211032,C=CCCCCCN
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C(C1CC1)C1CC1,EN300-26897,NC(C1CC1)C1CC1
CC(C)(C)NC(=O)C(c1cccnc1)N(CC(O)C(F)F)C(=O)c1ccco1,EN300-100454,NCC(O)C(F)F
CC(C)(C)NC(=O)C(c1cccnc1)N(CCn1cc(Br)cn1)C(=O)c1ccco1,EN300-211036,NCCn1cc(Br)cn1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C1CCC(F)(F)C1,EN300-109808,NC1CCC(F)(F)C1
Cc1ccsc1CN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-31732,Cc1ccsc1CN
CC(C)(C)NC(=O)C(c1cccnc1)N(CC1(CO)CC1)C(=O)c1ccco1,EN300-81512,NCC1(CO)CC1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C1(C)CCOCC1,EN300-116288,CC1(N)CCOCC1
Cn1ccnc1CN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-68291,Cn1ccnc1CN
COC(=O)[C@@H](C)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-107305,COC(=O)[C@@H](C)N
CC(c1ccc(Br)s1)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-296290,CC(N)c1ccc(Br)s1
CN1CCC(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)CC1,EN300-12909,CN1CCC(N)CC1
CC(C)CC1(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)CC1,EN300-216128,CC(C)CC1(N)CC1
CC1CCCC1N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-70078,CC1CCCC1N
CC(C)(C)NC(=O)C(c1cccnc1)N(CC1CCCCC1)C(=O)c1ccco1,EN300-19616,NCC1CCCCC1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(Br)c(Br)c1,EN300-105762,Nc1ccc(Br)c(Br)c1
Cc1cnc(CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)s1,EN300-91363,Cc1cnc(CN)s1
COC(C)CCN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-244677,COC(C)CCN
CCCCOCCN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-51839,CCCCOCCN
CC(C)(C)NC(=O)C(c1cccnc1)N(CCn1cnnc1)C(=O)c1ccco1,EN300-226949,NCCn1cnnc1
CNCCCCN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-115101,CNCCCCN
COCCN(C)CCN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-65690,COCCN(C)CCN
C[C@H](CN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1)N=[N+]=[N-],EN300-220324,C[C@H](CN)N=[N+]=[N-]
CC(C)C(C)(C)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-58687,CC(C)C(C)(C)N
CC(C)(C)NC(=O)C(c1cccnc1)N(CC1CCC=CO1)C(=O)c1ccco1,EN300-74307,NCC1CCC=CO1
CC(C)(C)NC(=O)C(c1cccnc1)N(CC1CCCCCC1)C(=O)c1ccco1,EN300-245077,NCC1CCCCCC1
CCNC[C@H](C)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-2938374,CCNC[C@H](C)N
CCCCC(C)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-49678,CCCCC(C)N
CCC(CC)CCN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-172684,CCC(CC)CCN
CCC(C(C)O)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-245366,CCC(N)C(C)O
COC1(CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)CC1,EN300-1604914,COC1(CN)CC1
CC(C)(C)CCCN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-69724,CC(C)(C)CCCN
CCOC(=O)CC(C)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-176158,CCOC(=O)CC(C)N
CNC(=O)CCN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-36105,CNC(=O)CCN
CCC(CC)C(C)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-73113,CCC(CC)C(C)N
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C1CC[S+]([O-])C1,EN300-93574,NC1CC[S+]([O-])C1
C=C1CC1CN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-6730273,C=C1CC1CN
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1cccc(Cl)c1O,EN300-74934,Nc1cccc(Cl)c1O
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C(=O)C1(N)CCC1,EN300-115058,NC(=O)C1(N)CCC1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1cscc1Br,EN300-243334,Nc1cscc1Br
CSSCCN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-205636,CSSCCN
C=CC(=O)NCCN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-73241,C=CC(=O)NCCN
C[C@@H](CN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1)N=[N+]=[N-],EN300-220336,C[C@@H](CN)N=[N+]=[N-]
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C1CC1(F)F,EN300-1223410,NC1CC1(F)F
CCOC(=O)C(CO)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-50269,CCOC(=O)C(N)CO
CNC(=O)CC(C)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-246583,CNC(=O)CC(C)N
CC(C)(C)NC(=O)C(c1cccnc1)N(CC1CC(Cl)C1)C(=O)c1ccco1,EN300-6738425,NCC1CC(Cl)C1
C[C@@H](O)CN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-117430,C[C@@H](O)CN
CCN(C)C(=O)CN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-152739,CCN(C)C(=O)CN
CC1(CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)CSC1,EN300-1705751,CC1(CN)CSC1
Cc1c(CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)cnn1C,EN300-119324,Cc1c(CN)cnn1C
C[C@@H](CO)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-86282,C[C@H](N)CO
CC(C)(C)NC(=O)C(c1cccnc1)N(CCc1ncc[nH]1)C(=O)c1ccco1,EN300-73975,NCCc1ncc[nH]1
COC1CC(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)C1,EN300-134790,COC1CC(N)C1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C1(C)CC1,EN300-80684,CC1(N)CC1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1cccc(N)c1,EN300-33904,Nc1cccc(N)c1
CC(CO)C(C)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-83414,CC(N)C(C)CO
