SMILES,TITLE,fragments,CrystalName,CompoundCode,MountingResult,DataCollectionOutcome,DataProcessingResolutionHigh,RefinementOutcome,Deposition_PDB_ID,Hybrid2,docked_fragment,Mpro-x0500_dock,site
CC[NH2+]Cc1cccc2c1cc[nH]2,x1088,x1088,Mpro-x1088,Z1137725943,OK: No comment:No comment,success,2.37,7 - Analysed & Rejected,None,-8.093389,x0678,,active-noncovalent
Cn1c2ccccc2c(n1)C(=O)N,x0066,x0066,Mpro-x0066,Z2697514548,OK: No comment:No comment,success,2.5,7 - Analysed & Rejected,None,-8.093293,x0195,,active-noncovalent
CC(=O)Nc1ccc(cc1)Nc2ccccc2,x0164,x0164,Mpro-x0164,Z68404778,OK: Phase Separation:Normal,success,1.72,7 - Analysed & Rejected,None,-8.093094,x0072,,active-noncovalent
c1ccc(c(c1)C(=O)CC[NH3+])N,x2746,x2746,Mpro-x2746,kynuramine dihydrobromide,OK: Clear:No comment,success,2.1,7 - Analysed & Rejected,None,-8.091883,x0195,,active-noncovalent
c1ccc(c(c1)C(=O)CC[NH3+])N,x2752,x2752,Mpro-x2752,kynuramine dihydrobromide,OK: Clear:No comment,success,1.79,7 - Analysed & Rejected,None,-8.091883,x0195,,active-noncovalent
c1ccc(c(c1)C(=O)CC[NH3+])N,x2461,x2461,Mpro-x2461,kynuramine dihydrobromide,OK: Clear:Normal,success,2.51,7 - Analysed & Rejected,None,-8.091883,x0195,,active-noncovalent
c1ccc(c(c1)C(=O)CC[NH3+])N,x2356,x2356,Mpro-x2356,kynuramine dihydrobromide,OK: Clear:Normal,success,2.11,7 - Analysed & Rejected,None,-8.091883,x0195,,active-noncovalent
c1ccc(c(c1)C(=O)CC[NH3+])N,x2361,x2361,Mpro-x2361,kynuramine dihydrobromide,OK: Clear:Normal,success,2.17,7 - Analysed & Rejected,None,-8.091883,x0195,,active-noncovalent
c1cc(ccc1C[NH2+]C[C@H]2CCCO2)F,x0417,x0417,Mpro-x0417,Z2856434824,OK: No comment:Cracked,success,2.93,7 - Analysed & Rejected,None,-8.090335,x1093,,active-noncovalent
C=CC(=O)N1CCC(CC1)c2nc(cs2)C(F)(F)F,x2353,x2353,Mpro-x2353,PCM-0102525-001,OK: Clear:Normal,success,2.1,7 - Analysed & Rejected,None,-8.087995,x0749,,active-covalent
C=CC(=O)N1CCC(CC1)c2nc(cs2)C(F)(F)F,x2741,x2741,Mpro-x2741,PCM-0102525-001,OK: Clear:No comment,success,1.75,7 - Analysed & Rejected,None,-8.087995,x0749,,active-covalent
C=CC(=O)N1CCC(CC1)c2nc(cs2)C(F)(F)F,x2551,x2551,Mpro-x2551,PCM-0102525-001,OK: No comment:No comment,success,1.79,7 - Analysed & Rejected,None,-8.087995,x0749,,active-covalent
c1cc(nc(c1)OCC(F)F)NC(=O)NCc2cccnc2,x2609,x2609,Mpro-x2609,Z1693576546,OK: No comment:No comment,success,1.86,7 - Analysed & Rejected,None,-8.066553,x1093,,active-noncovalent
Cc1nc(sn1)N2CCC[NH2+]CC2,x0608,x0608,Mpro-x0608,Z1578665941,OK: No comment:No comment,success,2.41,7 - Analysed & Rejected,None,-8.065742,x0195,,active-noncovalent
c1cc2c(cc1O)c(c[nH]2)CC[NH3+],x2358,x2358,Mpro-x2358,serotonin hydrochloride,OK: Clear:Jelly,None,None,,None,-8.063527,x0678,,active-noncovalent
c1cc2c(cc1O)c(c[nH]2)CC[NH3+],x2364,x2364,Mpro-x2364,serotonin hydrochloride,OK: Clear:Normal,Failed - low resolution,3.75,,None,-8.063527,x0678,,active-noncovalent
c1cc2c(cc1O)c(c[nH]2)CC[NH3+],x2464,x2464,Mpro-x2464,serotonin hydrochloride,OK: Clear:Normal,success,2.18,7 - Analysed & Rejected,None,-8.063527,x0678,,active-noncovalent
CCc1nnnn1c2ccccc2NC(=O)C3(CC3)c4cc(cnc4)Br,x2818,x2818,Mpro-x2818,BAR-COM-4e0-16,OK: Clear:No comment,success,2.57,7 - Analysed & Rejected,None,-8.060421,x0830,,active-covalent
Cc1ccc(s1)C(=O)Nc2ccccc2OC,x0319,x0319,Mpro-x0319,Z27797417,OK: Precipitated:No comment,success,2.27,7 - Analysed & Rejected,None,-8.056968,x0749,,active-covalent
C[C@H]1C[C@@H](C[NH2+]1)C(=O)OC(C)(C)C,x0843,x0843,Mpro-x0843,POB0048,OK: Clear:Normal,success,1.89,7 - Analysed & Rejected,None,-8.056814,x0195,,active-noncovalent
COc1cccc(c1)[C@@H]2CCOC[C@@H]2[NH3+],x0923,x0923,Mpro-x0923,POB0140,OK: No comment:No comment,success,3.11,7 - Analysed & Rejected,None,-8.055153,x0195,,active-noncovalent
c1cc2c(cc1C(=O)N3CCCCCC3)OCO2,x0376,x0376,Mpro-x0376,Z31432226,OK: No comment:No comment,success,1.63,6 - Deposited,5REA,-8.053423,x0749,,active-covalent
C1CS(=O)(=O)C[C@@H]1N2CCN(CC2)C(=O)CCl,x0726,x0726,Mpro-x0726,PCM-0102405,OK: Clear:Normal,success,1.85,7 - Analysed & Rejected,None,-8.041692,x0749,,active-covalent
C1CS(=O)(=O)C[C@@H]1N2CCN(CC2)C(=O)CCl,x0800,x0800,Mpro-x0800,PCM-0102405,OK: Clear:Normal,success,3.32,7 - Analysed & Rejected,None,-8.041692,x0749,,active-covalent
C1CS(=O)(=O)C[C@@H]1N2CCN(CC2)C(=O)CCl,x1452,x1452,Mpro-x1452,PCM-0102405,OK: No comment:No comment,success,2.6,7 - Analysed & Rejected,None,-8.041692,x0749,,active-covalent
Cc1nc(on1)NC(=O)CC2CCCC2,x0114,x0114,Mpro-x0114,Z729726784,OK: Crystalline:Normal,success,1.63,7 - Analysed & Rejected,None,-8.040282,x0678,,active-noncovalent
Cc1cc(ns1)C(=O)NC[C@@H]2CCCO2,x0385,x0385,Mpro-x0385,Z1881545321,OK: No comment:No comment,success,1.55,7 - Analysed & Rejected,None,-8.040281,x0397,,active-noncovalent
Cc1cc(ns1)C(=O)NC[C@@H]2CCCO2,x1129,x1129,Mpro-x1129,Z1881545321,OK: No comment:No comment,success,1.68,7 - Analysed & Rejected,None,-8.040281,x0397,,active-noncovalent
C[C@@H](Cc1ccc(cc1)Br)C(=O)N,x1196,x1196,Mpro-x1196,Z1551999220,OK: No comment:No comment,success,1.73,7 - Analysed & Rejected,None,-8.038245,x0749,,active-covalent
C[C@@H](Cc1ccc(cc1)Br)C(=O)N,x0314,x0314,Mpro-x0314,Z1551999220,OK: Precipitated:No comment,success,2.57,7 - Analysed & Rejected,None,-8.038245,x0749,,active-covalent
COC(=O)[C@@H]1C[C@H](CN1C(=O)c2ccco2)O,x0436,x0436,Mpro-x0436,Z1614545742,OK: No comment:No comment,success,3.22,7 - Analysed & Rejected,None,-8.037658,x0195,,active-noncovalent
CC(=O)c1ccc(cc1)OCC(=O)[O-],x0223,x0223,Mpro-x0223,Z2856434937,OK: Crystalline:Normal,None,None,,None,-8.036836,x0749,,active-covalent
CC(C)(c1ccccc1)C(=O)N,x1267,x1267,Mpro-x1267,Z270979606,OK: No comment:No comment,success,1.55,7 - Analysed & Rejected,None,-8.031240,x0678,,active-noncovalent
CC(C)(c1ccccc1)C(=O)N,x0268,x0268,Mpro-x0268,Z270979606,OK: No comment:Cracked,success,1.31,7 - Analysed & Rejected,None,-8.031240,x0678,,active-noncovalent
Cc1cccc(c1C)NC(=O)C[NH+]2CCOCC2,x0419,x0419,Mpro-x0419,Z2856434834,OK: No comment:No comment,success,2.27,7 - Analysed & Rejected,None,-8.025280,x0749,,active-covalent
Cc1nc(cs1)C[N@]2C[C@H](C[C@H]2C[NH3+])F,x0470,x0470,Mpro-x0470,Z2444997446,OK: No comment:No comment,Failed - low resolution,3.85,,None,-8.023185,x1418,,active-covalent
Cc1nc(cs1)C[N@]2C[C@H](C[C@H]2C[NH3+])F,x1248,x1248,Mpro-x1248,Z2444997446,OK: No comment:No comment,success,2.1,7 - Analysed & Rejected,None,-8.023185,x1418,,active-covalent
C=CC(=O)N1CCN(c2c1cccc2)C(=O)NCC[NH3+],x2899,x2899,Mpro-x2899,13 C09,OK: Clear:No comment,success,2.03,7 - Analysed & Rejected,None,-8.020165,x0736,,active-covalent
c1cn2c(n1)[C@H](CCC2)C(=O)N,x0302,x0302,Mpro-x0302,Z1324853681,OK: No comment:No comment,success,1.59,7 - Analysed & Rejected,None,-8.018932,x1093,,active-noncovalent
c1cn2c(n1)[C@H](CCC2)C(=O)N,x1131,x1131,Mpro-x1131,Z1324853681,OK: No comment:No comment,success,1.58,7 - Analysed & Rejected,None,-8.018932,x1093,,active-noncovalent
CCc1cccc(c1NC(=O)[C@@H](c2cccnc2)N(c3cc([nH]n3)C(C)(C)C)C(=O)C=C)C,x2537,x2537,Mpro-x2537,Z4439011584,OK: No comment:No comment,success,1.48,3 - In Refinement,None,-8.018552,x0831,,active-covalent
CCc1cccc(c1NC(=O)[C@@H](c2cccnc2)N(c3cc([nH]n3)C(C)(C)C)C(=O)C=C)C,x2705,x2705,Mpro-x2705,Z4439011584,OK: No comment:No comment,success,1.71,6 - Deposited,5RH7,-8.018552,x0831,,active-covalent
COc1ccc(cc1)NC2=[NH+]CCN2,x1269,x1269,Mpro-x1269,Z57186564,OK: No comment:No comment,success,2.84,7 - Analysed & Rejected,None,-8.016686,x0678,,active-noncovalent
COc1ccc(cc1)NC2=[NH+]CCN2,x0644,x0644,Mpro-x0644,Z57186564,Mounted_Clear,success,2.31,7 - Analysed & Rejected,None,-8.016686,x0678,,active-noncovalent
c1ccc(cc1)S(=O)(=O)[N@]2CC[C@H]3[C@@]2(C3)C(=O)N,x0904,x0904,Mpro-x0904,POB0098,OK: No comment:No comment,success,1.7,7 - Analysed & Rejected,None,-8.016534,x0161,,active-noncovalent
CCN(CCO)c1ccc(cc1)N,x0211,x0211,Mpro-x0211,Z752989138,OK: Precipitated:Coloured,success,2.33,7 - Analysed & Rejected,None,-8.015523,x0195,,active-noncovalent
C1C[C@H](CN(C1)C(=O)CCC(F)(F)F)[NH3+],x0646,x0646,Mpro-x0646,Z1818332938,Mounted_Clear,success,2.19,7 - Analysed & Rejected,None,-8.015240,x0195,,active-noncovalent
C1C[C@H](CN(C1)C(=O)CCC(F)(F)F)[NH3+],x1181,x1181,Mpro-x1181,Z1818332938,OK: No comment:No comment,success,2.92,7 - Analysed & Rejected,None,-8.015240,x0195,,active-noncovalent
CNC(=O)c1cccc(n1)C(=O)[O-],x0047,x0047,Mpro-x0047,Z1816233707,OK: No comment:No comment,success,2.32,7 - Analysed & Rejected,None,-8.011734,x0831,,active-covalent
CC(=O)N1CC[C@H](c2ccc(cc2C1)F)NC(=O)C=C,x2773,x2773,Mpro-x2773,PCM-0102635-001,OK: Clear:No comment,None,None,,None,-8.010679,x1392,,active-covalent
CC(=O)N1CC[C@H](c2ccc(cc2C1)F)NC(=O)C=C,x2760,x2760,Mpro-x2760,PCM-0102635-001,OK: Clear:No comment,None,None,,None,-8.010679,x1392,,active-covalent
CC(=O)N1CC[C@H](c2ccc(cc2C1)F)NC(=O)C=C,x2033,x2033,Mpro-x2033,PCM-0102635-001,OK: No comment:No comment,success,1.62,7 - Analysed & Rejected,None,-8.010679,x1392,,active-covalent
CC(=O)N1CC[C@H](c2ccc(cc2C1)F)NC(=O)C=C,x2784,x2784,Mpro-x2784,PCM-0102635-001,OK: Clear:No comment,success,1.89,7 - Analysed & Rejected,None,-8.010679,x1392,,active-covalent
CC(=O)N1CC[C@H]2[C@@]1(C2)Sc3ccccc3,x0912,x0912,Mpro-x0912,POB0099,OK: No comment:No comment,None,None,,None,-8.009000,x0749,,active-covalent
c1cc(sc1S(=O)(=O)N2CCN(CC2)C(=O)CCl)Cl,x0732,x0732,Mpro-x0732,PCM-0102121,OK: Clear:Normal,success,1.63,7 - Analysed & Rejected,None,-8.008788,x1392,,active-covalent
c1cc(sc1S(=O)(=O)N2CCN(CC2)C(=O)CCl)Cl,x1402,x1402,Mpro-x1402,PCM-0102121,OK: No comment:No comment,success,1.53,6 - Deposited,5RFU,-8.008788,x1392,,active-covalent
c1cc(sc1S(=O)(=O)N2CCN(CC2)C(=O)CCl)Cl,x0806,x0806,Mpro-x0806,PCM-0102121,OK: Clear:Normal,success,1.62,7 - Analysed & Rejected,None,-8.008788,x1392,,active-covalent
c1cc(sc1S(=O)(=O)N2CCN(CC2)C(=O)CCl)Cl,x1377,x1377,Mpro-x1377,PCM-0102121,OK: No comment:No comment,success,1.92,7 - Analysed & Rejected,None,-8.008788,x1392,,active-covalent
c1cc(sc1S(=O)(=O)N2CCN(CC2)C(=O)CCl)Cl,x1429,x1429,Mpro-x1429,PCM-0102121,OK: No comment:No comment,success,3.36,7 - Analysed & Rejected,None,-8.008788,x1392,,active-covalent
c1cc(sc1S(=O)(=O)N2CCN(CC2)C(=O)CCl)Cl,x1480,x1480,Mpro-x1480,PCM-0102121,OK: No comment:No comment,success,1.9,7 - Analysed & Rejected,None,-8.008788,x1392,,active-covalent
Cc1ccc(cc1)[C@]2(CCC[NH2+]C2)C(=O)OC,x0911,x0911,Mpro-x0911,POB0082,OK: No comment:No comment,success,2.1,7 - Analysed & Rejected,None,-8.008082,x0749,,active-covalent
CC(C)C(=O)N1CC[NH+](CC1)C(C)C,x0467,x0467,Mpro-x0467,Z106307058,OK: No comment:No comment,success,2.02,7 - Analysed & Rejected,None,-8.001329,x0104,,active-noncovalent
Cc1nc(cs1)CC(=O)N2CCOCC2,x0580,x0580,Mpro-x0580,Z31720228,OK: No comment:No comment,success,2.39,7 - Analysed & Rejected,None,-8.000721,x0749,,active-covalent
c1cc(cc(c1)NC(=O)CCl)C(=O)N2CCSCC2,x1495,x1495,Mpro-x1495,PCM-0103072,OK: No comment:No comment,success,2.21,7 - Analysed & Rejected,None,-7.999418,x0831,,active-covalent
c1cc(cc(c1)NC(=O)CCl)C(=O)N2CCSCC2,x1394,x1394,Mpro-x1394,PCM-0103072,OK: No comment:No comment,success,2,7 - Analysed & Rejected,None,-7.999418,x0831,,active-covalent
c1cc(cc(c1)NC(=O)CCl)C(=O)N2CCSCC2,x0712,x0712,Mpro-x0712,PCM-0103072,OK: Clear:Normal,success,1.81,7 - Analysed & Rejected,None,-7.999418,x0831,,active-covalent
c1cc(cc(c1)NC(=O)CCl)C(=O)N2CCSCC2,x0786,x0786,Mpro-x0786,PCM-0103072,OK: Clear:Normal,success,1.6,6 - Deposited,5REV,-7.999418,x0831,,active-covalent
C[C@@H](CNC(=O)Nc1ccccc1)O,x1126,x1126,Mpro-x1126,Z1563512128,OK: No comment:No comment,success,1.78,7 - Analysed & Rejected,None,-7.998687,x0749,,active-covalent
C[C@@H](CNC(=O)Nc1ccccc1)O,x0040,x0040,Mpro-x0040,Z1563512128,OK: No comment:No comment,success,1.44,7 - Analysed & Rejected,None,-7.998687,x0749,,active-covalent
CC(C)(CO)NC(=O)c1cccc(c1)Cl,x0630,x0630,Mpro-x0630,Z68299550,Mounted_Clear,success,1.89,7 - Analysed & Rejected,None,-7.993550,x0195,,active-noncovalent
COc1cccc(c1)[C@@H]2CCOC[C@@H]2C(=O)[O-],x0906,x0906,Mpro-x0906,POB0136,OK: No comment:No comment,success,3.18,7 - Analysed & Rejected,None,-7.993543,x0678,,active-noncovalent
c1cc(ccc1S(=O)(=O)N2CCN(CC2)C(=O)CCl)Cl,x0792,x0792,Mpro-x0792,PCM-0102704,OK: Clear:Normal,success,1.77,7 - Analysed & Rejected,None,-7.990904,x0831,,active-covalent
c1cc(ccc1S(=O)(=O)N2CCN(CC2)C(=O)CCl)Cl,x1473,x1473,Mpro-x1473,PCM-0102704,OK: No comment:No comment,success,1.9,7 - Analysed & Rejected,None,-7.990904,x0831,,active-covalent
c1cc(ccc1S(=O)(=O)N2CCN(CC2)C(=O)CCl)Cl,x1308,x1308,Mpro-x1308,PCM-0102704,OK: No comment:No comment,success,1.78,6 - Deposited,5RFF,-7.990904,x0831,,active-covalent
c1cc(ccc1S(=O)(=O)N2CCN(CC2)C(=O)CCl)Cl,x1345,x1345,Mpro-x1345,PCM-0102704,OK: No comment:No comment,success,1.91,7 - Analysed & Rejected,None,-7.990904,x0831,,active-covalent
c1cc(ccc1S(=O)(=O)N2CCN(CC2)C(=O)CCl)Cl,x0718,x0718,Mpro-x0718,PCM-0102704,OK: Clear:Normal,success,2.02,7 - Analysed & Rejected,None,-7.990904,x0831,,active-covalent
c1cc(ccc1S(=O)(=O)N2CCN(CC2)C(=O)CCl)Cl,x1424,x1424,Mpro-x1424,PCM-0102704,OK: No comment:No comment,success,1.71,7 - Analysed & Rejected,None,-7.990904,x0831,,active-covalent
C[C@@H]1C[C@H]1C(=O)NCCc2ccc(cc2)Cl,x0656,x0656,Mpro-x0656,Z1802166390,Mounted_Clear,success,2.11,7 - Analysed & Rejected,None,-7.988801,x0678,,active-noncovalent
c1[nH]c2c(n1)c(ncn2)N3CCC3,x0521,x0521,Mpro-x0521,Z373221060,OK: No comment:No comment,success,1.94,7 - Analysed & Rejected,None,-7.987397,x0678,,active-noncovalent
CC(=O)c1cccc(c1)NC(=O)N2CCOCC2,x0199,x0199,Mpro-x0199,Z274555794,OK: Clear:Cracked,success,2.22,7 - Analysed & Rejected,None,-7.986823,x0749,,active-covalent
Cc1cc(nc(n1)C)N2CC[NH2+]CC2,x0147,x0147,Mpro-x0147,Z274575916,OK: Clear:Melted,success,1.98,7 - Analysed & Rejected,None,-7.984191,x0195,,active-noncovalent
c1cc(c(c(c1)F)C(=O)N2CCCC2)F,x0496,x0496,Mpro-x0496,Z54226006,OK: No comment:No comment,success,1.89,7 - Analysed & Rejected,None,-7.983286,x0678,,active-noncovalent
c1cc(cc(c1)NC(=O)Nc2cccnc2)C#N,x2484,x2484,Mpro-x2484,Z195739680,OK: Clear:Normal,success,2,7 - Analysed & Rejected,None,-7.983136,x0749,,active-covalent
c1cc(cc(c1)NC(=O)Nc2cccnc2)C#N,x2652,x2652,Mpro-x2652,Z195739680,OK: Precipitated:No comment,success,1.86,7 - Analysed & Rejected,None,-7.983136,x0749,,active-covalent
c1cc(ccc1[C@@H]2COC[C@@H]2C(=O)[O-])F,x0847,x0847,Mpro-x0847,POB0125,OK: Clear:Normal,success,2.25,7 - Analysed & Rejected,None,-7.982597,x0759,,active-covalent
C[1C@@H]1CC[1C@@H](O1)C(=O)N2CCC=C(C2)F,x0493,x0493,Mpro-x0493,Z2272040604,OK: No comment:No comment,success,1.8,7 - Analysed & Rejected,None,-7.978871,x0104,,active-noncovalent
CCOC(=O)NCc1ccccc1,x0492,x0492,Mpro-x0492,Z31478129,OK: No comment:No comment,success,2.64,7 - Analysed & Rejected,None,-7.977962,x0678,,active-noncovalent
CCOC(=O)NCc1ccccc1,x1067,x1067,Mpro-x1067,Z31478129,OK: Clear:Normal,success,1.67,7 - Analysed & Rejected,None,-7.977962,x0678,,active-noncovalent
CC(=O)N1CC[C@@H]2[C@]1(C2)c3cccc(n3)COC,x0928,x0928,Mpro-x0928,POB0159,OK: No comment:No comment,success,3.21,7 - Analysed & Rejected,None,-7.977842,x0195,,active-noncovalent
c1ccc(cc1)C[C@H](C(=O)NCc2ccno2)NC(=O)OCc3ccccc3,x2861,x2861,Mpro-x2861,BAR-COM-4e0-19,OK: Clear:No comment,success,1.82,7 - Analysed & Rejected,None,-7.968852,x0678,,active-noncovalent
CCOc1ccccc1N2CC[NH2+]CC2,x0088,x0088,Mpro-x0088,Z425387594,OK: No comment:No comment,success,1.87,7 - Analysed & Rejected,None,-7.968272,x0678,,active-noncovalent
Cn1cc(cn1)Oc2c(cncn2)Cl,x0205,x0205,Mpro-x0205,Z1918536193,OK: Precipitated:Normal,success,3.06,7 - Analysed & Rejected,None,-7.966446,x0072,,active-noncovalent
Cn1cc(cn1)Oc2c(cncn2)Cl,x1100,x1100,Mpro-x1100,Z1918536193,OK: No comment:No comment,success,1.59,7 - Analysed & Rejected,None,-7.966446,x0072,,active-noncovalent
C=CC(=O)N1CCN(CC1)c2ccccc2N(=O)=O,x2894,x2894,Mpro-x2894,13 D04 ,OK: Clear:No comment,success,2.14,7 - Analysed & Rejected,None,-7.963260,x0749,,active-covalent
Cc1c(cco1)C(=O)Nc2ccncc2,x0423,x0423,Mpro-x0423,Z136583524,OK: No comment:No comment,success,2.06,7 - Analysed & Rejected,None,-7.959296,x1386,,active-covalent
c1cc(cc(c1)NC(=O)C2CCN(CC2)C(=O)CCl)c3ccn[nH]3,x2747,x2747,Mpro-x2747,PG-COV-24,OK: Clear:No comment,success,1.8,7 - Analysed & Rejected,None,-7.958611,x0749,,active-covalent
c1cc(cc(c1)NC(=O)C2CCN(CC2)C(=O)CCl)c3ccn[nH]3,x2036,x2036,Mpro-x2036,PG-COV-24,OK: No comment:No comment,success,1.52,7 - Analysed & Rejected,None,-7.958611,x0749,,active-covalent
COc1ccc(cc1)C(=O)NCC(=O)N,x1217,x1217,Mpro-x1217,Z33546965,OK: No comment:No comment,success,1.67,7 - Analysed & Rejected,None,-7.953971,x0678,,active-noncovalent
Cc1nc(on1)[C@@H](C(C)C)[NH3+],x1167,x1167,Mpro-x1167,Z1267773566,OK: No comment:No comment,success,1.68,7 - Analysed & Rejected,None,-7.951324,x0426,,active-noncovalent
Cc1nc(on1)[C@@H](C(C)C)[NH3+],x0209,x0209,Mpro-x0209,Z1267773566,OK: Clear:Normal,success,1.9,7 - Analysed & Rejected,None,-7.951324,x0426,,active-noncovalent
COc1ccc(cc1)C(=O)Nc2ccccc2F,x0480,x0480,Mpro-x0480,Z28290321,OK: No comment:No comment,success,1.57,7 - Analysed & Rejected,None,-7.947535,x0749,,active-covalent
CC(C)(C)NC(=O)N1CCC(CC1)C(=O)OC,x0457,x0457,Mpro-x0457,Z44567722,OK: No comment:No comment,success,1.91,7 - Analysed & Rejected,None,-7.945666,x0749,,active-covalent
CC(=O)N1C[C@@H]([C@H](C1)C(=O)[O-])c2ccccc2,x0844,x0844,Mpro-x0844,POB0066,OK: Clear:Normal,None,None,,None,-7.945217,x0161,,active-noncovalent
c1cc(sc1C[NH+]2CCN(CC2)C(=O)CCl)Br,x0761,x0761,Mpro-x0761,PCM-0102169,OK: Clear:Normal,success,2.34,7 - Analysed & Rejected,None,-7.940189,x0830,,active-covalent
c1cc(sc1C[NH+]2CCN(CC2)C(=O)CCl)Br,x1414,x1414,Mpro-x1414,PCM-0102169,OK: No comment:No comment,success,1.74,7 - Analysed & Rejected,None,-7.940189,x0830,,active-covalent
c1cc(sc1C[NH+]2CCN(CC2)C(=O)CCl)Br,x0687,x0687,Mpro-x0687,PCM-0102169,OK: Clear:Normal,success,2.16,7 - Analysed & Rejected,None,-7.940189,x0830,,active-covalent
c1cc(sc1C[NH+]2CCN(CC2)C(=O)CCl)Br,x1464,x1464,Mpro-x1464,PCM-0102169,OK: No comment:No comment,success,2.03,7 - Analysed & Rejected,None,-7.940189,x0830,,active-covalent
c1cc(sc1C[NH+]2CCN(CC2)C(=O)CCl)Br,x1436,x1436,Mpro-x1436,PCM-0102169,OK: No comment:No comment,success,2.67,7 - Analysed & Rejected,None,-7.940189,x0830,,active-covalent
c1cc(sc1C[NH+]2CCN(CC2)C(=O)CCl)Br,x1385,x1385,Mpro-x1385,PCM-0102169,OK: No comment:No comment,success,1.71,6 - Deposited,5RFR,-7.940189,x0830,,active-covalent
CC(=O)N1CC[NH+](CC1)CC(=O)Nc2cccc(c2)S(=O)(=O)N,x2678,x2678,Mpro-x2678,Z102844650,OK: No comment:No comment,success,1.92,7 - Analysed & Rejected,None,-7.938325,x0104,,active-noncovalent
CC(=O)N1CC[NH+](CC1)CC(=O)Nc2cccc(c2)S(=O)(=O)N,x2510,x2510,Mpro-x2510,Z102844650,OK: Clear:Normal,success,2.16,7 - Analysed & Rejected,None,-7.938325,x0104,,active-noncovalent
CCn1c2ccccc2n(c1=O)CC(=O)NCc3cnccn3,x2598,x2598,Mpro-x2598,Z3092563476,OK: No comment:No comment,success,2.07,7 - Analysed & Rejected,None,-7.938208,x0678,,active-noncovalent
c1c[nH+]ccc1NC[C@@H]2CCCO2,x0069,x0069,Mpro-x0069,Z1267882044,OK: No comment:No comment,success,2.26,7 - Analysed & Rejected,None,-7.936506,x0749,,active-covalent
c1c[nH+]ccc1NC[C@@H]2CCCO2,x1185,x1185,Mpro-x1185,Z1267882044,OK: No comment:No comment,success,1.99,7 - Analysed & Rejected,None,-7.936506,x0749,,active-covalent
C[C@H](C(=O)N)[NH+]1CCN(CC1)S(=O)(=O)C,x1127,x1127,Mpro-x1127,Z134785326,OK: No comment:No comment,success,1.81,7 - Analysed & Rejected,None,-7.935843,x0161,,active-noncovalent
C[C@H](C(=O)N)[NH+]1CCN(CC1)S(=O)(=O)C,x0638,x0638,Mpro-x0638,Z134785326,Mounted_Clear,success,1.46,7 - Analysed & Rejected,None,-7.935843,x0161,,active-noncovalent
CC(C)(CO)NC(=O)Nc1ccc(cc1)Cl,x1234,x1234,Mpro-x1234,Z123970702,OK: No comment:No comment,success,1.49,7 - Analysed & Rejected,None,-7.933087,x0749,,active-covalent
Cc1ccc(cc1)[C@]2(CC[NH2+]C2)C(=O)OC,x0888,x0888,Mpro-x0888,POB0095,OK: Clear:Normal,success,1.78,7 - Analysed & Rejected,None,-7.927098,x0195,,active-noncovalent
Cc1c(c(on1)C)Cn2c(=O)sc(n2)C,x0473,x0473,Mpro-x0473,Z1899842917,OK: No comment:No comment,success,1.71,7 - Analysed & Rejected,None,-7.924747,x1386,,active-covalent
Cc1ccc(cc1)C(=O)N2CCN(CC2)C(=O)CCl,x1494,x1494,Mpro-x1494,PCM-0102962,OK: No comment:No comment,success,2.12,7 - Analysed & Rejected,None,-7.922626,x0749,,active-covalent
Cc1ccc(cc1)C(=O)N2CCN(CC2)C(=O)CCl,x0705,x0705,Mpro-x0705,PCM-0102962,OK: Clear:Normal,success,1.76,6 - Deposited,5RGL,-7.922626,x0749,,active-covalent
Cc1ccc(cc1)C(=O)N2CCN(CC2)C(=O)CCl,x0779,x0779,Mpro-x0779,PCM-0102962,OK: Clear:Normal,success,1.74,7 - Analysed & Rejected,None,-7.922626,x0749,,active-covalent
Cc1ccc(cc1)C(=O)N2CCN(CC2)C(=O)CCl,x1340,x1340,Mpro-x1340,PCM-0102962,OK: No comment:No comment,success,2.18,7 - Analysed & Rejected,None,-7.922626,x0749,,active-covalent
CC(=O)N[C@@H](CCC(=O)N)C(=O)NCC#CBr,x0979,x0979,Mpro-x0979,NCL-00025065,OK: No comment:No comment,success,2.01,7 - Analysed & Rejected,None,-7.919563,x0830,,active-covalent
COCC(=O)Nc1ccc(cc1)O,x0659,x0659,Mpro-x0659,Z943693514,Mounted_Clear,success,1.81,7 - Analysed & Rejected,None,-7.919173,x0678,,active-noncovalent
CC(C)(C)NC(=O)Cn1ccc(n1)C(F)(F)F,x0313,x0313,Mpro-x0313,Z55009317,OK: Precipitated:No comment,success,1.59,7 - Analysed & Rejected,None,-7.909073,x0104,,active-noncovalent
Cc1c(c(on1)C)COc2ccccc2C(=O)N[C@@H](C)c3nnc4n3cccn4,x2575,x2575,Mpro-x2575,Z1374382617,OK: No comment:No comment,success,1.73,7 - Analysed & Rejected,None,-7.903749,x0195,,active-noncovalent
Cc1ncc(s1)CN2CC[NH2+]CC2,x0394,x0394,Mpro-x0394,Z1171217421,OK: No comment:No comment,success,2.04,7 - Analysed & Rejected,None,-7.902103,x0104,,active-noncovalent
c1ccc(c(c1)NC(=O)C2CCN(CC2)C(=O)CCl)O,x1434,x1434,Mpro-x1434,PCM-0102389,OK: No comment:No comment,success,1.82,7 - Analysed & Rejected,None,-7.899599,x0749,,active-covalent
