SMILES,TITLE,fragments,CrystalName,CompoundCode,MountingResult,DataCollectionOutcome,DataProcessingResolutionHigh,RefinementOutcome,Deposition_PDB_ID,Hybrid2,docked_fragment,Mpro-x2643_dock,site,run
CCNC(=O)c1ccc(c(c1)F)N(C)C,x0560,x0560,Mpro-x0560,Z907784200,OK: No comment:No comment,success,2.19,7 - Analysed & Rejected,None,-8.238508,x0161,,active-noncovalent,RUN247
CC(=O)N1CCN(CC1)S(=O)(=O)c2ccsc2,x2817,x2817,Mpro-x2817,MAK-UNK-4c6-1,OK: Clear:No comment,success,1.89,7 - Analysed & Rejected,None,-8.231065,x0072,,active-noncovalent,RUN248
CC[C@@H](c1ccncc1)[NH2+]C,x0289,x0289,Mpro-x0289,Z1250132788,OK: No comment:Cracked,None,None,,None,-8.228788,x0540,,active-noncovalent,RUN249
Cc1ccc(c(c1)S(=O)(=O)N2CCN(CC2)C(=O)CCl)C,x1491,x1491,Mpro-x1491,PCM-0102353,OK: No comment:No comment,success,2.27,7 - Analysed & Rejected,None,-8.226967,x0830,,active-covalent,RUN250
Cc1ccc(c(c1)S(=O)(=O)N2CCN(CC2)C(=O)CCl)C,x0701,x0701,Mpro-x0701,PCM-0102353,OK: Clear:Normal,success,2.03,7 - Analysed & Rejected,None,-8.226967,x0830,,active-covalent,RUN251
CN(C[C@@H]1CCOC1)c2c(cncn2)Cl,x1166,x1166,Mpro-x1166,Z1787627869,OK: No comment:No comment,success,1.66,7 - Analysed & Rejected,None,-8.226234,x1093,,active-noncovalent,RUN252
c1cc(cc(c1)N2CCCC2=O)NC(=O)CCl,x0753,x0753,Mpro-x0753,PCM-0102179,OK: Clear:Normal,success,2.17,7 - Analysed & Rejected,None,-8.221556,x0749,,active-covalent,RUN253
c1ccc(c(c1)C[NH+]2CCOCC2)O,x0624,x0624,Mpro-x0624,Z2856434887,Mounted_Clear,success,2.24,7 - Analysed & Rejected,None,-8.217443,x0678,,active-noncovalent,RUN254
C[C@@H](C[NH2+]Cc1c(cccc1Cl)Cl)O,x0590,x0590,Mpro-x0590,Z2856434909,OK: No comment:No comment,success,2.71,7 - Analysed & Rejected,None,-8.209663,x0678,,active-noncovalent,RUN255
C[C@@H](C[NH2+]Cc1c(cccc1Cl)Cl)O,x1199,x1199,Mpro-x1199,Z2856434909,OK: No comment:No comment,success,1.96,7 - Analysed & Rejected,None,-8.209663,x0678,,active-noncovalent,RUN256
COC[C@@H]1C[N@](CCO1)c2ccccn2,x1144,x1144,Mpro-x1144,Z1272480091,OK: No comment:No comment,success,1.72,7 - Analysed & Rejected,None,-8.203186,x0195,,active-noncovalent,RUN257
COc1ccc(cc1)[C@H](C(=O)[O-])[NH3+],x1218,x1218,Mpro-x1218,Z56755722,OK: No comment:No comment,success,2.67,7 - Analysed & Rejected,None,-8.202593,x0830,,active-covalent,RUN258
C[C@@]1(C(=O)NC(=O)N1)CCc2ccc(cc2)OC,x1203,x1203,Mpro-x1203,Z56772132,OK: Precipitated:No comment,success,2.32,7 - Analysed & Rejected,None,-8.199460,x0104,,active-noncovalent,RUN259
Cc1cc(nc(n1)Nc2ccccc2)C,x0510,x0510,Mpro-x0510,Z285675722,OK: No comment:No comment,success,2.03,7 - Analysed & Rejected,None,-8.198807,x1093,,active-noncovalent,RUN260
CCN(CC)c1cccc(c1)O,x1052,x1052,Mpro-x1052,Z2856434814,OK: Precipitated:Normal,success,1.97,7 - Analysed & Rejected,None,-8.195868,x0195,,active-noncovalent,RUN261
Cn1c(=O)n(c(=O)s1)Cc2ccccc2,x1302,x1302,Mpro-x1302,T8325-5MG TDZD-8,OK: No comment:No comment,None,None,,None,-8.193286,x0678,,active-noncovalent,RUN262
Cn1c(=O)n(c(=O)s1)Cc2ccccc2,x1299,x1299,Mpro-x1299,T8325-5MG TDZD-8,OK: No comment:No comment,None,None,,None,-8.193286,x0678,,active-noncovalent,RUN263
Cn1c(=O)n(c(=O)s1)Cc2ccccc2,x1296,x1296,Mpro-x1296,T8325-5MG TDZD-8,OK: No comment:No comment,None,None,,None,-8.193286,x0678,,active-noncovalent,RUN264
Cc1ccc(c2c1NCCC2)NC(=O)C,x0089,x0089,Mpro-x0089,Z1650168321,OK: No comment:No comment,success,1.67,7 - Analysed & Rejected,None,-8.175303,x0195,,active-noncovalent,RUN265
CC(C)Nc1[nH]c2ccccc2n1,x0168,x0168,Mpro-x0168,Z2467208649,OK: Precipitated:Normal,success,2.94,7 - Analysed & Rejected,None,-8.171877,x0678,,active-noncovalent,RUN266
CCOc1ccc(cc1)[C@@H](C)[NH3+],x1130,x1130,Mpro-x1130,Z210803634,OK: No comment:No comment,success,1.76,7 - Analysed & Rejected,None,-8.169896,x0195,,active-noncovalent,RUN267
c1ccc(c(c1)F)S(=O)(=O)N2CCN(CC2)C(=O)CCl,x0695,x0695,Mpro-x0695,PCM-0102281,OK: Clear:Normal,success,1.89,7 - Analysed & Rejected,None,-8.157534,x0749,,active-covalent,RUN268
c1cc(ccc1NC(=O)CC#N)Cl,x0585,x0585,Mpro-x0585,Z56837087,OK: Precipitated:Cracked,success,1.94,7 - Analysed & Rejected,None,-8.147179,x0749,,active-covalent,RUN269
c1cc(ncc1F)NC2CCOCC2,x0631,x0631,Mpro-x0631,Z1172243962,Mounted_Clear,success,1.99,7 - Analysed & Rejected,None,-8.139266,x0434,,active-noncovalent,RUN270
Cc1ccc(cc1)c2cc(nn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F,x2672,x2672,Mpro-x2672,Z1258938406,OK: No comment:No comment,success,1.84,7 - Analysed & Rejected,None,-8.128628,x0161,,active-noncovalent,RUN271
CC(=O)NCCC(=O)c1cc(ccc1NC=O)OC,x2420,x2420,Mpro-x2420,AFMK,OK: Clear:Normal,None,None,,None,-8.123390,x0104,,active-noncovalent,RUN272
CC(=O)NCCC(=O)c1cc(ccc1NC=O)OC,x2465,x2465,Mpro-x2465,AFMK,OK: Clear:Normal,None,None,,None,-8.123390,x0104,,active-noncovalent,RUN273
CC(=O)NCCC(=O)c1cc(ccc1NC=O)OC,x2421,x2421,Mpro-x2421,AFMK,OK: Clear:Normal,success,3.27,7 - Analysed & Rejected,None,-8.123390,x0104,,active-noncovalent,RUN274
CC(=O)NCCC(=O)c1cc(ccc1NC=O)OC,x2410,x2410,Mpro-x2410,AFMK,OK: Bad Dispense:Normal,Failed - low resolution,3.92,,None,-8.123390,x0104,,active-noncovalent,RUN275
CC(=O)NCCC(=O)c1cc(ccc1NC=O)OC,x2404,x2404,Mpro-x2404,AFMK,OK: Clear:Normal,None,None,,None,-8.123390,x0104,,active-noncovalent,RUN276
CC(=O)NCCC(=O)c1cc(ccc1NC=O)OC,x2415,x2415,Mpro-x2415,AFMK,OK: Clear:Normal,None,None,,None,-8.123390,x0104,,active-noncovalent,RUN277
CC(=O)NCCC(=O)c1cc(ccc1NC=O)OC,x2423,x2423,Mpro-x2423,AFMK,OK: Clear:Cracked,None,None,,None,-8.123390,x0104,,active-noncovalent,RUN278
CC(=O)NCCC(=O)c1cc(ccc1NC=O)OC,x2411,x2411,Mpro-x2411,AFMK,OK: Clear:Normal,Failed - low resolution,3.81,,None,-8.123390,x0104,,active-noncovalent,RUN279
CC(=O)NCCC(=O)c1cc(ccc1NC=O)OC,x2409,x2409,Mpro-x2409,AFMK,OK: Clear:Normal,Failed - low resolution,6.2,,None,-8.123390,x0104,,active-noncovalent,RUN280
CC(=O)NCCC(=O)c1cc(ccc1NC=O)OC,x2418,x2418,Mpro-x2418,AFMK,OK: Clear:Normal,None,None,,None,-8.123390,x0104,,active-noncovalent,RUN281
CC(=O)NCCC(=O)c1cc(ccc1NC=O)OC,x2425,x2425,Mpro-x2425,AFMK,OK: Clear:Cracked,None,None,,None,-8.123390,x0104,,active-noncovalent,RUN282
CC(=O)NCCC(=O)c1cc(ccc1NC=O)OC,x2416,x2416,Mpro-x2416,AFMK,OK: Clear:Normal,Failed - low resolution,6.23,,None,-8.123390,x0104,,active-noncovalent,RUN283
CC(=O)NCCC(=O)c1cc(ccc1NC=O)OC,x2419,x2419,Mpro-x2419,AFMK,OK: Clear:Normal,Failed - low resolution,6.74,,None,-8.123390,x0104,,active-noncovalent,RUN284
CC(=O)NCCC(=O)c1cc(ccc1NC=O)OC,x2412,x2412,Mpro-x2412,AFMK,OK: Clear:Normal,success,2.14,7 - Analysed & Rejected,None,-8.123390,x0104,,active-noncovalent,RUN285
CC(=O)NCCC(=O)c1cc(ccc1NC=O)OC,x2407,x2407,Mpro-x2407,AFMK,OK: Bad Dispense:Cracked,Failed - low resolution,6.78,,None,-8.123390,x0104,,active-noncovalent,RUN286
CC(=O)NCCC(=O)c1cc(ccc1NC=O)OC,x2405,x2405,Mpro-x2405,AFMK,OK: Clear:Normal,Failed - low resolution,4.99,,None,-8.123390,x0104,,active-noncovalent,RUN287
CC(=O)NCCC(=O)c1cc(ccc1NC=O)OC,x2424,x2424,Mpro-x2424,AFMK,OK: Clear:Cracked,Failed - low resolution,6.86,,None,-8.123390,x0104,,active-noncovalent,RUN288
Cc1ccc(cc1)CNC(=O)COC,x0523,x0523,Mpro-x0523,Z33297786,OK: No comment:No comment,success,1.53,7 - Analysed & Rejected,None,-8.117338,x0104,,active-noncovalent,RUN289
CC(=O)N1CCC[C@H]1C(=O)NCC#CBr,x0976,x0976,Mpro-x0976,NCL-00024977,OK: No comment:No comment,success,1.98,7 - Analysed & Rejected,None,-8.115957,x0195,,active-noncovalent,RUN290
c1cc(sc1)S(=O)(=O)N2CCN(CC2)C(=O)CCl,x0689,x0689,Mpro-x0689,PCM-0102241,OK: Clear:Normal,success,1.72,6 - Deposited,5REJ,-8.104933,x0749,,active-covalent,RUN291
c1cc(sc1)S(=O)(=O)N2CCN(CC2)C(=O)CCl,x0763,x0763,Mpro-x0763,PCM-0102241,OK: Clear:Normal,success,1.93,7 - Analysed & Rejected,None,-8.104933,x0749,,active-covalent,RUN292
c1ccc(c(c1)C(=O)CC[NH3+])N,x2746,x2746,Mpro-x2746,kynuramine dihydrobromide,OK: Clear:No comment,success,2.1,7 - Analysed & Rejected,None,-8.091883,x0195,,active-noncovalent,RUN293
c1ccc(c(c1)C(=O)CC[NH3+])N,x2752,x2752,Mpro-x2752,kynuramine dihydrobromide,OK: Clear:No comment,success,1.79,7 - Analysed & Rejected,None,-8.091883,x0195,,active-noncovalent,RUN294
C=CC(=O)N1CCC(CC1)c2nc(cs2)C(F)(F)F,x2741,x2741,Mpro-x2741,PCM-0102525-001,OK: Clear:No comment,success,1.75,7 - Analysed & Rejected,None,-8.087995,x0749,,active-covalent,RUN295
c1cc2c(cc1O)c(c[nH]2)CC[NH3+],x2358,x2358,Mpro-x2358,serotonin hydrochloride,OK: Clear:Jelly,None,None,,None,-8.063527,x0678,,active-noncovalent,RUN296
c1cc2c(cc1O)c(c[nH]2)CC[NH3+],x2364,x2364,Mpro-x2364,serotonin hydrochloride,OK: Clear:Normal,Failed - low resolution,3.75,,None,-8.063527,x0678,,active-noncovalent,RUN297
c1cc2c(cc1O)c(c[nH]2)CC[NH3+],x2464,x2464,Mpro-x2464,serotonin hydrochloride,OK: Clear:Normal,success,2.18,7 - Analysed & Rejected,None,-8.063527,x0678,,active-noncovalent,RUN298
CCc1nnnn1c2ccccc2NC(=O)C3(CC3)c4cc(cnc4)Br,x2818,x2818,Mpro-x2818,BAR-COM-4e0-16,OK: Clear:No comment,success,2.57,7 - Analysed & Rejected,None,-8.060421,x0830,,active-covalent,RUN299
C1CS(=O)(=O)C[C@@H]1N2CCN(CC2)C(=O)CCl,x0726,x0726,Mpro-x0726,PCM-0102405,OK: Clear:Normal,success,1.85,7 - Analysed & Rejected,None,-8.041692,x0749,,active-covalent,RUN300
COC(=O)[C@@H]1C[C@H](CN1C(=O)c2ccco2)O,x0436,x0436,Mpro-x0436,Z1614545742,OK: No comment:No comment,success,3.22,7 - Analysed & Rejected,None,-8.037658,x0195,,active-noncovalent,RUN301
CC(C)(c1ccccc1)C(=O)N,x1267,x1267,Mpro-x1267,Z270979606,OK: No comment:No comment,success,1.55,7 - Analysed & Rejected,None,-8.031240,x0678,,active-noncovalent,RUN302
Cc1cccc(c1C)NC(=O)C[NH+]2CCOCC2,x0419,x0419,Mpro-x0419,Z2856434834,OK: No comment:No comment,success,2.27,7 - Analysed & Rejected,None,-8.025280,x0749,,active-covalent,RUN303
Cc1nc(cs1)C[N@]2C[C@H](C[C@H]2C[NH3+])F,x1248,x1248,Mpro-x1248,Z2444997446,OK: No comment:No comment,success,2.1,7 - Analysed & Rejected,None,-8.023185,x1418,,active-covalent,RUN304
CCc1cccc(c1NC(=O)[C@@H](c2cccnc2)N(c3cc([nH]n3)C(C)(C)C)C(=O)C=C)C,x2705,x2705,Mpro-x2705,Z4439011584,OK: No comment:No comment,success,1.71,6 - Deposited,5RH7,-8.018552,x0831,,active-covalent,RUN305
C1C[C@H](CN(C1)C(=O)CCC(F)(F)F)[NH3+],x1181,x1181,Mpro-x1181,Z1818332938,OK: No comment:No comment,success,2.92,7 - Analysed & Rejected,None,-8.015240,x0195,,active-noncovalent,RUN306
CC(=O)N1CC[C@H](c2ccc(cc2C1)F)NC(=O)C=C,x2773,x2773,Mpro-x2773,PCM-0102635-001,OK: Clear:No comment,None,None,,None,-8.010679,x1392,,active-covalent,RUN307
CC(=O)N1CC[C@H](c2ccc(cc2C1)F)NC(=O)C=C,x2760,x2760,Mpro-x2760,PCM-0102635-001,OK: Clear:No comment,None,None,,None,-8.010679,x1392,,active-covalent,RUN308
c1cc(sc1S(=O)(=O)N2CCN(CC2)C(=O)CCl)Cl,x0732,x0732,Mpro-x0732,PCM-0102121,OK: Clear:Normal,success,1.63,7 - Analysed & Rejected,None,-8.008788,x1392,,active-covalent,RUN309
c1cc(sc1S(=O)(=O)N2CCN(CC2)C(=O)CCl)Cl,x1480,x1480,Mpro-x1480,PCM-0102121,OK: No comment:No comment,success,1.9,7 - Analysed & Rejected,None,-8.008788,x1392,,active-covalent,RUN310
Cc1nc(cs1)CC(=O)N2CCOCC2,x0580,x0580,Mpro-x0580,Z31720228,OK: No comment:No comment,success,2.39,7 - Analysed & Rejected,None,-8.000721,x0749,,active-covalent,RUN311
c1cc(cc(c1)NC(=O)CCl)C(=O)N2CCSCC2,x1495,x1495,Mpro-x1495,PCM-0103072,OK: No comment:No comment,success,2.21,7 - Analysed & Rejected,None,-7.999418,x0831,,active-covalent,RUN312
c1cc(cc(c1)NC(=O)CCl)C(=O)N2CCSCC2,x0712,x0712,Mpro-x0712,PCM-0103072,OK: Clear:Normal,success,1.81,7 - Analysed & Rejected,None,-7.999418,x0831,,active-covalent,RUN313
c1cc(ccc1S(=O)(=O)N2CCN(CC2)C(=O)CCl)Cl,x0718,x0718,Mpro-x0718,PCM-0102704,OK: Clear:Normal,success,2.02,7 - Analysed & Rejected,None,-7.990904,x0831,,active-covalent,RUN314
c1cc(ccc1S(=O)(=O)N2CCN(CC2)C(=O)CCl)Cl,x1424,x1424,Mpro-x1424,PCM-0102704,OK: No comment:No comment,success,1.71,7 - Analysed & Rejected,None,-7.990904,x0831,,active-covalent,RUN315
c1cc(c(c(c1)F)C(=O)N2CCCC2)F,x0496,x0496,Mpro-x0496,Z54226006,OK: No comment:No comment,success,1.89,7 - Analysed & Rejected,None,-7.983286,x0678,,active-noncovalent,RUN316
c1cc(cc(c1)NC(=O)Nc2cccnc2)C#N,x2652,x2652,Mpro-x2652,Z195739680,OK: Precipitated:No comment,success,1.86,7 - Analysed & Rejected,None,-7.983136,x0749,,active-covalent,RUN317
c1cc(cc(c1)NC(=O)C2CCN(CC2)C(=O)CCl)c3ccn[nH]3,x2747,x2747,Mpro-x2747,PG-COV-24,OK: Clear:No comment,success,1.8,7 - Analysed & Rejected,None,-7.958611,x0749,,active-covalent,RUN318
c1cc(cc(c1)NC(=O)C2CCN(CC2)C(=O)CCl)c3ccn[nH]3,x2036,x2036,Mpro-x2036,PG-COV-24,OK: No comment:No comment,success,1.52,7 - Analysed & Rejected,None,-7.958611,x0749,,active-covalent,RUN319
COc1ccc(cc1)C(=O)NCC(=O)N,x1217,x1217,Mpro-x1217,Z33546965,OK: No comment:No comment,success,1.67,7 - Analysed & Rejected,None,-7.953971,x0678,,active-noncovalent,RUN320
CC(C)(C)NC(=O)N1CCC(CC1)C(=O)OC,x0457,x0457,Mpro-x0457,Z44567722,OK: No comment:No comment,success,1.91,7 - Analysed & Rejected,None,-7.945666,x0749,,active-covalent,RUN321
CC(=O)N1CC[NH+](CC1)CC(=O)Nc2cccc(c2)S(=O)(=O)N,x2678,x2678,Mpro-x2678,Z102844650,OK: No comment:No comment,success,1.92,7 - Analysed & Rejected,None,-7.938325,x0104,,active-noncovalent,RUN322
c1c[nH+]ccc1NC[C@@H]2CCCO2,x1185,x1185,Mpro-x1185,Z1267882044,OK: No comment:No comment,success,1.99,7 - Analysed & Rejected,None,-7.936506,x0749,,active-covalent,RUN323
CC(=O)N[C@@H](CCC(=O)N)C(=O)NCC#CBr,x0979,x0979,Mpro-x0979,NCL-00025065,OK: No comment:No comment,success,2.01,7 - Analysed & Rejected,None,-7.919563,x0830,,active-covalent,RUN324
c1ccc(c(c1)NC(=O)C2CCN(CC2)C(=O)CCl)O,x1358,x1358,Mpro-x1358,PCM-0102389,OK: No comment:No comment,success,1.64,6 - Deposited,5RFL,-7.899599,x0749,,active-covalent,RUN325
c1ccc(c(c1)NC(=O)C2CCN(CC2)C(=O)CCl)O,x0737,x0737,Mpro-x0737,PCM-0102389,OK: Clear:Normal,success,1.7,7 - Analysed & Rejected,None,-7.899599,x0749,,active-covalent,RUN326
c1cc(cc(c1)F)C[N@@]2CCCS2(=O)=O,x0672,x0672,Mpro-x0672,Z729352906,Mounted_Clear,success,1.91,7 - Analysed & Rejected,None,-7.894145,x0749,,active-covalent,RUN327
CCc1ccc(cc1)OCC(=O)N2CCCCC2,x0455,x0455,Mpro-x0455,Z18839017,OK: No comment:No comment,success,1.76,7 - Analysed & Rejected,None,-7.894075,x0749,,active-covalent,RUN328
CCc1ccc(cc1)OCC(=O)N2CCCCC2,x1270,x1270,Mpro-x1270,Z18839017,OK: No comment:No comment,success,3,7 - Analysed & Rejected,None,-7.894075,x0749,,active-covalent,RUN329
c1cc2c(c[nH]c2nc1)CC(=O)NCc3ccc(cn3)C#N,x2675,x2675,Mpro-x2675,Z1767447079,OK: No comment:No comment,success,1.78,7 - Analysed & Rejected,None,-7.890812,x0749,,active-covalent,RUN330
c1cc2c(c[nH]c2nc1)CC(=O)NCc3ccc(cn3)C#N,x2507,x2507,Mpro-x2507,Z1767447079,OK: Clear:Normal,success,1.91,7 - Analysed & Rejected,None,-7.890812,x0749,,active-covalent,RUN331
Cc1cc(=O)n([nH]1)c2ccccc2,x0297,x0297,Mpro-x0297,Z50145861,OK: No comment:No comment,success,1.98,7 - Analysed & Rejected,None,-7.889587,x0195,,active-noncovalent,RUN332
CCNC(=O)C[N@@H+]1C[C@@H](OC[C@H]1C)C,x0668,x0668,Mpro-x0668,Z355728146,Mounted_Clear,success,1.73,7 - Analysed & Rejected,None,-7.863604,x0104,,active-noncovalent,RUN333
CC(C)N(C)C(=O)C1CCN(CC1)C(=O)CCl,x2665,x2665,Mpro-x2665,Z561717446,OK: No comment:No comment,success,1.76,3 - In Refinement,None,-7.862561,x0749,,active-covalent,RUN334
CC(C)N(C)C(=O)C1CCN(CC1)C(=O)CCl,x0739,x0739,Mpro-x0739,PCM-0102974,OK: Clear:Normal,success,2.98,7 - Analysed & Rejected,None,-7.862561,x0749,,active-covalent,RUN335
Cc1ccc(c(c1)NC(=O)C[NH3+])OC,x0044,x0044,Mpro-x0044,Z235341991,OK: No comment:No comment,success,1.78,7 - Analysed & Rejected,None,-7.838633,x0195,,active-noncovalent,RUN336
Cc1ccc(cc1)S(=O)(=O)N2CCN(CC2)C(=O)CCl,x0731,x0731,Mpro-x0731,PCM-0102759,OK: Clear:Normal,success,1.83,6 - Deposited,5RGN,-7.833354,x0749,,active-covalent,RUN337
CN(C)C(=O)OCCn1ccnc1,x1264,x1264,Mpro-x1264,Z1722836661,OK: No comment:No comment,success,1.49,7 - Analysed & Rejected,None,-7.830452,x0195,,active-noncovalent,RUN338
CN(C)C(=O)OCCn1ccnc1,x0605,x0605,Mpro-x0605,Z1722836661,OK: No comment:No comment,Failed - low resolution,3.91,,None,-7.830452,x0195,,active-noncovalent,RUN339
C[C@H]1CN(c2cccc(c2O1)F)C(=O)C,x1154,x1154,Mpro-x1154,Z1730522163,OK: No comment:No comment,success,1.74,7 - Analysed & Rejected,None,-7.827809,x0195,,active-noncovalent,RUN340
C[C@H]1CN(c2cccc(c2O1)F)C(=O)C,x0335,x0335,Mpro-x0335,Z1730522163,OK: No comment:No comment,success,1.82,7 - Analysed & Rejected,None,-7.827809,x0195,,active-noncovalent,RUN341
CC[C@H](CO)NC(=O)Nc1ccc(cc1)Cl,x1152,x1152,Mpro-x1152,Z1593306637,OK: No comment:No comment,success,1.72,7 - Analysed & Rejected,None,-7.825851,x0678,,active-noncovalent,RUN342
c1ccc(cc1)C(c2ccccc2)OC(=O)[C@]3(CCC(=O)O3)n4c(=O)c5ccccc5s4,x2062,x2062,Mpro-x2062,tfs0350,OK: Precipitated:No comment,success,2.92,7 - Analysed & Rejected,None,-7.819194,x0874,,active-noncovalent,RUN343
CC(=O)N1CCCC2(C1)CCCCCC2,x0035,x0035,Mpro-x0035,Z1275599911,OK: No comment:No comment,success,1.79,7 - Analysed & Rejected,None,-7.816387,x1093,,active-noncovalent,RUN344
Cc1ccsc1C[NH2+]C(C)(C)CO,x0524,x0524,Mpro-x0524,Z2856434821,OK: No comment:Cracked,success,3.36,7 - Analysed & Rejected,None,-7.816010,x0946,,active-noncovalent,RUN345
Cc1cc(c(c(c1)C)NC(=O)COC)C,x1281,x1281,Mpro-x1281,Z57260516,OK: No comment:No comment,success,2.6,7 - Analysed & Rejected,None,-7.810631,x0195,,active-noncovalent,RUN346
C[NH+]1CCC(CC1)C(=O)N[C@@H]2CCCC[C@H]2NC(=O)c3ccccc3,x2823,x2823,Mpro-x2823,GIA-UNK-d2d-4,OK: Clear:No comment,success,2.26,7 - Analysed & Rejected,None,-7.797143,x0874,,active-noncovalent,RUN347
CC(C)c1ccc(cc1)C(=O)Nc2ccccn2,x1252,x1252,Mpro-x1252,Z85525355,OK: No comment:No comment,success,1.43,7 - Analysed & Rejected,None,-7.792404,x0678,,active-noncovalent,RUN348
c1ccc(cc1)NC(=O)CC(=O)Nc2ccncc2,x2833,x2833,Mpro-x2833,Z4444622142,OK: Clear:No comment,success,1.99,7 - Analysed & Rejected,None,-7.789352,x0107,,active-noncovalent,RUN349
C[C@@H](CO)N(C)c1c(cccn1)F,x1275,x1275,Mpro-x1275,Z2017168803,OK: No comment:No comment,success,3.38,7 - Analysed & Rejected,None,-7.785793,x1382,,active-covalent,RUN350
c1cc(sc1)C(=O)Nc2ccc(cc2)C#N,x0487,x0487,Mpro-x0487,Z30612387,OK: No comment:No comment,success,1.5,7 - Analysed & Rejected,None,-7.781003,x0749,,active-covalent,RUN351
CC(=O)NCC[NH+]1CCCCCC1,x0468,x0468,Mpro-x0468,Z169226638,OK: No comment:Cracked,success,2.04,7 - Analysed & Rejected,None,-7.776066,x0104,,active-noncovalent,RUN352
c1cc(ccc1C(=O)N2CCSCC2)Cl,x0545,x0545,Mpro-x0545,Z437584380,OK: Precipitated:No comment,success,2.93,7 - Analysed & Rejected,None,-7.772902,x0749,,active-covalent,RUN353
CCOC(=O)Nc1cccc(c1)Cl,x1105,x1105,Mpro-x1105,Z31697001,OK: Phase Separation:No comment,success,1.69,7 - Analysed & Rejected,None,-7.756975,x0195,,active-noncovalent,RUN354
CC(=O)Nc1ccc(cc1)c2csc(n2)N,x0054,x0054,Mpro-x0054,Z48847594,OK: No comment:No comment,success,1.68,7 - Analysed & Rejected,None,-7.753472,x0749,,active-covalent,RUN355
Cc1cc(no1)NC(=O)CSc2ccccc2,x0447,x0447,Mpro-x0447,Z19750454,OK: No comment:No comment,success,1.76,7 - Analysed & Rejected,None,-7.745981,x0831,,active-covalent,RUN356
CN(C)C(=O)C1(CC1)C(=O)[O-],x0269,x0269,Mpro-x0269,Z1874937335,OK: No comment:No comment,success,2.12,7 - Analysed & Rejected,None,-7.745976,x0397,,active-noncovalent,RUN357
Cc1ccc(cc1NC(=O)C2CCN(CC2)C(=O)CCl)c3nc([nH]n3)C,x2721,x2721,Mpro-x2721,PG-COV-26,OK: Clear:No comment,success,1.81,7 - Analysed & Rejected,None,-7.730350,x0749,,active-covalent,RUN358
C[C@@H](c1cccc2c1cccc2)NC(=O)CCl,x0746,x0746,Mpro-x0746,PCM-0102275,OK: Clear:Normal,success,1.83,7 - Analysed & Rejected,None,-7.728835,x1382,,active-covalent,RUN359
c1cc2c(cc1/C=C/C=C/C(=O)N3CCCCC3)OCO2,x2661,x2661,Mpro-x2661,Z104476830,OK: No comment:No comment,success,1.89,7 - Analysed & Rejected,None,-7.724535,x0946,,active-noncovalent,RUN360
Cc1ccccc1C(=O)NC2CCN(CC2)C(=O)CCl,x0713,x0713,Mpro-x0713,PCM-0103013,OK: Clear:Normal,success,1.99,7 - Analysed & Rejected,None,-7.706929,x0749,,active-covalent,RUN361
Cc1nc(no1)c2ccccc2,x1231,x1231,Mpro-x1231,Z57791725,OK: No comment:No comment,success,3.41,7 - Analysed & Rejected,None,-7.706484,x0195,,active-noncovalent,RUN362
c1cc(cnc1)NC(=O)C2CCN(CC2)C(=O)CCl,x2757,x2757,Mpro-x2757,PG-COV-43,OK: Clear:No comment,success,2.24,7 - Analysed & Rejected,None,-7.704693,x0830,,active-covalent,RUN363
c1cc(cnc1)NC(=O)C2CCN(CC2)C(=O)CCl,x2723,x2723,Mpro-x2723,PG-COV-43,OK: Clear:No comment,success,2.09,7 - Analysed & Rejected,None,-7.704693,x0830,,active-covalent,RUN364
C[NH+]1CCN(CC1)C(=O)[C@H]2CCC[NH2+]2,x1278,x1278,Mpro-x1278,Z241832786,OK: No comment:No comment,success,2.01,7 - Analysed & Rejected,None,-7.697544,x0195,,active-noncovalent,RUN365
COC(=O)CNC(=O)C1CCCCC1,x0446,x0446,Mpro-x0446,Z18618496,OK: No comment:No comment,success,2.14,7 - Analysed & Rejected,None,-7.687178,x0195,,active-noncovalent,RUN366
Cc1cccc(c1F)S(=O)(=O)NC,x1241,x1241,Mpro-x1241,Z1639162606,OK: No comment:No comment,success,2.46,7 - Analysed & Rejected,None,-7.684748,x0195,,active-noncovalent,RUN367
Cc1ccccc1CC(=O)N,x0150,x0150,Mpro-x0150,Z52214433,OK: Crystalline:Normal,success,1.61,7 - Analysed & Rejected,None,-7.681866,x1382,,active-covalent,RUN368
CC(=O)N1[C@@H]2CC[C@H]1c3cccnc3C2,x0846,x0846,Mpro-x0846,POB0103,OK: Clear:Normal,success,2.08,7 - Analysed & Rejected,None,-7.677588,x0397,,active-noncovalent,RUN369
CS(=O)(=O)Nc1cccc(c1)C(=O)Nc2cccc(c2)N3CCCC3=O,x2657,x2657,Mpro-x2657,Z102622686,OK: No comment:No comment,success,1.86,7 - Analysed & Rejected,None,-7.669181,x1077,,active-noncovalent,RUN370
CS(=O)(=O)Nc1cccc(c1)C(=O)Nc2cccc(c2)N3CCCC3=O,x2489,x2489,Mpro-x2489,Z102622686,OK: Crystalline:Normal,success,1.67,7 - Analysed & Rejected,None,-7.669181,x1077,,active-noncovalent,RUN371
Cc1csc(n1)NC(=O)C2CCOCC2,x0418,x0418,Mpro-x0418,Z73240835,OK: No comment:No comment,success,2.03,7 - Analysed & Rejected,None,-7.657047,x0749,,active-covalent,RUN372
