compound_name,compound_structure,measurement,qualifier,reassigned_structure 
MAT-POS-f9802937-8,c1ccc2c(c1)cncc2NC(=O)[C@@H]3CCNc4c3cc(c(c4)Cl)Cl,7.3,=,
MAT-POS-f9802937-7,COc1ccc2cncc(c2c1)NC(=O)C3CCOc4c3cc(cc4)Cl,6.6,=,
MAT-POS-f9802937-6,CNC(=O)C[C@@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,4.3,=,YES
MAT-POS-f9802937-5,CNC(=O)C[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,5.7,=,YES
MAT-POS-f9802937-4,CN(C)C(=O)C[C@@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,4.7,=,YES
MAT-POS-f9802937-3,CN(C)C(=O)C[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,5.9,=,YES
MAT-POS-f9802937-2,CN1c2ccc(cc2C(CC1=O)(C(=O)Nc3cncc4c3cccc4)O)Cl,4.7,=,
ALP-POS-2da19ca7-2,c1ccc2c(c1)cncc2NC(=O)[C@]3(CCOc4c3cc(cc4)Cl)CC(=O)N5CCN(CC5)C6CCOC6,4.3,=,YES
EDG-MED-5d232de5-8,c1ccc2c(c1)cncc2N3CC[C@H](C3=O)c4cccc(c4)Cl,4.4,=,
EDG-MED-5d232de5-7,c1ccc2c(c1)cncc2N3CC[C@@H](C3=O)c4cccc(c4)Cl,5.5,=,
EDG-MED-5d232de5-6,CN1CC[C@@H](c2c1ccc(c2)Cl)C(=O)Nc3cncc4c3cccc4,4.3,=,YES
EDG-MED-5d232de5-5,CN1CC[C@H](c2c1ccc(c2)Cl)C(=O)Nc3cncc4c3cccc4,6.6,=,YES
EDG-MED-5d232de5-4,CC(=O)N1CC[C@H](c2c1ccc(c2)Cl)C(=O)Nc3cncc4c3cccc4,6.4,=,YES
EDG-MED-5d232de5-3,CC(=O)N1CC[C@@H](c2c1ccc(c2)Cl)C(=O)Nc3cncc4c3cccc4,4.8,=,YES
EDG-MED-5d232de5-2,c1cc2cncc(c2cc1F)NC(=O)[C@H]3CCOc4c3cc(cc4)Cl,4,=,
EDG-MED-5d232de5-1,c1cc2cncc(c2cc1F)NC(=O)[C@@H]3CCOc4c3cc(cc4)Cl,6.5,=,
VLA-UNK-cf7facf1-1,c1ccc2c(c1)cncc2N3C(=O)[C@@]4(CCOc5c4cc(cc5)Cl)NC3=O,6.2,=,YES
EDJ-MED-9e38fd34-1,CC1(c2cc(ccc2NC1=O)Cl)C(=O)Nc3cncc4c3cccc4,6.2,=,
EDJ-MED-d08626de-5,COC1(CCOc2c1cc(c(c2)Cl)Cl)C(=O)Nc3cncc4c3cccc4,6.3,=,
EDJ-MED-d08626de-4,CO[C@@]1(CCOc2c1cc(c(c2)Cl)Cl)C(=O)Nc3cncc4c3cccc4,4.2,=,YES
EDJ-MED-d08626de-3,CO[C@]1(CCOc2c1cc(c(c2)Cl)Cl)C(=O)Nc3cncc4c3cccc4,6.5,=,YES
EDJ-MED-d08626de-1,CO[C@@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,4.4,=,
VLA-UNK-82501c2c-2,c1cc(c(cc1CC(=O)Nc2cncc3c2cncc3)Cl)Cl,5.7,=,
VLA-UNK-82501c2c-1,c1cc(c(cc1CC(=O)Nc2cncc3c2ccnc3)Cl)Cl,5.7,=,
EDJ-MED-2f867453-1,CC1(CNc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,5.8,=,
MAT-POS-e69ad64a-2,C=CC(=O)N(c1cncc2c1cccc2)C(=O)C3COc4c3cc(cc4)Cl,7.4,=,
EDG-MED-0e5afe9d-3,COC1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,6.7,=,
EDG-MED-0e5afe9d-2,c1cc2c(cc1Cl)C(CCO2)C(=O)Nc3cncc4c3[nH]c(=O)[nH]4,4.2,=,
EDG-MED-0e5afe9d-1,Cn1c2c(cncc2NC(=O)C3CCOc4c3cc(cc4)Cl)[nH]c1=O,4.7,=,
ALP-POS-e0fe77e5-13,c1ccc2c(c1)cncc2N3CCCC4(C3=O)CCNc5c4cc(cc5)Cl,5.9,=,
KAD-UNI-80f122c8-3,c1ccc2c(c1)cncc2NC(=O)C3(CCOc4c3cc(cc4)Cl)CC(=O)N5CCC6CS(=O)(=O)CC6C5,5.8,=,
KAD-UNI-80f122c8-2,CC(=O)N1CC2CC1CN2C(=O)CC3(CCOc4c3cc(cc4)Cl)C(=O)Nc5cncc6c5cccc6,5.4,=,
KAD-UNI-80f122c8-1,c1ccc2c(c1)cncc2NC(=O)C3(CCOc4c3cc(cc4)Cl)CC(=O)NCC56CC(C5)(CO6)C(=O)N,5,=,
MAT-POS-1f3f1a6f-5,c1ccc2c(c1)cncc2N3C(=O)C(NC3=O)c4ccc(c(c4)Cl)Cl,5.1,=,
MAT-POS-1f3f1a6f-4,c1ccc2c(c1)cncc2NC(=O)C(c3ccc(c(c3)Cl)Cl)NCC4CC4,5.8,=,
MAT-POS-1f3f1a6f-3,CC(=O)NC(c1ccc(c(c1)Cl)Cl)C(=O)Nc2cncc3c2cccc3,5.4,=,
MAT-POS-1f3f1a6f-2,CN(C)C(c1ccc(c(c1)Cl)Cl)C(=O)Nc2cncc3c2cccc3,5.4,=,
MAT-POS-1f3f1a6f-1,c1ccc2c(c1)cncc2NC(=O)C(c3ccc(c(c3)Cl)Cl)N,5.5,=,
MAT-POS-e9e99895-13,CC(c1ccc(c(c1)Cl)Cl)(C(=O)Nc2cncc3c2cccc3)NC(=O)C4CCN(C4)C,5.5,=,
MAT-POS-e9e99895-11,CC(c1ccc(c(c1)Cl)Cl)(C(=O)Nc2cncc3c2cccc3)NC(=O)COC,5.1,=,
MAT-POS-e9e99895-10,CC(c1ccc(c(c1)Cl)Cl)(C(=O)Nc2cncc3c2cccc3)NC(=O)CN,5.5,=,
MAT-POS-e9e99895-9,CC(c1ccc(c(c1)Cl)Cl)(C(=O)Nc2cncc3c2cccc3)NC(=O)COc4ccc(cc4)C(=O)N,4.9,=,
MAT-POS-e9e99895-8,Cc1nc2n(n1)CC(CC2)C(=O)NC(C)(c3ccc(c(c3)Cl)Cl)C(=O)Nc4cncc5c4cccc5,5.3,=,
MAT-POS-e9e99895-7,CC(c1ccc(c(c1)Cl)Cl)(C(=O)Nc2cncc3c2cccc3)NC(=O)Cc4ccc(cc4)n5cnnn5,5.3,=,
MAT-POS-e9e99895-6,CC(c1ccc(c(c1)Cl)Cl)(C(=O)Nc2cncc3c2cccc3)NC(=O)CN4CCN(C4=O)C5CC5,5.1,=,
MAT-POS-e9e99895-5,CC(c1ccc(c(c1)Cl)Cl)(C(=O)Nc2cncc3c2cccc3)NC(=O)c4cc5n(n4)CCO5,5.1,=,
MAT-POS-e9e99895-4,CC(c1ccc(c(c1)Cl)Cl)(C(=O)Nc2cncc3c2cccc3)NC(=O)c4cc(n(n4)C)C#N,5,=,
MAT-POS-e9e99895-3,CC(c1ccc(c(c1)Cl)Cl)(C(=O)Nc2cncc3c2cccc3)NC(=O)C4CCC(=O)NC4,5.4,=,
MAT-POS-e9e99895-2,CC(C)N1CCOC(C1)C(=O)NC(C)(c2ccc(c(c2)Cl)Cl)C(=O)Nc3cncc4c3cccc4,5.2,=,
MAT-POS-de59a476-4,COCCOC(c1ccc(c(c1)Cl)Cl)C(=O)Nc2cncc3c2cccc3,6.1,=,
MAT-POS-de59a476-2,COC(c1ccc(c(c1)Cl)Cl)C(=O)Nc2cncc3c2cccc3,6,=,
LEE-CAM-7ab9b158-3,c1ccc2c(c1)cncc2NC(=O)C3(CCOc4c3cc(cc4)Cl)COCC(=O)Nc5[nH]ccn5,5.7,=,
CHO-MSK-a31cca77-1,c1ccc2c(c1)cncc2NC(=O)C3(CCOc4c3cc(cc4)Cl)CC(=O)Nc5nnco5,4,<,
MAT-POS-c74bc7b3-2,C[C@@]1(CCNc2c1cc(c(c2)Cl)Cl)C(=O)Nc3cncc4c3cccc4,4,=,
MAT-POS-c74bc7b3-1,C[C@]1(CCNc2c1cc(c(c2)Cl)Cl)C(=O)Nc3cncc4c3cccc4,6.3,=,
MAT-POS-090737b9-1,C=CC(=O)N(c1cncc2c1cccc2)C(=O)C3CCOc4c3cc(cc4)Cl,6.7,=,
MAT-POS-fce787c2-11,c1ccc2c(c1)cncc2NC(=O)C(CO)c3ccc(c(c3)Cl)Cl,4.7,=,
MAT-POS-fce787c2-8,c1ccc2c(c1)cncc2NC(=O)C(C#N)c3ccc(c(c3)Cl)Cl,6.1,=,
MAT-POS-fce787c2-6,c1ccc2c(c1)cncc2NC(=O)C(c3ccc(c(c3)Cl)Cl)(F)F,5.8,=,
MAT-POS-fce787c2-5,CNC(c1ccc(c(c1)Cl)Cl)C(=O)Nc2cncc3c2cccc3,5.3,=,
MAT-POS-fce787c2-4,c1ccc2c(c1)cncc2NC(=O)C(c3ccc(c(c3)Cl)Cl)O,5.7,=,
MAT-POS-fce787c2-3,CC(c1ccc(c(c1)Cl)Cl)C(=O)Nc2cncc3c2cccc3,6.1,=,
MAT-POS-fce787c2-2,c1ccc2c(c1)cncc2NC(=O)Cc3cc(cc(c3)Cl)Cl,5.9,=,
MAT-POS-fce787c2-1,CCOc1c(cccc1Cl)CC(=O)Nc2cncc3c2cccc3,5.2,=,
MAT-POS-2bb0cf2b-2,Cn1cnc2c1c(cnc2)NC(=O)C3CCOc4c3cc(cc4)Cl,4.9,=,
MAT-POS-2bb0cf2b-1,c1ccc2c(c1)cncc2NC(=O)[C@]3(CCOc4c3cc(cc4)Cl)CN,4.1,=,
JOH-UNI-23d9e1b1-1,CC(=O)C(=O)N1CCN(CC1)Cc2cccc(c2)Cl,4,<,
JOH-UNI-abfda500-7,c1cc(cc(c1)C(F)(F)F)CC(=O)Nc2cnccc2C(=O)O,4,<,
JOH-UNI-abfda500-4,c1cc(cc(c1)Cl)CC(=O)Nc2cnccc2C(=O)O,4,<,
ALP-POS-1245c3fa-1,c1cc(cc(c1)F)CCNC(=O)C(c2cccnc2)N(c3ccc(cc3)Cl)C(=O)c4c[nH]cn4,4,<,
MAT-POS-5d65ec79-2,CNC(=O)CC1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,5.5,=,
MAT-POS-5d65ec79-1,CN(C)C(=O)CC1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,5.5,=,
RAL-THA-05e671eb-10,c1ccc2c(c1)cncc2NC(=O)C3CCOc4c3cc(c(c4)F)Cl,6.7,=,
RAL-THA-2d450e86-39,COc1ccccc1CC(=O)Nc2cncc3c2cccc3,4.5,=,
RAL-THA-2d450e86-38,Cc1ccccc1CC(=O)Nc2cncc3c2cccc3,4.5,=,
RAL-THA-2d450e86-37,c1ccc2c(c1)cncc2NC(=O)Cc3ccccc3F,4.6,=,
RAL-THA-2d450e86-36,c1ccc2c(c1)cncc2NC(=O)Cc3ccccc3Cl,4,<,
RAL-THA-2d450e86-34,c1ccc2c(c1)cncc2NC(=O)Cc3ccncc3Cl,4.3,=,
RAL-THA-2d450e86-33,c1ccc2c(c1)cncc2NC(=O)Cc3ccc(cn3)Cl,4.9,=,
RAL-THA-2d450e86-32,c1ccc2c(c1)cncc2NC(=O)Cc3ccc(cc3)C(F)(F)F,4.6,=,
RAL-THA-2d450e86-31,c1ccc2c(c1)cncc2NC(=O)Cc3cccc(c3)C(F)(F)F,5.2,=,
RAL-THA-2d450e86-30,c1ccc2c(c1)cncc2NC(=O)Cc3cc(cnc3)Cl,6,=,
RAL-THA-2d450e86-26,c1ccc2c(c1)cncc2NC(=O)Cc3cc(ccc3F)F,5.8,=,
RAL-THA-2d450e86-23,c1ccc2c(c1)cncc2NC(=O)Cc3cccc(c3F)F,4.9,=,
RAL-THA-2d450e86-19,c1ccc2c(c1)cncc2NC(=O)Cc3cccc(c3F)Cl,4.6,=,
RAL-THA-2d450e86-17,c1ccc2c(c1)cncc2NC(=O)Cc3cc(cc(c3)Cl)C#N,6.4,=,
RAL-THA-2d450e86-16,c1ccc2c(c1)cncc2NC(=O)Cc3cc(cc(c3)F)F,6.2,=,
RAL-THA-2d450e86-14,c1ccc2c(c1)cncc2NC(=O)Cc3cc(cc(c3)Cl)F,6.4,=,
RAL-THA-2d450e86-13,Cc1cccc(c1)CC(=O)Nc2cncc3c2cccc3,5.3,=,
RAL-THA-2d450e86-12,c1ccc2c(c1)cncc2NC(=O)Cc3cccc(c3)C#N,5.7,=,
RAL-THA-2d450e86-11,COc1cccc(c1)CC(=O)Nc2cncc3c2cccc3,4.5,=,
RAL-THA-2d450e86-10,c1ccc2c(c1)cncc2NC(=O)Cc3cccc(c3)F,5.7,=,
RAL-THA-2d450e86-9,c1ccc2c(c1)cncc2NC(=O)Cc3ccc(c(c3)F)Cl,5.7,=,
RAL-THA-2d450e86-8,Cc1ccc(cc1Cl)CC(=O)Nc2cncc3c2cccc3,6,=,
RAL-THA-2d450e86-7,c1ccc2c(c1)cncc2NC(=O)Cc3ccc(cc3)F,5.3,=,
RAL-THA-2d450e86-6,c1ccc2c(c1)cncc2NC(=O)Cc3ccc(c(c3)Cl)F,6.4,=,
RAL-THA-2d450e86-5,c1ccc2c(c1)cncc2NC(=O)Cc3ccc(cc3)C#N,4,<,
RAL-THA-2d450e86-4,COc1ccc(cc1)CC(=O)Nc2cncc3c2cccc3,4.1,=,
RAL-THA-2d450e86-3,Cc1ccc(cc1)CC(=O)Nc2cncc3c2cccc3,4.2,=,
RAL-THA-2d450e86-2,c1ccc2c(c1)cncc2NC(=O)Cc3ccc(cc3)Cl,4.6,=,
RAL-THA-2d450e86-1,c1ccc(cc1)CC(=O)Nc2cncc3c2cccc3,4.9,=,
ALP-UNI-3735e77e-4,c1ccc2c(c1)cncc2NC(=O)C3CCNc4c3cc(c(c4)Cl)Cl,6.8,=,
ALP-UNI-3735e77e-2,c1ccc2c(c1)cncc2NC(=O)C3CCOc4c3cc(cc4Cl)Cl,6.6,=,
ALP-UNI-3735e77e-1,c1ccc2c(c1)cncc2N3CCCC(C3=O)c4ccc(c(c4)Cl)Cl,5.8,=,
MAT-POS-c7771779-1,c1ccc2c(c1)cncc2NC(=O)C3(CC(=O)Nc4c3cc(cc4)Cl)O,4.7,=,
ALP-POS-869ac754-2,c1ccc2c(c1)cncc2NC(=O)C3CCOc4c3ccc(c4Cl)Cl,5.5,=,
ALP-POS-869ac754-1,c1ccc2c(c1)cncc2NC(=O)C3CCOc4c3cc(c(c4)Cl)Cl,6.7,=,
MAT-POS-6c284e65-1,CN(C)c1ccc(nc1)N(Cc2cccc(c2)Cl)C(=O)Cc3cncc4c3cccc4,6.5,=,
ALP-POS-305f6ec3-59,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4cc(=O)[nH][nH]4,4.4,=,
ALP-POS-305f6ec3-58,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4nc(cs4)CN5CCOCC5,4,<,
ALP-POS-305f6ec3-57,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4c[nH]c(=O)n4C,4,<,
ALP-POS-305f6ec3-56,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4cn(c(=O)n4C)C,4,<,
ALP-POS-305f6ec3-55,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4ncn(n4)C,4.1,=,
ALP-POS-305f6ec3-53,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4ccc(=O)n(n4)CCOC,4,<,
ALP-POS-305f6ec3-52,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4c[nH]c(=O)[nH]4,4.8,=,
ALP-POS-305f6ec3-51,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4c(c(=O)[nH][nH]4)CCO,4,<,
ALP-POS-305f6ec3-50,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4cn(c(=O)cn4)C,4,<,
ALP-POS-305f6ec3-49,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4cnco4,5.3,=,
ALP-POS-305f6ec3-46,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4cnn(n4)C,4.8,=,
ALP-POS-305f6ec3-45,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4c(c(=O)[nH]c(=O)[nH]4)OC,4,<,
ALP-POS-305f6ec3-44,Cc1cnoc1C(=O)N(c2ccc(cc2)C(C)(C)C)C(c3cccnc3)C(=O)NCCc4cccc(c4)F,4,<,
ALP-POS-305f6ec3-43,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4cn(nn4)[C@@H]5COC[C@H]5OC,4,<,
ALP-POS-305f6ec3-42,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4c(=O)[nH]c(=S)[nH]n4,4,<,
ALP-POS-305f6ec3-41,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4cncs4,4.6,=,
ALP-POS-305f6ec3-40,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4c(cc(=O)[nH]n4)O,4,<,
ALP-POS-305f6ec3-39,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4cc(=O)[nH]c(=O)[nH]4,4,<,
ALP-POS-305f6ec3-38,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4cc([nH]n4)CO,4.7,=,
ALP-POS-305f6ec3-37,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4cn(nn4)C5COCC5=O,4.7,=,
ALP-POS-305f6ec3-36,Cc1c(sc(n1)COC)C(=O)N(c2ccc(cc2)C(C)(C)C)C(c3cccnc3)C(=O)NCCc4cccc(c4)F,4,<,
ALP-POS-305f6ec3-35,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4c(=O)[nH]c(=O)[nH]n4,4,<,
ALP-POS-305f6ec3-34,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4nc5ncc(cn5n4)CCO,4,<,
ALP-POS-305f6ec3-33,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4c[nH]c(=O)cn4,4.1,=,
ALP-POS-305f6ec3-32,Cc1cn2c(c(nn2)C(=O)N(c3ccc(cc3)C(C)(C)C)C(c4cccnc4)C(=O)NCCc5cccc(c5)F)c(=O)[nH]1,4,<,
ALP-POS-305f6ec3-31,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4cc(=O)n5c([nH]4)ncn5,4,<,
ALP-POS-305f6ec3-30,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4cc(no4)c5cnn(c5)C,4,<,
ALP-POS-305f6ec3-29,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4cnc(s4)C5CCOC5,4,<,
ALP-POS-305f6ec3-28,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4ccc(=O)[nH]n4,4,<,
ALP-POS-305f6ec3-27,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4cnnn4C,4,<,
ALP-POS-305f6ec3-26,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4cc(nn4C)C(=O)N5CCOCC5,4,=,
ALP-POS-305f6ec3-25,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4c5c(nn4C)CCS(=O)(=O)C5,4,<,
ALP-POS-305f6ec3-24,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4cc5c(n4C)n(c(=O)n(c5=O)C)C,4,<,
ALP-POS-305f6ec3-23,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4cc(ns4)OC,4,<,
ALP-POS-305f6ec3-22,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4c(nc(s4)N5CCOCC5)Cl,4,<,
ALP-POS-305f6ec3-21,CCOC(=O)Cn1cc(nn1)C(=O)N(c2ccc(cc2)C(C)(C)C)C(c3cccnc3)C(=O)NCCc4cccc(c4)F,4.4,=,
ALP-POS-305f6ec3-19,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4c(nco4)C(F)(F)F,4,<,
ALP-POS-305f6ec3-18,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4cc(=O)c5c(cccc5o4)O,4,<,
ALP-POS-305f6ec3-17,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4nc5cnccc5s4,4,<,
ALP-POS-305f6ec3-16,CC(Cc1c([nH][nH]c1=O)C(=O)N(c2ccc(cc2)C(C)(C)C)C(c3cccnc3)C(=O)NCCc4cccc(c4)F)O,4,<,
ALP-POS-305f6ec3-15,CCc1c(sc(n1)c2[nH]ncn2)C(=O)N(c3ccc(cc3)C(C)(C)C)C(c4cccnc4)C(=O)NCCc5cccc(c5)F,4,<,
ALP-POS-305f6ec3-14,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4c[nH]nn4,5.9,=,
ALP-POS-305f6ec3-13,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4ccc5c(=O)[nH]c(=O)n(c5n4)C,4,<,
ALP-POS-305f6ec3-12,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4cc(=O)n(cn4)C,4,<,
ALP-POS-305f6ec3-11,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4cn(nn4)CCN5CCOCC5,5,=,
ALP-POS-305f6ec3-9,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4cc5n(n4)CCN(S5(=O)=O)C,4,<,
ALP-POS-305f6ec3-8,Cc1nc(nn1c2[nH]ncn2)C(=O)N(c3ccc(cc3)C(C)(C)C)C(c4cccnc4)C(=O)NCCc5cccc(c5)F,4,<,
ALP-POS-305f6ec3-7,Cc1c(oc(n1)C2CC2)C(=O)N(c3ccc(cc3)C(C)(C)C)C(c4cccnc4)C(=O)NCCc5cccc(c5)F,4,<,
ALP-POS-305f6ec3-6,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4[nH]c(=O)[nH]n4,4,<,
ALP-POS-305f6ec3-5,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4nc5c(s4)CCC5,4,<,
ALP-POS-305f6ec3-4,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4cnc(o4)C(C)(C)CF,4,<,
ALP-POS-305f6ec3-3,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4c(ncs4)Cl,4,<,
ALP-POS-305f6ec3-2,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4c[nH]c(=O)s4,4.5,=,
ALP-POS-305f6ec3-1,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4cc(on4)C5(COC5)O,4.6,=,
EDJ-MED-3c65e9ce-4,Cc1ccncc1NC(=O)CN2CCC(CC2)C,4.3,=,
EDJ-MED-3c65e9ce-3,CC(=O)N1CCN(CC1)CC(=O)Nc2cnccc2c3ccccc3,4,<,
EDJ-MED-3c65e9ce-2,CC(=O)N1CCN(CC1)CC(=O)Nc2cnccc2C3CC3,4,<,
EDJ-MED-12c115cc-2,c1ccc2c(c1)cncc2NC(=O)[C@H]3COc4c3cc(cc4)Cl,4.6,<,
EDJ-MED-12c115cc-1,c1ccc2c(c1)cncc2NC(=O)[C@@H]3COc4c3cc(cc4)Cl,6.3,=,
EDJ-MED-4c7486ba-9,c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CNC(=O)[C@@]5(CCSC5)O,5.7,=,
EDJ-MED-4c7486ba-8,c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CNC(=O)c5cn[nH]c5S(=O)(=O)N,5.7,=,
LON-WEI-b2874fec-27,CN(C)C(=O)C(CNC(=O)[C@@H](c1ccccc1)N2Cc3ccccc3C2=O)c4ccccc4,4,<,
LON-WEI-b2874fec-26,CNCC1CCCN(C1)C(=O)[C@@H](c2ccccc2)N3Cc4ccccc4C3=O,4,<,
LON-WEI-b2874fec-25,c1ccc(cc1)[C@H](C(=O)Nc2cccnc2)N3Cc4ccccc4C3=O,4,<,
LON-WEI-b2874fec-24,c1ccc(cc1)[C@H](C(=O)Nc2cccc(c2)F)N3Cc4ccccc4C3=O,4,<,
LON-WEI-b2874fec-23,c1ccc(cc1)[C@H](C(=O)Nc2ccccc2C#N)N3Cc4ccccc4C3=O,4,<,
LON-WEI-b2874fec-22,c1ccc(cc1)CCNC(=O)[C@@H](c2ccccc2)N3Cc4ccccc4C3=O,4,<,
LON-WEI-f8a636e2-1,c1ccc(cc1)[C@H](C(=O)NCC2=SC=CC2)N3Cc4ccccc4C3=O,4,<,
LON-WEI-b2874fec-20,COCCNC(=O)[C@@H](c1ccccc1)N2Cc3ccccc3C2=O,4,<,
LON-WEI-b2874fec-19,c1ccc(cc1)[C@H](C(=O)Nc2ccc(cc2)F)N3Cc4ccccc4C3=O,4,<,
LON-WEI-b2874fec-18,c1ccc(cc1)[C@H](C(=O)Nc2ccncc2)N3Cc4ccccc4C3=O,4,<,
LON-WEI-b2874fec-17,Cc1cccc(n1)NC(=O)[C@@H](c2ccccc2)N3Cc4ccccc4C3=O,4,<,
LON-WEI-b2874fec-16,c1ccc(cc1)[C@H](C(=O)Nc2ccc(cc2)Cl)N3Cc4ccccc4C3=O,4,<,
LON-WEI-b2874fec-15,c1ccc(cc1)[C@H](C(=O)Nc2ccccc2)N3Cc4ccccc4C3=O,4,<,
LON-WEI-b2874fec-14,c1cc2c(cc1C(=O)N3CCC(CC3)C4CCNC4)nc([nH]2)C(F)F,4,<,
