CatalogID,SMILES,scaffold_SMILES,product_SMILES
EN300-678648,C[S+]([O-])CCC1(CBr)CC1(C)C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(CC[S+](C)[O-])CC2(C)C)c1
EN300-678650,C=CCCCC1(CBr)CC1(C)C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,C=CCCCC1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC1(C)C
EN300-678720,CCCCC1(CBr)CC1C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCCCC1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC1C
EN300-678722,COCCC1(CBr)CC1C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,COCCC1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC1C
EN300-678723,CCOCC1(CBr)CC1C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCOCC1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC1C
EN300-678724,CSCCC1(CBr)CC1C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CSCCC1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC1C
EN300-678726,CC(C)CCC1(CBr)CC1C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(CCC(C)C)CC2C)c1
EN300-678727,CCCC(C)C1(CBr)CC1C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCCC(C)C1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC1C
EN300-678728,CCC(C)CC1(CBr)CC1C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCC(C)CC1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC1C
EN300-678729,CCCCCC1(CBr)CC1C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCCCCC1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC1C
EN300-678730,CCC(CC)C1(CBr)CC1C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCC(CC)C1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC1C
EN300-678731,COCCCC1(CBr)CC1C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,COCCCC1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC1C
EN300-678732,COC(C)CC1(CBr)CC1C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,COC(C)CC1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC1C
EN300-678733,CCOCCC1(CBr)CC1C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCOCCC1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC1C
EN300-678734,CC(C)OCC1(CBr)CC1C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(COC(C)C)CC2C)c1
EN300-678735,COCC(C)C1(CBr)CC1C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,COCC(C)C1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC1C
EN300-678737,CCSCCC1(CBr)CC1C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCSCCC1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC1C
EN300-678738,CC1CC1(CBr)Cc1ccco1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(Cc3ccco3)CC2C)c1
EN300-678739,CC1CC1(CBr)Cc1ccoc1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(Cc3ccoc3)CC2C)c1
EN300-678740,CC1CC1(CBr)CC1CCCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(CC3CCCC3)CC2C)c1
EN300-678742,CC1CC1(CBr)COCC1CC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(COCC3CC3)CC2C)c1
EN300-678743,CCCC(C)CC1(CBr)CC1C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCCC(C)CC1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC1C
EN300-678744,CCCCCCC1(CBr)CC1C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCCCCCC1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC1C
EN300-678745,CC1CC1(CBr)CCC(C)(C)C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(CCC(C)(C)C)CC2C)c1
EN300-678746,CCC(CC)CC1(CBr)CC1C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCC(CC)CC1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC1C
EN300-678747,CC(C)CCCC1(CBr)CC1C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(CCCC(C)C)CC2C)c1
EN300-678748,CC(C)CC(C)C1(CBr)CC1C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(C(C)CC(C)C)CC2C)c1
EN300-678749,CCCOCCC1(CBr)CC1C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCCOCCC1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC1C
EN300-678750,COCCCCC1(CBr)CC1C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,COCCCCC1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC1C
EN300-678751,CC1CC1(CBr)COC(C)(C)C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(COC(C)(C)C)CC2C)c1
EN300-678752,COCCC(C)C1(CBr)CC1C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,COCCC(C)C1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC1C
EN300-678753,CCC(C)OCC1(CBr)CC1C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCC(C)OCC1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC1C
EN300-678754,COCCOCC1(CBr)CC1C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,COCCOCC1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC1C
EN300-678755,CC1CC1(CBr)Cc1ccsc1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(Cc3ccsc3)CC2C)c1
EN300-678756,CC1CC1(CBr)Cc1cccs1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(Cc3cccs3)CC2C)c1
EN300-678757,CC1CC1(CBr)Cc1cscn1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(Cc3cscn3)CC2C)c1
EN300-678758,CC1CC1(CBr)Cc1nccs1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(Cc3nccs3)CC2C)c1
EN300-678759,CC1CC1(CBr)Cc1cncs1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(Cc3cncs3)CC2C)c1
EN300-678760,CC1CC1(CBr)Cc1csnn1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(Cc3csnn3)CC2C)c1
EN300-678761,CC1CC1(CBr)Cc1cnns1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(Cc3cnns3)CC2C)c1
EN300-678762,CC(C)SCCC1(CBr)CC1C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(CCSC(C)C)CC2C)c1
EN300-678763,CCSCCCC1(CBr)CC1C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCSCCCC1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC1C
EN300-678764,CC1CC1(CBr)CCS(C)(=O)=O,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(CCS(C)(=O)=O)CC2C)c1
EN300-678765,CC1CC1(CBr)CCCOCc1ccccc1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(CCCOCc3ccccc3)CC2C)c1
EN300-678766,COC(C)(C)CC1(CBr)CC1C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,COC(C)(C)CC1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC1C
EN300-678767,CCC(C)C(C)C1(CBr)CC1C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCC(C)C(C)C1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC1C
EN300-678769,CC1CC1(CBr)CC1CCOC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(CC3CCOC3)CC2C)c1
EN300-678771,CC1CC1(CBr)CCC(F)(F)F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(CCC(F)(F)F)CC2C)c1
EN300-678772,CC1CC1(CBr)CC[S+](C)[O-],Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(CC[S+](C)[O-])CC2C)c1
EN300-678773,CCC(CC1(CBr)CC1C)OC,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCC(CC1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC1C)OC
EN300-678775,C=CCCCC1(CBr)CC1C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,C=CCCCC1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC1C
EN300-678776,CC1CC1(CBr)CC1=CCCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(CC3=CCCC3)CC2C)c1
EN300-678777,CC1CC1(CBr)CCC(F)(F)Cl,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(CCC(F)(F)Cl)CC2C)c1
EN300-678778,CC1CC1(CBr)Cc1cnsn1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(Cc3cnsn3)CC2C)c1
EN300-678780,CC1CC1(CBr)Cc1ccns1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(Cc3ccns3)CC2C)c1
EN300-678781,CC1CC1(CBr)CC1CC=CC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(CC3CC=CC3)CC2C)c1
EN300-678782,CC(C)=CCCC1(CBr)CC1C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CC(C)=CCCC1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC1C
EN300-678783,CC1CC1(CBr)CCCC(F)F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(CCCC(F)F)CC2C)c1
EN300-678823,CCCCC1(CBr)CC1(C)C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCCCC1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC1(C)C
EN300-678825,COCCC1(CBr)CC1(C)C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,COCCC1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC1(C)C
EN300-678826,CCOCC1(CBr)CC1(C)C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCOCC1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC1(C)C
EN300-678827,CSCCC1(CBr)CC1(C)C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CSCCC1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC1(C)C
EN300-678829,CC(C)CCC1(CBr)CC1(C)C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(CCC(C)C)CC2(C)C)c1
EN300-678830,CCCC(C)C1(CBr)CC1(C)C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCCC(C)C1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC1(C)C
EN300-678831,CCC(C)CC1(CBr)CC1(C)C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCC(C)CC1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC1(C)C
EN300-678832,CCCCCC1(CBr)CC1(C)C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCCCCC1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC1(C)C
EN300-678833,CCC(CC)C1(CBr)CC1(C)C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCC(CC)C1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC1(C)C
EN300-678834,COCCCC1(CBr)CC1(C)C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,COCCCC1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC1(C)C
EN300-678835,COC(C)CC1(CBr)CC1(C)C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,COC(C)CC1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC1(C)C
EN300-678836,CCOCCC1(CBr)CC1(C)C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCOCCC1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC1(C)C
EN300-678837,CC(C)OCC1(CBr)CC1(C)C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(COC(C)C)CC2(C)C)c1
EN300-678838,COCC(C)C1(CBr)CC1(C)C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,COCC(C)C1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC1(C)C
EN300-678839,CC1(C)CC1(CBr)C[Si](C)(C)C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(C[Si](C)(C)C)CC2(C)C)c1
EN300-678840,CCSCCC1(CBr)CC1(C)C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCSCCC1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC1(C)C
EN300-678844,CC(CBr)Cc1cncc(Cl)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(C)Cc2cncc(Cl)c2)c1
EN300-678848,CC(CBr)Cc1cc(Cl)n(C)n1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(C)Cc2cc(Cl)n(C)n2)c1
EN300-678849,CCC(F)(F)CC(CBr)C(C)C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCC(F)(F)CC(COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1)C(C)C
EN300-678851,CCC(F)(F)CC(C)CBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCC(F)(F)CC(C)COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1
EN300-678855,CCC(F)(F)CC1(CBr)CC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCC(F)(F)CC1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC1
EN300-678856,CCC(F)(F)CC(C)(C)CBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCC(F)(F)CC(C)(C)COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1
EN300-678857,CCC(CBr)CC(F)(F)CC,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCC(COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1)CC(F)(F)CC
EN300-678863,C=CC(C)(CBr)CC(F)(F)CC,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,C=CC(C)(COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1)CC(F)(F)CC
EN300-678864,CCC(F)(F)CC1(CBr)CCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCC(F)(F)CC1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CCC1
EN300-678865,CCCC(CBr)CC(F)(F)CC,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCCC(COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1)CC(F)(F)CC
EN300-678866,CCC(F)(F)CC(C)(CC)CBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCC(F)(F)CC(C)(CC)COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1
EN300-678868,C=CCC(CBr)CC(F)(F)CC,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,C=CCC(COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1)CC(F)(F)CC
EN300-678870,CCC(F)(F)CC1(CBr)CC1C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCC(F)(F)CC1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC1C
EN300-678871,CC(C)C(CBr)CC(C)(F)F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(CC(C)(F)F)C(C)C)c1
EN300-678880,CC(F)(F)CC1(CBr)CCCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(CC(C)(F)F)CCCC2)c1
EN300-678881,CC(F)(F)CC(C)(CBr)C1CC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(C)(CC(C)(F)F)C2CC2)c1
EN300-678882,CC(F)(F)CC1(CBr)CCOC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(CC(C)(F)F)CCOC2)c1
EN300-678883,CC(C)C(C)(CBr)CC(C)(F)F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(C)(CC(C)(F)F)C(C)C)c1
EN300-678884,CC(F)(F)CC(CBr)C(C)(C)C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(CC(C)(F)F)C(C)(C)C)c1
EN300-678885,CC(C)CC(CBr)CC(C)(F)F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(CC(C)C)CC(C)(F)F)c1
EN300-678886,CCCC(C)(CBr)CC(C)(F)F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCCC(C)(COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1)CC(C)(F)F
EN300-678887,CCC(CC)(CBr)CC(C)(F)F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCC(CC)(COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1)CC(C)(F)F
EN300-678893,CCC(CBr)CC(C)(F)F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCC(COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1)CC(C)(F)F
EN300-678899,C=CC(C)(CBr)CC(C)(F)F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,C=CC(C)(COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1)CC(C)(F)F
EN300-678901,CCCC(CBr)CC(C)(F)F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCCC(COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1)CC(C)(F)F
EN300-678902,CCC(C)(CBr)CC(C)(F)F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCC(C)(COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1)CC(C)(F)F
EN300-678904,C=CCC(CBr)CC(C)(F)F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,C=CCC(COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1)CC(C)(F)F
EN300-678906,CC(F)(F)CC1(CBr)CCCO1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(CC(C)(F)F)CCCO2)c1
EN300-678908,CC(F)(F)CC1(CBr)CC=CC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(CC(C)(F)F)CC=CC2)c1
EN300-678910,CC1CC(CBr)(CC(C)(F)F)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(CC(C)(F)F)CC(C)C2)c1
EN300-678911,CC(F)(F)CC1(CBr)CC1(C)C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(CC(C)(F)F)CC2(C)C)c1
EN300-678915,CC(C)C(CBr)CC(C)(C)C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(CC(C)(C)C)C(C)C)c1
EN300-678924,CC(C)(C)CC1(CBr)CCCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(CC(C)(C)C)CCCC2)c1
EN300-678925,CC(C)(C)CC(C)(CBr)C1CC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(C)(CC(C)(C)C)C2CC2)c1
EN300-678926,CC(C)(C)CC1(CBr)CCOC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(CC(C)(C)C)CCOC2)c1
EN300-678927,CC(C)C(C)(CBr)CC(C)(C)C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(C)(CC(C)(C)C)C(C)C)c1
EN300-678928,CC(C)(C)CC(CBr)C(C)(C)C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(CC(C)(C)C)C(C)(C)C)c1
EN300-678929,CC(C)CC(CBr)CC(C)(C)C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(CC(C)C)CC(C)(C)C)c1
EN300-678930,CCCC(C)(CBr)CC(C)(C)C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCCC(C)(COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1)CC(C)(C)C
EN300-678931,CCC(CC)(CBr)CC(C)(C)C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCC(CC)(COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1)CC(C)(C)C
EN300-678935,CC(C)(C)CC1(CBr)CC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(CC(C)(C)C)CC2)c1
EN300-678936,CC(C)(C)CC(C)(C)CBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(C)(C)CC(C)(C)C)c1
EN300-678937,CCC(CBr)CC(C)(C)C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCC(COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1)CC(C)(C)C
EN300-678943,C=CC(C)(CBr)CC(C)(C)C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,C=CC(C)(COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1)CC(C)(C)C
EN300-678944,CC(C)(C)CC1(CBr)CCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(CC(C)(C)C)CCC2)c1
EN300-678945,CCCC(CBr)CC(C)(C)C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCCC(COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1)CC(C)(C)C
EN300-678946,CCC(C)(CBr)CC(C)(C)C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCC(C)(COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1)CC(C)(C)C
EN300-678948,C=CCC(CBr)CC(C)(C)C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,C=CCC(COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1)CC(C)(C)C
EN300-678950,CC(C)(C)CC1(CBr)CCCO1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(CC(C)(C)C)CCCO2)c1
EN300-678952,CC(C)(C)CC1(CBr)CC=CC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(CC(C)(C)C)CC=CC2)c1
