SMILES,TITLE,CID,SMILES,RUN,DDG (kcal/mol),dDDG (kcal/mol)
CCCc1cc(ccc1COc2cc(cc(c2)Cl)CC(=O)Nc3cnccc3C)OC,EN300-1117578,EN300-1117578,CCCc1cc(ccc1COc2cc(cc(c2)Cl)CC(=O)Nc3cnccc3C)OC,RUN4356,-0.17,0.15
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cc(c(cc3C(=O)CBr)OC)OC,EN300-170062,EN300-170062,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cc(c(cc3C(=O)CBr)OC)OC,RUN1973,-0.17,0.20
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OC[C@@H](c3ccc(cc3)N(=O)=O)O,EN300-1910226,EN300-1910226,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OC[C@@H](c3ccc(cc3)N(=O)=O)O,RUN2028,-0.17,0.18
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCC(=O)c3cccc(c3)N(=O)=O,EN300-20767,EN300-20767,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCC(=O)c3cccc(c3)N(=O)=O,RUN4590,-0.16,0.34
CCOC(=O)c1c(coc1COc2cc(cc(c2)Cl)CC(=O)Nc3cnccc3C)CC4CC4,EN300-703231,EN300-703231,CCOC(=O)c1c(coc1COc2cc(cc(c2)Cl)CC(=O)Nc3cnccc3C)CC4CC4,RUN1063,-0.16,0.17
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCCc3cc4ccccc4[nH]3,EN300-367729,EN300-367729,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCCc3cc4ccccc4[nH]3,RUN3481,-0.16,0.15
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3nc(co3)C(=O)OC(C)(C)C,EN300-1609143,EN300-1609143,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3nc(co3)C(=O)OC(C)(C)C,RUN364,-0.15,0.14
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCC(=O)c3cc(sc3)C(=O)OC,EN300-1700433,EN300-1700433,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCC(=O)c3cc(sc3)C(=O)OC,RUN4283,-0.15,0.17
Cc1ccc(cc1N(=O)=O)COc2cc(cc(c2)Cl)CC(=O)Nc3cnccc3C,EN300-210903,EN300-210903,Cc1ccc(cc1N(=O)=O)COc2cc(cc(c2)Cl)CC(=O)Nc3cnccc3C,RUN2470,-0.15,0.14
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccc(cc3NC(=O)OC(C)(C)C)Cl,EN300-1889287,EN300-1889287,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccc(cc3NC(=O)OC(C)(C)C)Cl,RUN2123,-0.15,0.18
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cn(nn3)[C@H]4CCNc5c4cccc5,EN300-764382,EN300-764382,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cn(nn3)[C@H]4CCNc5c4cccc5,RUN1176,-0.15,0.17
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cn(c4c3cccc4)C,EN300-1912469,EN300-1912469,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cn(c4c3cccc4)C,RUN435,-0.15,0.10
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cc(n(n3)C)CCBr,EN300-1921861,EN300-1921861,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cc(n(n3)C)CCBr,RUN226,-0.14,0.12
CCc1cc(nc(c1COc2cc(cc(c2)Cl)CC(=O)Nc3cnccc3C)C)CC,EN300-364189,EN300-364189,CCc1cc(nc(c1COc2cc(cc(c2)Cl)CC(=O)Nc3cnccc3C)C)CC,RUN4567,-0.14,0.29
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cn(nn3)[C@H]4CC[C@H](C4)[NH3+],EN300-695729,EN300-695729,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cn(nn3)[C@H]4CC[C@H](C4)[NH3+],RUN1073,-0.14,0.16
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cc(ccc3OC)OC,EN300-14150,EN300-14150,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cc(ccc3OC)OC,RUN2092,-0.14,0.14
CCONC(=O)COc1cc(cc(c1)Cl)CC(=O)Nc2cnccc2C,EN300-2966841,EN300-2966841,CCONC(=O)COc1cc(cc(c1)Cl)CC(=O)Nc2cnccc2C,RUN43,-0.13,0.10
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OC[C@H](c3ccc(cc3)F)O,EN300-1136771,EN300-1136771,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OC[C@H](c3ccc(cc3)F)O,RUN2852,-0.13,0.17
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3c(oc(=O)o3)c4cccc(c4)Cl,EN300-1613383,EN300-1613383,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3c(oc(=O)o3)c4cccc(c4)Cl,RUN1379,-0.13,0.18
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3c[nH]nc3N(=O)=O,EN300-1915974,EN300-1915974,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3c[nH]nc3N(=O)=O,RUN2156,-0.13,0.12
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccc(o3)Cl,EN300-1896524,EN300-1896524,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccc(o3)Cl,RUN384,-0.13,0.11
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cc(cc(c3)OC)CBr,EN300-4263497,EN300-4263497,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cc(cc(c3)OC)CBr,RUN2446,-0.13,0.12
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cc(cc4c3O[C@H](C4)CI)C,EN300-7433156,EN300-7433156,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cc(cc4c3O[C@@H](C4)CI)C,RUN2999,-0.13,0.16
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cnc(nc3)C4CC4,EN300-382760,EN300-382760,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cnc(nc3)C4CC4,RUN2654,-0.13,0.13
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cc(nn3C)C,EN300-1897863,EN300-1897863,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cc(nn3C)C,RUN956,-0.13,0.12
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OC[C@H](c3ccc(c(c3)N(=O)=O)F)O,EN300-1908580,EN300-1908580,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OC[C@H](c3ccc(c(c3)N(=O)=O)F)O,RUN3152,-0.12,0.19
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OC[C@H](c3nc4ccccc4s3)O,EN300-1921979,EN300-1921979,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OC[C@H](c3nc4ccccc4s3)O,RUN3104,-0.12,0.22
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cc(c(o3)CCCBr)C,EN300-1904938,EN300-1904938,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cc(c(o3)CCCBr)C,RUN373,-0.12,0.12
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cnn(n3)c4cccc(c4)Br,EN300-7493972,EN300-7493972,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cnn(n3)c4cccc(c4)Br,RUN1316,-0.11,0.14
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cc(c(cc3N(=O)=O)F)OC,EN300-138681,EN300-138681,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cc(c(cc3N(=O)=O)F)OC,RUN4536,-0.11,0.28
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCCc3c(cc(cc3O)O)O,EN300-1934062,EN300-1934062,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCCc3c(cc(cc3O)O)O,RUN2850,-0.11,0.13
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccc4c(c3)N(CCO4)C,EN300-1917568,EN300-1917568,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccc4c(c3)[N@@](CCO4)C,RUN1675,-0.11,0.12
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(c(c3)O)CCBr,EN300-2002092,EN300-2002092,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(c(c3)O)CCBr,RUN700,-0.11,0.12
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3c4cc(ccc4sn3)O,EN300-1165403,EN300-1165403,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3c4cc(ccc4sn3)O,RUN405,-0.11,0.12
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3nc4ccccc4s3,EN300-134559,EN300-134559,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3nc4ccccc4s3,RUN3684,-0.11,0.12
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCCc3ccc(c(c3)F)N(=O)=O,EN300-1908666,EN300-1908666,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCCc3ccc(c(c3)F)N(=O)=O,RUN3114,-0.11,0.14
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OC[C@@H](c3ccc(o3)N(=O)=O)O,EN300-1915476,EN300-1915476,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OC[C@@H](c3ccc(o3)N(=O)=O)O,RUN1400,-0.11,0.19
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OC[C@H](c3cccc(c3)Cl)O,EN300-1136777,EN300-1136777,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OC[C@H](c3cccc(c3)Cl)O,RUN2701,-0.10,0.17
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cccc(c3)c4ccn[nH]4,EN300-26674128,EN300-26674128,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cccc(c3)c4ccn[nH]4,RUN877,-0.10,0.13
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cc(cc(c3)Cl)C#N,EN300-396514,EN300-396514,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cc(cc(c3)Cl)C#N,RUN2105,-0.10,0.13
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cc4c(cc3OC)OCO4,EN300-1997073,EN300-1997073,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cc4c(cc3OC)OCO4,RUN3647,-0.10,0.15
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cc(on3)C,EN300-216088,EN300-216088,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cc(on3)C,RUN989,-0.09,0.11
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OC/C=C\c3ccccc3,EN300-1246893,EN300-1246893,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OC/C=C\c3ccccc3,RUN1067,-0.09,0.11
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(c(c3)F)CCCBr,EN300-674675,EN300-674675,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(c(c3)F)CCCBr,RUN1103,-0.09,0.12
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccc4c(c3)[C@@H]([C@H](O4)C)C,EN300-1653517,EN300-1653517,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccc4c(c3)[C@@H]([C@@H](O4)C)C,RUN1588,-0.09,0.14
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3c(=O)[nH]c4ccccc4n3,EN300-28768,EN300-28768,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3c(=O)[nH]c4ccccc4n3,RUN3274,-0.09,0.15
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cnc(cn3)Br,EN300-6245933,EN300-6245933,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cnc(cn3)Br,RUN3059,-0.09,0.12
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(c(c3)Cl)CBr,EN300-260177,EN300-260177,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(c(c3)Cl)CBr,RUN1848,-0.09,0.12
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCCc3cnn(c3)c4ccc(cc4)O,EN300-1296576,EN300-1296576,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCCc3cnn(c3)c4ccc(cc4)O,RUN4341,-0.09,0.16
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCC(=O)c3ccc(c(c3)N(=O)=O)Cl,EN300-26952,EN300-26952,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCC(=O)c3ccc(c(c3)N(=O)=O)Cl,RUN4419,-0.08,0.20
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cccc(c3)[C@@H](CI)OC4CCC4,EN300-1132820,EN300-1132820,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cccc(c3)[C@@H](CI)OC4CCC4,RUN692,-0.08,0.16
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cccc(c3C)OC,EN300-310116,EN300-310116,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cccc(c3C)OC,RUN2457,-0.08,0.13
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cccc(c3)NC4N[C@@H]([C@@H](S4)CBr)C,EN300-1274639,EN300-1274639,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cccc(c3)NC4=[NH+][C@@H]([C@@H](S4)CBr)C,RUN1646,-0.07,0.17
CCOc1ccc(cc1)[C@@H](COc2cc(cc(c2)Cl)CC(=O)Nc3cnccc3C)O,EN300-87706,EN300-87706,CCOc1ccc(cc1)[C@@H](COc2cc(cc(c2)Cl)CC(=O)Nc3cnccc3C)O,RUN2940,-0.07,0.20
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OC[C@@H](c3c(c4ccccc4nn3)Cl)O,EN300-1918363,EN300-1918363,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OC[C@@H](c3c(c4ccccc4nn3)Cl)O,RUN4539,-0.07,0.33
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OC[C@H](c3ccc4cccnc4c3)O,EN300-1918995,EN300-1918995,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OC[C@H](c3ccc4cccnc4c3)O,RUN2919,-0.07,0.18
CCOC(=O)c1c(coc1COc2cc(cc(c2)Cl)CC(=O)Nc3cnccc3C)C4CCC4,EN300-703234,EN300-703234,CCOC(=O)c1c(coc1COc2cc(cc(c2)Cl)CC(=O)Nc3cnccc3C)C4CCC4,RUN1813,-0.07,0.17
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cccc(c3)OCc4ccccc4,EN300-59530,EN300-59530,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cccc(c3)OCc4ccccc4,RUN1147,-0.07,0.15
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cn(nn3)Cc4c(c(c(cn4)C)OC)C,EN300-766154,EN300-766154,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cn(nn3)Cc4c(c(c(cn4)C)OC)C,RUN2176,-0.07,0.18
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cc(c(cc3CBr)F)F,EN300-1898328,EN300-1898328,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cc(c(cc3CBr)F)F,RUN1288,-0.06,0.13
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccc(c(c3F)Br)F,EN300-1912781,EN300-1912781,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccc(c(c3F)Br)F,RUN1244,-0.06,0.15
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCCc3cscn3,EN300-2010197,EN300-2010197,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCCc3cscn3,RUN3276,-0.05,0.13
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cnn(c3)C(C)(C)C,EN300-1897247,EN300-1897247,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cnn(c3)C(C)(C)C,RUN889,-0.05,0.13
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCCc3cn(nn3)[C@H]4CC[C@H](C4)[NH3+],EN300-695755,EN300-695755,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCCc3cn(nn3)[C@H]4CC[C@H](C4)[NH3+],RUN4348,-0.05,0.27
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCCc3ccc(cc3O)O,EN300-1938792,EN300-1938792,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCCc3ccc(cc3O)O,RUN3037,-0.05,0.14
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCC[N@](Cc3ccccc3)S(=O)(=O)C,EN300-175288,EN300-175288,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCC[N@](Cc3ccccc3)S(=O)(=O)C,RUN4600,-0.04,0.64
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCC(=O)c3ccc(=O)[nH]c3,EN300-7464360,EN300-7464360,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCC(=O)c3ccc(=O)[nH]c3,RUN4552,-0.03,0.29
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OC[C@@H](c3ccc(cc3F)N(=O)=O)O,EN300-1917759,EN300-1917759,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OC[C@@H](c3ccc(cc3F)N(=O)=O)O,RUN1698,-0.03,0.19
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cccc(c3CBr)C(=O)OC,EN300-222255,EN300-222255,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cccc(c3CBr)C(=O)OC,RUN3088,-0.03,0.16
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCCc3cn(nn3)c4ccccc4,EN300-1865390,EN300-1865390,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCCc3cn(nn3)c4ccccc4,RUN4613,-0.03,0.40
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccc(c(c3O)O)O,EN300-1926794,EN300-1926794,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccc(c(c3O)O)O,RUN2116,-0.03,0.17
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCCOc3ccccc3N(=O)=O,EN300-45396,EN300-45396,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCCOc3ccccc3N(=O)=O,RUN3014,-0.02,0.20
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OC[C@@H](c3cc(cc(c3)Cl)F)O,EN300-1926690,EN300-1926690,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OC[C@@H](c3cc(cc(c3)Cl)F)O,RUN2350,-0.02,0.21
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3csc4c3cccc4,EN300-50577,EN300-50577,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3csc4c3cccc4,RUN55,-0.01,0.11
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3nnc4n3CCC4,EN300-1613316,EN300-1613316,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3nnc4n3CCC4,RUN357,-0.00,0.13
