SMILES,TITLE,fragments,Hybrid2,docked_fragment,Mpro-x0434_dock,site
COc1ccc(cn1)CNC(=O)Nc2cccnc2,7260,x0434,-6.307387,x0434,-6.307387,active-noncovalent
c1ccc(cc1)C[N@@H+]2CC[C@H]2CNC(=O)Nc3cccnc3,8505,x0434,-6.307246,x0434,-6.307246,active-noncovalent
COC(=O)CCc1ccccc1CNC(=O)Nc2cccnc2,7682,x0434,-6.306671,x0434,-6.306671,active-noncovalent
c1cc(cnc1)NC(=O)NCc2ccc(s2)C(F)(F)F,6909,x0434,-6.306334,x0434,-6.306334,active-noncovalent
Cc1cc(c(nc1)F)[C@H](C)NC(=O)Nc2cccnc2,3212,x0434,-6.306224,x0434,-6.306224,active-noncovalent
Cc1c(c2cccc(c2[nH]1)F)CCNC(=O)Nc3cccnc3,10173,x0434,-6.306145,x0434,-6.306145,active-noncovalent
Cc1[nH]nc(n1)[C@@H](C)NC(=O)Nc2cccnc2,9683,x0434,-6.305721,x0434,-6.305721,active-noncovalent
c1ccc2c(c1)[C@@H](CCCS2(=O)=O)NC(=O)Nc3cccnc3,8269,x0434,-6.305509,x0434,-6.305509,active-noncovalent
c1ccn2c(c1)c(cn2)NC(=O)Nc3cccnc3,15047,x0434,-6.305473,x0434,-6.305473,active-noncovalent
c1cc(cnc1)NC(=O)NCc2ccnn2CC(F)F,1319,x0434,-6.304854,x0434,-6.304854,active-noncovalent
C[C@@H](C(C)(C)O)NC(=O)Nc1cccnc1,3569,x0434,-6.304721,x0434,-6.304721,active-noncovalent
Cc1ccoc1CNC(=O)Nc2cccnc2,9367,x0434,-6.304064,x0434,-6.304064,active-noncovalent
C[C@@H](c1ccc(cc1OC(F)F)F)NC(=O)Nc2cccnc2,10361,x0434,-6.303684,x0434,-6.303684,active-noncovalent
CC(C)(C)c1nccc(n1)CCCNC(=O)Nc2cccnc2,14046,x0434,-6.303012,x0434,-6.303012,active-noncovalent
c1cc(cnc1)NC(=O)NC[C@@H]2C3(C2(F)F)CCCC3,5711,x0434,-6.303001,x0434,-6.303001,active-noncovalent
c1cc(cnc1)NC(=O)NCc2cc(sc2)Br,15176,x0434,-6.302828,x0434,-6.302828,active-noncovalent
CC(C)CCOCCCNC(=O)Nc1cccnc1,13002,x0434,-6.302681,x0434,-6.302681,active-noncovalent
Cc1nnc(s1)[C@H](C)NC(=O)Nc2cccnc2,9198,x0434,-6.302544,x0434,-6.302544,active-noncovalent
C#CC[C@@H](Cc1ccccc1)NC(=O)Nc2cccnc2,12587,x0434,-6.302372,x0434,-6.302372,active-noncovalent
c1cc(cnc1)NC(=O)N[C@@H](CCO)c2ccco2,3410,x0434,-6.302367,x0434,-6.302367,active-noncovalent
C[NH2+]CCCCCCNC(=O)Nc1cccnc1,9216,x0434,-6.301977,x0434,-6.301977,active-noncovalent
CCC[C@@H]1CCCC[C@@H]1NC(=O)Nc2cccnc2,11080,x0434,-6.301490,x0434,-6.30149,active-noncovalent
CC1(C(C1(C)C)NC(=O)Nc2cccnc2)C,11236,x0434,-6.301464,x0434,-6.301464,active-noncovalent
C[C@H](CC1=CCCCC1)NC(=O)Nc2cccnc2,5350,x0434,-6.301111,x0434,-6.301111,active-noncovalent
c1cc(cnc1)NC(=O)N[C@H](CO)C2CCC2,9291,x0434,-6.301039,x0434,-6.301039,active-noncovalent
c1cc(cnc1)NC(=O)N[C@H](CO)c2cc(ccc2F)F,6860,x0434,-6.300929,x0434,-6.300929,active-noncovalent
c1cc(cnc1)NC(=O)NC[C@@H]2CC23CCC3,1809,x0434,-6.300848,x0434,-6.300848,active-noncovalent
c1cc(cnc1)NC(=O)NCc2cc(ccc2Cl)Cl,12986,x0434,-6.300768,x0434,-6.300768,active-noncovalent
CC1(C(=O)N(C(=O)N1)CCCNC(=O)Nc2cccnc2)C,14350,x0434,-6.300006,x0434,-6.300006,active-noncovalent
c1cc(cc(c1)C(=O)NC2CC2)CNC(=O)Nc3cccnc3,12155,x0434,-6.299842,x0434,-6.299842,active-noncovalent
c1ccc(cc1)Cn2cc(cn2)CNC(=O)Nc3cccnc3,2730,x0434,-6.299227,x0434,-6.299227,active-noncovalent
CC[C@H]1COCC[N@@H+]1CCNC(=O)Nc2cccnc2,10844,x0434,-6.299105,x0434,-6.299105,active-noncovalent
CCOC(=O)C[C@H](c1ccc(cc1)C(C)C)NC(=O)Nc2cccnc2,13645,x0434,-6.298847,x0434,-6.298847,active-noncovalent
C[C@@H]([C@H]1c2ccsc2CCO1)NC(=O)Nc3cccnc3,8571,x0434,-6.298281,x0434,-6.298281,active-noncovalent
CCOC(=O)[C@@H]([C@H]1CCCOC1)NC(=O)Nc2cccnc2,6592,x0434,-6.298081,x0434,-6.298081,active-noncovalent
C[C@@H]1C[C@]2(CC[C@@H](O2)CNC(=O)Nc3cccnc3)CO1,9597,x0434,-6.296988,x0434,-6.296988,active-noncovalent
CCOC(=O)[C@@]1(CCC[C@@H]1NC(=O)Nc2cccnc2)C,12871,x0434,-6.296926,x0434,-6.296926,active-noncovalent
COC(=O)[C@@H]1C[C@H](OC1)CNC(=O)Nc2cccnc2,6868,x0434,-6.296689,x0434,-6.296689,active-noncovalent
COC(=O)[C@H](Cc1c[nH]cn1)NC(=O)Nc2cccnc2,4978,x0434,-6.296209,x0434,-6.296209,active-noncovalent
CN(C(=O)CNC(=O)Nc1cccnc1)O,9422,x0434,-6.296148,x0434,-6.296148,active-noncovalent
Cc1cccc(c1)COc2ccc(cc2)[C@H](C)NC(=O)Nc3cccnc3,9709,x0434,-6.295866,x0434,-6.295866,active-noncovalent
c1cc(cnc1)NC(=O)NC[C@@H]2CCC[N@@H+](C2)C3CCCC3,975,x0434,-6.295865,x0434,-6.295865,active-noncovalent
COC(=O)[C@H](CSCC=C)NC(=O)Nc1cccnc1,10806,x0434,-6.295580,x0434,-6.29558,active-noncovalent
C=CCC1(CCS(=O)(=O)CC1)NC(=O)Nc2cccnc2,41,x0434,-6.295453,x0434,-6.295453,active-noncovalent
CC(C)(CC(F)F)CNC(=O)Nc1cccnc1,5374,x0434,-6.295333,x0434,-6.295333,active-noncovalent
c1cc(cnc1)NC(=O)NC[C@@]2(CC[C@@H]2CO)CO,10941,x0434,-6.295208,x0434,-6.295208,active-noncovalent
C[C@@]1(CC(OC1=O)(C)C)NC(=O)Nc2cccnc2,3378,x0434,-6.295148,x0434,-6.295148,active-noncovalent
c1cc(cnc1)NC(=O)NCC2(CCCCCCC2)O,5184,x0434,-6.295102,x0434,-6.295102,active-noncovalent
CCc1cn[nH]c1CNC(=O)Nc2cccnc2,7588,x0434,-6.294642,x0434,-6.294642,active-noncovalent
COc1cc2c(cc1OC)[C@H](CCCC2)NC(=O)Nc3cccnc3,13714,x0434,-6.293986,x0434,-6.293986,active-noncovalent
c1cc(cnc1)NC(=O)N[C@H]2CC[NH2+]C2,3625,x0434,-6.293853,x0434,-6.293853,active-noncovalent
CC[C@H](c1[nH]c(c[nH+]1)C)NC(=O)Nc2cccnc2,5329,x0434,-6.293756,x0434,-6.293756,active-noncovalent
CCOC(=O)c1cc(ccc1Sc2ccccc2)NC(=O)Nc3cccnc3,2205,x0434,-6.293631,x0434,-6.293631,active-noncovalent
C[C@@H](c1ccncc1F)NC(=O)Nc2cccnc2,12929,x0434,-6.293598,x0434,-6.293598,active-noncovalent
C[C@H](CNC(=O)Nc1cccnc1)Nc2ccccc2,10825,x0434,-6.293594,x0434,-6.293594,active-noncovalent
c1cc(cc(c1)OC(F)(F)F)C2(CCOCC2)NC(=O)Nc3cccnc3,3972,x0434,-6.293280,x0434,-6.29328,active-noncovalent
c1cc(c(c(c1)Cl)F)CNC(=O)Nc2cccnc2,1520,x0434,-6.292968,x0434,-6.292968,active-noncovalent
COC(=O)COc1cccc(c1)CNC(=O)Nc2cccnc2,848,x0434,-6.292906,x0434,-6.292906,active-noncovalent
CN(C)c1cccnc1CNC(=O)Nc2cccnc2,8859,x0434,-6.292603,x0434,-6.292603,active-noncovalent
c1cc(cnc1)NC(=O)NCCn2c(=O)cccn2,5288,x0434,-6.292172,x0434,-6.292172,active-noncovalent
CN1c2ccccc2OC[C@@H](C1=O)NC(=O)Nc3cccnc3,10127,x0434,-6.292034,x0434,-6.292034,active-noncovalent
c1cc(cnc1)NC(=O)N[C@@H]2CCC3(C2)CC3,5525,x0434,-6.291945,x0434,-6.291945,active-noncovalent
c1cc(cnc1)NC(=O)NCc2ccc(c(c2)Cl)Cl,5382,x0434,-6.291786,x0434,-6.291786,active-noncovalent
CC(=O)N1CC[NH+](CC1)Cc2cccc(c2)NC(=O)Nc3cccnc3,5968,x0434,-6.291399,x0434,-6.291399,active-noncovalent
CC(C)(c1cc(on1)C(=O)OC)NC(=O)Nc2cccnc2,14161,x0434,-6.291256,x0434,-6.291256,active-noncovalent
Cc1[nH]c2cc(ccc2n1)CNC(=O)Nc3cccnc3,8668,x0434,-6.291224,x0434,-6.291224,active-noncovalent
CCNC(=O)C1(CCCCC1)NC(=O)Nc2cccnc2,10660,x0434,-6.290935,x0434,-6.290935,active-noncovalent
COC(=O)CC[C@H](CNC(=O)Nc1cccnc1)C(F)(F)F,5729,x0434,-6.290821,x0434,-6.290821,active-noncovalent
c1cc(c(c(c1)F)Cl)CNC(=O)Nc2cccnc2,9104,x0434,-6.290766,x0434,-6.290766,active-noncovalent
CC(C)C1(CC1)CNC(=O)Nc2cccnc2,1844,x0434,-6.290723,x0434,-6.290723,active-noncovalent
c1cc2c(cccc2NC(=O)Nc3cccnc3)c(c1)N,6746,x0434,-6.290371,x0434,-6.290371,active-noncovalent
Cc1cc(no1)CNC(=O)Nc2cccnc2,11259,x0434,-6.290368,x0434,-6.290368,active-noncovalent
c1cc(cnc1)NC(=O)N[C@H](CO)c2ccc(cc2)C(F)(F)F,10176,x0434,-6.290327,x0434,-6.290327,active-noncovalent
CC1(CCCC1)CNC(=O)Nc2cccnc2,1759,x0434,-6.290077,x0434,-6.290077,active-noncovalent
COC(=O)C1(CCCC1)NC(=O)Nc2cccnc2,5396,x0434,-6.289461,x0434,-6.289461,active-noncovalent
Cn1cc(cn1)CCCNC(=O)Nc2cccnc2,1626,x0434,-6.289425,x0434,-6.289425,active-noncovalent
c1cc(cnc1)NC(=O)N[C@@H]2CCC23CCC3,7382,x0434,-6.289388,x0434,-6.289388,active-noncovalent
c1cc(cnc1)NC(=O)N[C@@H]2CCC(=O)NCC2,1710,x0434,-6.288999,x0434,-6.288999,active-noncovalent
c1ccc2c(c1)[nH]c(n2)Cc3cccc(c3)NC(=O)Nc4cccnc4,7792,x0434,-6.288332,x0434,-6.288332,active-noncovalent
COc1ccccc1C2(CCC2)CNC(=O)Nc3cccnc3,4473,x0434,-6.288254,x0434,-6.288254,active-noncovalent
CC(C)(C)c1cc(on1)CNC(=O)Nc2cccnc2,5061,x0434,-6.287916,x0434,-6.287916,active-noncovalent
c1ccc(cc1)CO[C@@H]2CCCC[C@H]2NC(=O)Nc3cccnc3,13503,x0434,-6.287360,x0434,-6.28736,active-noncovalent
CCO[C@@H]1C[C@@H](C12CCC2)NC(=O)Nc3cccnc3,14715,x0434,-6.287349,x0434,-6.287349,active-noncovalent
c1cc(cnc1)NC(=O)NCc2ccc(cc2)C#N,12995,x0434,-6.286745,x0434,-6.286745,active-noncovalent
c1cc(cnc1)NC(=O)N[C@@H]2CC3(CCC3)Oc4c2cc(cc4)F,13835,x0434,-6.286638,x0434,-6.286638,active-noncovalent
CN(C(=O)c1ccccc1NC(=O)Nc2cccnc2)OC,12341,x0434,-6.286525,x0434,-6.286525,active-noncovalent
c1ccc(cc1)C[N@@H+]2CCCC[C@H]2CNC(=O)Nc3cccnc3,10047,x0434,-6.286524,x0434,-6.286524,active-noncovalent
CCc1ccc(o1)[C@H](C(C)(C)C)NC(=O)Nc2cccnc2,4692,x0434,-6.286426,x0434,-6.286426,active-noncovalent
c1cc(cnc1)NC(=O)NC[C@H]2CCCNC2=O,11131,x0434,-6.286330,x0434,-6.28633,active-noncovalent
COc1ccc(cc1)S(=O)(=O)N2CC(C2)NC(=O)Nc3cccnc3,11827,x0434,-6.286154,x0434,-6.286154,active-noncovalent
c1cc(cnc1)NC(=O)NCC(C(F)(F)F)(C(F)(F)F)O,1151,x0434,-6.285547,x0434,-6.285547,active-noncovalent
c1cc(cnc1)NC(=O)NCc2cnccc2C(F)(F)F,4956,x0434,-6.285244,x0434,-6.285244,active-noncovalent
Cc1cccc(c1)C[C@@H](CNC(=O)Nc2cccnc2)C(=O)OC,8087,x0434,-6.285211,x0434,-6.285211,active-noncovalent
C[C@@]1(CCc2ccccc2C1)NC(=O)Nc3cccnc3,3148,x0434,-6.284941,x0434,-6.284941,active-noncovalent
CC[C@H](c1nccn1Cc2ccccc2)NC(=O)Nc3cccnc3,2335,x0434,-6.284763,x0434,-6.284763,active-noncovalent
CCn1ccc(n1)CNC(=O)Nc2cccnc2,1742,x0434,-6.284668,x0434,-6.284668,active-noncovalent
CC1(CC(CC(O1)(C)C)(C(=O)OC)NC(=O)Nc2cccnc2)C,5695,x0434,-6.284448,x0434,-6.284448,active-noncovalent
Cn1c(cc(n1)C(F)(F)F)CNC(=O)Nc2cccnc2,4829,x0434,-6.284412,x0434,-6.284412,active-noncovalent
c1ccc2c(c1)CCC[C@H](C2)NC(=O)Nc3cccnc3,3041,x0434,-6.284291,x0434,-6.284291,active-noncovalent
CS(=NCCNC(=O)Nc1cccnc1)(=O)C,15190,x0434,-6.284256,x0434,-6.284256,active-noncovalent
c1cc(cnc1)NC(=O)NC[C@@H]2CCC3(CCOCC3)CO2,5733,x0434,-6.284242,x0434,-6.284242,active-noncovalent
C[C@H](CCNC(=O)Nc1cccnc1)c2cccc(c2)C(F)(F)F,591,x0434,-6.283936,x0434,-6.283936,active-noncovalent
c1cc(cnc1)NC(=O)NCC23C[C@H]4C[C@@H](C2)CC(C4)(C3)Cl,12373,x0434,-6.283789,x0434,-6.283789,active-noncovalent
CC[C@H](C(C)(C)C)NC(=O)Nc1cccnc1,7390,x0434,-6.283103,x0434,-6.283103,active-noncovalent
Cc1ccccc1[C@H](CF)NC(=O)Nc2cccnc2,8767,x0434,-6.282922,x0434,-6.282922,active-noncovalent
c1cc(cc(c1)N(=O)=O)[C@H](CCO)NC(=O)Nc2cccnc2,10345,x0434,-6.282828,x0434,-6.282828,active-noncovalent
c1ccc2c(c1)CCN2C(=O)CCCNC(=O)Nc3cccnc3,2515,x0434,-6.282638,x0434,-6.282638,active-noncovalent
c1cc(cnc1)NC(=O)N[C@H]2CCC[C@@H]2O,7751,x0434,-6.282531,x0434,-6.282531,active-noncovalent
c1cc(cnc1)NC(=O)NCCOc2ccc3cc(ccc3c2)Br,10061,x0434,-6.282098,x0434,-6.282098,active-noncovalent
c1cc(cnc1)NC(=O)NCc2c(ocn2)C(F)F,9599,x0434,-6.281973,x0434,-6.281973,active-noncovalent
c1ccc(cc1)[C@H](C[C@H](CO)NC(=O)Nc2cccnc2)O,14170,x0434,-6.281832,x0434,-6.281832,active-noncovalent
c1cc(cnc1)NC(=O)Nc2ccc(cc2OCC(F)(F)F)Cl,757,x0434,-6.281762,x0434,-6.281762,active-noncovalent
CS(=O)(=O)NCc1cccc(c1)CNC(=O)Nc2cccnc2,2718,x0434,-6.281455,x0434,-6.281455,active-noncovalent
c1ccc(cc1)OCC(=O)N2CC[C@H](C2)NC(=O)Nc3cccnc3,2428,x0434,-6.281408,x0434,-6.281408,active-noncovalent
CCOC(=O)[C@@H]([C@@H]1CCCCO1)NC(=O)Nc2cccnc2,11529,x0434,-6.281403,x0434,-6.281403,active-noncovalent
CC(C)(Cc1cccc(c1)Br)NC(=O)Nc2cccnc2,6842,x0434,-6.281245,x0434,-6.281245,active-noncovalent
C[N@H+]1C[C@H]([C@@H](C1)OC)NC(=O)Nc2cccnc2,13500,x0434,-6.281137,x0434,-6.281137,active-noncovalent
c1cc(cnc1)NC(=O)NC[C@@H]2CCC3([C@@H]2O)CCOCC3,11358,x0434,-6.280866,x0434,-6.280866,active-noncovalent
CCCOc1ccc(cc1)[C@H](C)NC(=O)Nc2cccnc2,6689,x0434,-6.280279,x0434,-6.280279,active-noncovalent
c1cc(cnc1)NC(=O)NCCC23C[C@H]4C[C@@H](C2)CC(C4)(C3)O,2603,x0434,-6.280246,x0434,-6.280246,active-noncovalent
CC1(CCCCC1)CNC(=O)Nc2cccnc2,1741,x0434,-6.279980,x0434,-6.27998,active-noncovalent
CC1(CCC[C@@](C1)(CNC(=O)Nc2cccnc2)O)C,10801,x0434,-6.279416,x0434,-6.279416,active-noncovalent
CC(C)[C@H](C1(CC1)CNC(=O)Nc2cccnc2)O,12825,x0434,-6.279352,x0434,-6.279352,active-noncovalent
c1cc(cnc1)NC(=O)Nc2cc(ccc2N3CCCCC3)C(=O)N,7978,x0434,-6.279266,x0434,-6.279266,active-noncovalent
COC[C@@H]1C[C@H]1NC(=O)Nc2cccnc2,1954,x0434,-6.279198,x0434,-6.279198,active-noncovalent
COC[C@@H]1C[C@H]1NC(=O)Nc2cccnc2,11393,x0434,-6.279198,x0434,-6.279198,active-noncovalent
COC[C@@](CO)(c1ccccc1)NC(=O)Nc2cccnc2,12305,x0434,-6.278750,x0434,-6.27875,active-noncovalent
c1cc(cnc1)NC(=O)NC(C2CCCC2)C3CCCC3,8741,x0434,-6.278738,x0434,-6.278738,active-noncovalent
CC1(C[C@@]1(CNC(=O)Nc2cccnc2)CO)C,9249,x0434,-6.278488,x0434,-6.278488,active-noncovalent
C[C@@H](C1CCC1)NC(=O)Nc2cccnc2,1861,x0434,-6.278341,x0434,-6.278341,active-noncovalent
C[NH+](C)C[C@H](CNC(=O)Nc1cccnc1)c2ccccc2,12347,x0434,-6.278203,x0434,-6.278203,active-noncovalent
C[NH+]1CCC2(CC1)C[C@H](c3ccccc3O2)NC(=O)Nc4cccnc4,394,x0434,-6.278178,x0434,-6.278178,active-noncovalent
c1cc(cnc1)NC(=O)N[C@H]2[C@H]3[C@@H]2c4ccc(cc4C3)Cl,2088,x0434,-6.278110,x0434,-6.27811,active-noncovalent
CC(C)(C)OC(=O)c1cn(nn1)[C@@H]2CCCC[C@@H]2NC(=O)Nc3cccnc3,2004,x0434,-6.277946,x0434,-6.277946,active-noncovalent
CC(C)Oc1ccc(cc1NC(=O)Nc2cccnc2)F,4941,x0434,-6.277761,x0434,-6.277761,active-noncovalent
CC(C)(C)NC(=O)Nc1cccnc1,7470,x0434,-6.277431,x0434,-6.277431,active-noncovalent
c1ccc(c(c1)NC(=O)Nc2cccnc2)OCC(=O)N3CCOCC3,11750,x0434,-6.277408,x0434,-6.277408,active-noncovalent
COc1cc(cc(c1)Oc2cccc(c2)CNC(=O)Nc3cccnc3)OC,7858,x0434,-6.277115,x0434,-6.277115,active-noncovalent
COc1cccc(c1[C@H](CNC(=O)Nc2cccnc2)O)Cl,2761,x0434,-6.277038,x0434,-6.277038,active-noncovalent
C[C@H]([C@H](C(F)(F)F)NC(=O)Nc1cccnc1)O,2122,x0434,-6.276834,x0434,-6.276834,active-noncovalent
c1cc(cnc1)NC(=O)NCCOCC2CCCC2,14940,x0434,-6.276760,x0434,-6.27676,active-noncovalent
C[C@](Cc1ccc(c(c1)OC)OC)(CO)NC(=O)Nc2cccnc2,6034,x0434,-6.276317,x0434,-6.276317,active-noncovalent
C[C@]1(COCCO1)CNC(=O)Nc2cccnc2,2089,x0434,-6.275945,x0434,-6.275945,active-noncovalent
c1cc(cnc1)NC(=O)N[C@H]2Cc3[nH+]ccn3C2,13040,x0434,-6.275873,x0434,-6.275873,active-noncovalent
CC1(CCC1)NC(=O)Nc2cccnc2,15256,x0434,-6.275602,x0434,-6.275602,active-noncovalent
c1cc(cnc1)NC(=O)NC[C@H](COCC2CC2)O,14928,x0434,-6.275533,x0434,-6.275533,active-noncovalent
Cc1ccc(cc1N2CCOC2=O)NC(=O)Nc3cccnc3,12169,x0434,-6.275321,x0434,-6.275321,active-noncovalent
c1ccc(c(c1)C2(CCC2)CNC(=O)Nc3cccnc3)Br,12298,x0434,-6.274704,x0434,-6.274704,active-noncovalent
C[C@@H]1[C@H](C1(C(=O)OC)NC(=O)Nc2cccnc2)C,5639,x0434,-6.274641,x0434,-6.274641,active-noncovalent
C[NH+](C)C[C@@H](CCO)NC(=O)Nc1cccnc1,13085,x0434,-6.273978,x0434,-6.273978,active-noncovalent
c1cc(cnc1)NC(=O)NC23C[C@@H]4C[C@H](C2)CC(C4)(C3)CO,944,x0434,-6.273871,x0434,-6.273871,active-noncovalent
CC[C@@H](c1ccccc1F)NC(=O)Nc2cccnc2,8847,x0434,-6.273813,x0434,-6.273813,active-noncovalent
CC(C)c1ccc(cc1)[C@@H](CO)NC(=O)Nc2cccnc2,1003,x0434,-6.273799,x0434,-6.273799,active-noncovalent
CCS[C@H]1CCCC[C@@H]1NC(=O)Nc2cccnc2,10993,x0434,-6.273760,x0434,-6.27376,active-noncovalent
COC12CCC(C1)(CC2)NC(=O)Nc3cccnc3,5677,x0434,-6.273520,x0434,-6.27352,active-noncovalent
CC(C)(CNC(=O)Nc1cccnc1)C(F)(F)F,5377,x0434,-6.273263,x0434,-6.273263,active-noncovalent
c1ccc(cc1)COC(=O)CCCCNC(=O)Nc2cccnc2,9995,x0434,-6.273110,x0434,-6.27311,active-noncovalent
c1cc(cnc1)NC(=O)NCC(F)(F)Br,9400,x0434,-6.272896,x0434,-6.272896,active-noncovalent
CC[C@](C)(C(=O)OCC)NC(=O)Nc1cccnc1,5322,x0434,-6.272865,x0434,-6.272865,active-noncovalent
CC[NH+](CC)Cc1ccccc1CNC(=O)Nc2cccnc2,2752,x0434,-6.272444,x0434,-6.272444,active-noncovalent
c1cc(cnc1)NC(=O)N[C@H]2C[C@]23CC3(F)F,13292,x0434,-6.272301,x0434,-6.272301,active-noncovalent
c1ccc(c(c1)C[NH+]2CCC(CC2)O)NC(=O)Nc3cccnc3,2531,x0434,-6.272048,x0434,-6.272048,active-noncovalent
c1cc(cnc1)NC(=O)NC2CC[NH+](CC2)CC(=O)N3CCCC3,13957,x0434,-6.271938,x0434,-6.271938,active-noncovalent
Cn1c(nnc1Br)CCNC(=O)Nc2cccnc2,11335,x0434,-6.271769,x0434,-6.271769,active-noncovalent
CC(C)[C@H](C#C)NC(=O)Nc1cccnc1,7504,x0434,-6.271618,x0434,-6.271618,active-noncovalent
C#CCn1cc(cn1)CNC(=O)Nc2cccnc2,7192,x0434,-6.270968,x0434,-6.270968,active-noncovalent
CO[C@@H](CNC(=O)Nc1cccnc1)c2cccc(c2)F,14675,x0434,-6.270938,x0434,-6.270938,active-noncovalent
C[C@@H](c1ccc(nc1Cl)C(F)(F)F)NC(=O)Nc2cccnc2,14057,x0434,-6.270514,x0434,-6.270514,active-noncovalent
c1cc(cnc1)NC(=O)NC[C@@H]2CC=CCO2,7539,x0434,-6.270308,x0434,-6.270308,active-noncovalent
CCS(=O)(=O)c1cccnc1CNC(=O)Nc2cccnc2,7611,x0434,-6.270189,x0434,-6.270189,active-noncovalent
CC(C)[C@@H](CNC(=O)Nc1cccnc1)c2ccc(c(c2)F)F,13997,x0434,-6.269784,x0434,-6.269784,active-noncovalent
CC1([C@H]2CC=C([C@@H]1C2)[C@](C)(CNC(=O)Nc3cccnc3)O)C,1952,x0434,-6.269743,x0434,-6.269743,active-noncovalent
c1cc(cnc1)NC(=O)NC2(CC(C2)(F)F)Cn3ccnc3,11384,x0434,-6.269547,x0434,-6.269547,active-noncovalent
Cc1c(ccc(c1O)NC(=O)Nc2cccnc2)O,7166,x0434,-6.269417,x0434,-6.269417,active-noncovalent
C[C@@H](c1ccc(cc1)c2cccnc2)NC(=O)Nc3cccnc3,2459,x0434,-6.269362,x0434,-6.269362,active-noncovalent
CCOc1ccc(cc1OCC)CCNC(=O)Nc2cccnc2,8140,x0434,-6.269279,x0434,-6.269279,active-noncovalent
CCCOc1c(cccn1)CNC(=O)Nc2cccnc2,4963,x0434,-6.269248,x0434,-6.269248,active-noncovalent
C[C@@H](CNC(=O)Nc1cccnc1)C2CC2,11297,x0434,-6.269114,x0434,-6.269114,active-noncovalent
CC(C)(CNC(=O)Nc1cccnc1)C2(CCCCC2)O,12466,x0434,-6.269103,x0434,-6.269103,active-noncovalent
Cc1csc(n1)[C@H](C)NC(=O)Nc2cccnc2,1727,x0434,-6.268840,x0434,-6.26884,active-noncovalent
Cn1ccn2c(nnc2c1=O)CCNC(=O)Nc3cccnc3,3844,x0434,-6.268670,x0434,-6.26867,active-noncovalent
CC(C)c1ccc(c(c1)NC(=O)Nc2cccnc2)Cl,14731,x0434,-6.268560,x0434,-6.26856,active-noncovalent
CC(C)(C)c1ccc(o1)CNC(=O)Nc2cccnc2,5040,x0434,-6.268188,x0434,-6.268188,active-noncovalent
c1cc(cnc1)NC(=O)NCC2CN(C2)C(=O)N,1675,x0434,-6.268099,x0434,-6.268099,active-noncovalent
CC[C@@H](C(=O)OC)NC(=O)Nc1cccnc1,13201,x0434,-6.267687,x0434,-6.267687,active-noncovalent
C[C@H](C(C)(C)NC(=O)Nc1cccnc1)O,7476,x0434,-6.267482,x0434,-6.267482,active-noncovalent
Cc1cc(ccc1F)CC2(CC2)NC(=O)Nc3cccnc3,3814,x0434,-6.267278,x0434,-6.267278,active-noncovalent
Cc1c(n(cn1)CCNC(=O)Nc2cccnc2)C,9165,x0434,-6.267253,x0434,-6.267253,active-noncovalent
CCC(CC)(CNC(=O)Nc1cccnc1)SC,9214,x0434,-6.267182,x0434,-6.267182,active-noncovalent
CCOc1ccccc1CNC(=O)Nc2cccnc2,12824,x0434,-6.267180,x0434,-6.26718,active-noncovalent
C[C@H](COC)[C@H](C)NC(=O)Nc1cccnc1,13204,x0434,-6.267174,x0434,-6.267174,active-noncovalent
CC1([C@H](C[C@H]1OC(C)(C)C)CNC(=O)Nc2cccnc2)C,1970,x0434,-6.267159,x0434,-6.267159,active-noncovalent
CC(C)CCCNC(=O)Nc1cccnc1,3613,x0434,-6.267099,x0434,-6.267099,active-noncovalent
c1cc(cnc1)NC(=O)NC[C@@H]2C[C@H]3C[C@@H]2CC3(F)F,13294,x0434,-6.266901,x0434,-6.266901,active-noncovalent
c1cc(cnc1)NC(=O)NC[C@H]2CCNC(=O)C2,1715,x0434,-6.266836,x0434,-6.266836,active-noncovalent
c1cc(cnc1)NC(=O)NCc2ccc3c(c2)CC(=O)N3,14536,x0434,-6.266613,x0434,-6.266613,active-noncovalent
c1cc(cnc1)NC(=O)NC2[C@@H]3CCC[C@H]2COC3,102,x0434,-6.266488,x0434,-6.266488,active-noncovalent
c1cc(cnc1)NC(=O)Nc2ccc3c(c2)c(c[nH]3)CC#N,12288,x0434,-6.266269,x0434,-6.266269,active-noncovalent
C[C@@H](C1(CCC1)O)NC(=O)Nc2cccnc2,3840,x0434,-6.266254,x0434,-6.266254,active-noncovalent
c1ccc(cc1)CCOc2ccccc2NC(=O)Nc3cccnc3,11864,x0434,-6.266109,x0434,-6.266109,active-noncovalent
c1cc(cnc1)NC(=O)NCc2cc(cc(c2)N)C(F)(F)F,4614,x0434,-6.266088,x0434,-6.266088,active-noncovalent
CCOC(=O)[C@@H](CC1CC(C1)(F)F)NC(=O)Nc2cccnc2,9629,x0434,-6.266039,x0434,-6.266039,active-noncovalent
c1cc(cnc1)NC(=O)N[C@H](C2CCOCC2)C(F)(F)F,14141,x0434,-6.266017,x0434,-6.266017,active-noncovalent
COc1ccccc1C2(CCOCC2)CNC(=O)Nc3cccnc3,4143,x0434,-6.266012,x0434,-6.266012,active-noncovalent
C[C@H](c1c(cccn1)F)NC(=O)Nc2cccnc2,12937,x0434,-6.265963,x0434,-6.265963,active-noncovalent
