SMILES,TITLE,intermediate
Cn1ccc(n1)CC(=O)NCC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-258702_3,C2_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CCCNC(=O)C5(CC5)S(=O)(=O)N,EN300-223741_4,C3_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)NC(=O)c5cn(nn5)C6CCOCC6,EN300-215968_1,C0_amine
CN(C)C(=O)Cn1cc(nn1)C(=O)NC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-52382_2,C1_amine
COCCCOCC(=O)NCC[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,EN300-125769_3,C2_amine
CCn1ncc(n1)C(=O)NCCC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-215465_4,C3_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)NC(=O)c5cc(cnc5)n6ccnn6,EN300-151298_1,C0_amine
CC(C)C(C(=O)NC[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4)N5CCN(CC5)C,EN300-52961_2,C1_amine
CN1CCC(C1=O)C(=O)NCC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-141695_3,C2_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CCCNC(=O)CN5CCOC5=O,EN300-172179_4,C3_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)NC(=O)c5ccc(cn5)n6cncn6,EN300-195855_1,C0_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CNC(=O)CNC(=O)c5cccc(c5)O,EN300-54417_2,C1_amine
CC1(CCC(=O)N1)C(=O)NCC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-177118_3,C2_amine
CN(C)CC(CC(=O)NCCC[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4)O,EN300-216916_4,C3_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)NC(=O)c5ccc(cn5)n6cncn6,EN300-195855_1,C0_amine
CCN1CCN(C(=O)C1=O)CC(=O)NC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-39961_2,C1_amine
CN(C)S(=O)(=O)CC(=O)NCC[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,EN300-133128_3,C2_amine
CC1CN(CC1C(=O)NCCC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5)C,EN300-218293_4,C3_amine
CC(=O)NC(C1CCOCC1)C(=O)N[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-158292_1,C0_amine
COCCn1cc(ccc1=O)C(=O)NC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-44014_2,C1_amine
CC1C(CCN1C)C(=O)NCC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-177812_3,C2_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CCCNC(=O)C5CCC5C(=O)N,EN300-217107_4,C3_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)NC(=O)C5(CCCCC5)n6cnnn6,EN300-186536_1,C0_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CNC(=O)c5cnc6ccccn6c5=O,EN300-35781_2,C1_amine
Cn1c(=O)cc([nH]1)C(=O)NCC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-150749_3,C2_amine
CC1CCN(C1)CC(=O)NCCC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-217418_4,C3_amine
CC(=O)N1C[C@H](C[C@@H]1C(=O)N[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5)O,EN300-158274_1,C0_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CNC(=O)CCNC(=O)c5ccncc5,EN300-39033_2,C1_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CCNC(=O)c5cnncc5O,EN300-243828_3,C2_amine
Cn1c(ncn1)CC(=O)NCCC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-209316_4,C3_amine
CC(=O)N1C[C@@H](C[C@@H]1C(=O)N[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5)O,EN300-158260_1,C0_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CNC(=O)c5cccc(c5)OCC(=O)N,EN300-30687_2,C1_amine
CN(C)CC1(CC1)C(=O)NCC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-205680_3,C2_amine
CNS(=O)(=O)NCC(=O)NCCC[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,EN300-148908_4,C3_amine
Cn1c(c(cn1)C(=O)N[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5)n6cnnc6,EN300-157527_1,C0_amine
COCCn1c(=O)ccc(n1)C(=O)NC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-23417_2,C1_amine
CC1(CN(C1)CC(=O)NCC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5)C,EN300-220013_3,C2_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CCCNC(=O)CCn5cnnn5,EN300-191904_4,C3_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)NC(=O)c5cc6c(cn5)nc[nH]c6=O,EN300-151756_1,C0_amine
Cc1nc(nn1c2[nH]cnn2)C(=O)NC[C@]3(CCOc4c3cc(cc4)Cl)C(=O)Nc5cncc6c5cccc6,EN300-26973_2,C1_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CCNC(=O)CCc5c[nH]nn5,EN300-244947_3,C2_amine
Cc1c(nc[nH]1)CC(=O)NCCC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-186929_4,C3_amine
CN(CCO)c1ccnc(c1)C(=O)N[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-153302_1,C0_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CNC(=O)c5cccc(c5)n6cnnn6,EN300-09239_2,C1_amine
CN(C)C(C1CC1)C(=O)NCC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-114643_3,C2_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CCCNC(=O)CCc5[nH]ccn5,EN300-188650_4,C3_amine
CC1(COC1)Cn2cc(nn2)C(=O)N[C@]3(CCOc4c3cc(cc4)Cl)C(=O)Nc5cncc6c5cccc6,EN300-135660_1,C0_amine
Cc1cc(n2c(n1)nc(n2)C(=O)NC[C@]3(CCOc4c3cc(cc4)Cl)C(=O)Nc5cncc6c5cccc6)C,EN300-00904_2,C1_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CCNC(=O)C(=O)NCC5CC5,EN300-173216_3,C2_amine
CS(=O)(=O)C1(CC1)C(=O)NCCC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-191495_4,C3_amine
Cn1c2c(cn1)c(c(cn2)C(=O)N[C@]3(CCOc4c3cc(cc4)Cl)C(=O)Nc5cncc6c5cccc6)O,EN300-124384_1,C0_amine
CN(C)CCN1CC(CC1=O)C(=O)NC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-51735_2,C1_amine
CCCS(=O)(=O)CC(=O)NCC[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,EN300-52325_3,C2_amine
Cc1ncc(n1C)C(=O)NCCC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-189671_4,C3_amine
CC[C@H](C)[C@@H](C(=O)N[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4)NC(=O)N,EN300-87527_1,C0_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CNC(=O)c5ccc(nc5)n6cncn6,EN300-27261_2,C1_amine
Cc1c(cnn1C)C(=O)NCC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-25866_3,C2_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CCCNC(=O)Cc5cncnc5,EN300-185751_4,C3_amine
Cc1c(c(nc(=O)[nH]1)C)CCC(=O)N[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-111996_1,C0_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CNC(=O)c5cccnc5n6cncn6,EN300-28571_2,C1_amine
COc1cc([nH]n1)C(=O)NCC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-233864_3,C2_amine
CC1C(NC(=O)O1)C(=O)NCCC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-172640_4,C3_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)NC(=O)c5ccccc5n6cnnn6,EN300-09325_1,C0_amine
CC(C)(C)OC(=O)N[C@H](CO)C(=O)NC[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,EN300-96262_2,C1_amine
Cc1cnn(c1C(=O)NCC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5)C,EN300-233079_3,C2_amine
COC1(CCOC1)C(=O)NCCC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-174668_4,C3_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)NC(=O)c5ccc(cc5)OCC(=O)N,EN300-14949_1,C0_amine
CC(C)(C)OC(=O)NC[C@@H](C(=O)NC[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4)O,EN300-781041_2,C1_amine
Cn1cc([nH]c1=O)C(=O)NCC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-226889_3,C2_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CCCNC(=O)CCn5ccnn5,EN300-28871_4,C3_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)NC(=O)CNC(=O)c5c(cccn5)O,EN300-115421_1,C0_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CNC(=O)[C@]56CC[C@H](C5)[C@@H]([C@@H]6O)O,EN300-7432302_2,C1_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CCNC(=O)C5(CC5)S(=O)(=O)N,EN300-223741_3,C2_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CCCNC(=O)CCc5cnc[nH]5,EN300-145616_4,C3_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)NC(=O)COc5ccc(cc5)C(=O)N,EN300-55498_1,C0_amine
Cn1cnnc1[C@@H]2CC[C@@H]2C(=O)NC[C@]3(CCOc4c3cc(cc4)Cl)C(=O)Nc5cncc6c5cccc6,EN300-3143295_2,C1_amine
CCn1ncc(n1)C(=O)NCC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-215465_3,C2_amine
CC(=C)[C@H](CC(=O)NCCC[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4)O,EN300-155498_4,C3_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)NC(=O)c5cn(c(=O)[nH]c5=O)CCO,EN300-101291_1,C0_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CNC(=O)[C@@H]5C[C@@H]6CCCN6C(=O)N5,EN300-7473309_2,C1_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CCNC(=O)CN5CCOC5=O,EN300-172179_3,C2_amine
CC1(CC(=O)NC1)C(=O)NCCC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-132157_4,C3_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)NC(=O)c5cnc(cn5)n6cccn6,EN300-108506_1,C0_amine
C[C@H](C(=O)NC[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4)NC(=O)Cn5cnnn5,EN300-649743_2,C1_amine
CN(C)CC(CC(=O)NCC[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4)O,EN300-216916_3,C2_amine
Cc1c(n(cn1)C)C(=O)NCCC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-6498351_4,C3_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)NC(=O)CCC(=O)N5CCC(CC5)O,EN300-51889_1,C0_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CNC(=O)[C@H]5[C@H]6CCOC[C@H]6CO5,EN300-746830_2,C1_amine
CC1CN(CC1C(=O)NCC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5)C,EN300-218293_3,C2_amine
C[C@@H](C(=O)NCCC[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4)NC(=O)N,EN300-152705_4,C3_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)NC(=O)C5CC(=O)N(C5)c6c[nH]nc6,EN300-99064_1,C0_amine
C[C@@H](C(=O)NC[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4)NC(=O)Cn5cnnn5,EN300-651177_2,C1_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CCNC(=O)C5CCC5C(=O)N,EN300-217107_3,C2_amine
CN1C(CCC1=O)C(=O)NCCC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-132963_4,C3_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)NC(=O)C(c5c[nH]c(=O)[nH]c5=O)(F)F,EN300-93174_1,C0_amine
C[C@@H]1[C@H]([C@H](C(=O)N1C)O)C(=O)NC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-378828_2,C1_amine
CC1CCN(C1)CC(=O)NCC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-217418_3,C2_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CCCNC(=O)CCCCC(=O)N,EN300-142412_4,C3_amine
Cc1cc(cc(=O)n1CCC(=O)N[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5)O,EN300-103435_1,C0_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CNC(=O)[C@H]5[C@H](OCCO5)C(F)(F)F,EN300-322400_2,C1_amine
Cn1c(ncn1)CC(=O)NCC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-209316_3,C2_amine
Cn1cncc1CC(=O)NCCC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-152418_4,C3_amine
CC(=O)NCCNC(=O)CCC(=O)N[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,EN300-73507_1,C0_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CNC(=O)CC[C@H]5CC[C@H](O5)C(=O)N,EN300-364992_2,C1_amine
CNS(=O)(=O)NCC(=O)NCC[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,EN300-148908_3,C2_amine
Cn1c(=O)c(c[nH]1)C(=O)NCCC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-7437779_4,C3_amine
CC(C(=O)N[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4)NC(=O)C5CCOCC5,EN300-73102_1,C0_amine
CN(C)C(=O)[C@@H]1CC[C@@H](O1)C(=O)NC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-314890_2,C1_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CCNC(=O)CCn5cnnn5,EN300-191904_3,C2_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CCCNC(=O)C(=O)NCC(F)F,EN300-128277_4,C3_amine
Cc1cc2[nH]c(=O)c(cn2n1)C(=O)N[C@]3(CCOc4c3cc(cc4)Cl)C(=O)Nc5cncc6c5cccc6,EN300-61860_1,C0_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CNC(=O)c5cn(nn5)[C@@H]6CC[C@H]6O,EN300-316196_2,C1_amine
Cc1c(nc[nH]1)CC(=O)NCC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-186929_3,C2_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CCCNC(=O)[C@@H]5CCC(=O)N5,EN300-72896_4,C3_amine
Cc1nnc(n1C)CN(C)CC(=O)N[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-59836_1,C0_amine
CC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)NC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-196320_2,C1_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CCNC(=O)CCc5[nH]ccn5,EN300-188650_3,C2_amine
COc1cc(on1)C(=O)NCCC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-131465_4,C3_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)NC(=O)c5ccc(nn5)n6ccnc6,EN300-61898_1,C0_amine
CC(=O)N1C[C@H](C[C@@H]1C(=O)NC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5)OC,EN300-158272_2,C1_amine
CS(=O)(=O)C1(CC1)C(=O)NCC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-191495_3,C2_amine
CC(=O)N1CC(C1)C(=O)NCCC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-74876_4,C3_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)NC(=O)c5ccnc(c5)n6cncn6,EN300-58433_1,C0_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CNC(=O)[C@@H]5C[C@@H]6CS(=O)(=O)C[C@@H]6C5,EN300-7438088_2,C1_amine
Cc1ncc(n1C)C(=O)NCC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-189671_3,C2_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CCCNC(=O)CC(=O)NC5CC5,EN300-128464_4,C3_amine
CN(C)C(=O)Cn1cc(nn1)C(=O)N[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-52382_1,C0_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CNC(=O)c5cn(nn5)[C@@H]6COC[C@H]6O,EN300-637424_2,C1_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CCNC(=O)Cc5cncnc5,EN300-185751_3,C2_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CCCNC(=O)C5(CCSCC5)O,EN300-122340_4,C3_amine
CC(C)C(C(=O)N[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4)N5CCN(CC5)C,EN300-52961_1,C0_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CNC(=O)[C@@H]5C[C@H]6CC[C@@H](C5)S6(=O)=O,EN300-373435_2,C1_amine
CC1C(NC(=O)O1)C(=O)NCC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-172640_3,C2_amine
CNS(=O)(=O)CCC(=O)NCCC[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,EN300-123205_4,C3_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)NC(=O)CNC(=O)c5cccc(c5)O,EN300-54417_1,C0_amine
Cn1cc(cn1)[C@@H]2CCO[C@@H]2C(=O)NC[C@]3(CCOc4c3cc(cc4)Cl)C(=O)Nc5cncc6c5cccc6,EN300-305454_2,C1_amine
COC1(CCOC1)C(=O)NCC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-174668_3,C2_amine
CC(C(=O)NCCC[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4)n5cncn5,EN300-30397_4,C3_amine
CCN1CCN(C(=O)C1=O)CC(=O)N[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-39961_1,C0_amine
COCc1nc(on1)[C@@H]2C[C@@H]2C(=O)NC[C@]3(CCOc4c3cc(cc4)Cl)C(=O)Nc5cncc6c5cccc6,EN300-7432198_2,C1_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CCNC(=O)CCn5ccnn5,EN300-28871_3,C2_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CCCNC(=O)C5(CC5)NC(=O)N,EN300-123614_4,C3_amine
COCCn1cc(ccc1=O)C(=O)N[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-44014_1,C0_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CNC(=O)c5cn(nn5)[C@@H]6COC[C@@H]6F,EN300-6759512_2,C1_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CCNC(=O)CCc5cnc[nH]5,EN300-145616_3,C2_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CCCNC(=O)c5cc(on5)CO,EN300-95507_4,C3_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)NC(=O)c5cnc6ccccn6c5=O,EN300-35781_1,C0_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CNC(=O)[C@H]5[C@H](CCO5)Cn6ccnc6,EN300-310173_2,C1_amine
CC(=C)[C@H](CC(=O)NCC[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4)O,EN300-155498_3,C2_amine
Cc1c(c(n[nH]1)C(=O)NCCC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5)O,EN300-114526_4,C3_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)NC(=O)CCNC(=O)c5ccncc5,EN300-39033_1,C0_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CNC(=O)[C@H]5[C@H](CCO5)Cn6cccn6,EN300-304627_2,C1_amine
CC1(CC(=O)NC1)C(=O)NCC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-132157_3,C2_amine
CN1CC(CC1=O)C(=O)NCCC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-33601_4,C3_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)NC(=O)c5cccc(c5)OCC(=O)N,EN300-30687_1,C0_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CNC(=O)[C@H]5C[C@H]6C[C@@H](C5)[C@@H]([C@@H](C6)O)O,EN300-6487755_2,C1_amine
Cc1c(n(cn1)C)C(=O)NCC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-6498351_3,C2_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CCCNC(=O)Cc5cncnc5,EN300-185751_4,C3_amine
COCCn1c(=O)ccc(n1)C(=O)N[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-23417_1,C0_amine
C[C@@H](C(=O)NCC[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4)NC(=O)N,EN300-152705_3,C2_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CCCNC(=O)CN5CCOCC5,EN300-41518_4,C3_amine
Cc1nc(nn1c2[nH]cnn2)C(=O)N[C@]3(CCOc4c3cc(cc4)Cl)C(=O)Nc5cncc6c5cccc6,EN300-26973_1,C0_amine
CN1C(CCC1=O)C(=O)NCC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-132963_3,C2_amine
CCC(=O)NC(C)C(=O)NCCC[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,EN300-31148_4,C3_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)NC(=O)c5cccc(c5)n6cnnn6,EN300-09239_1,C0_amine
