smiles,broad_id,pert_iname,vendor,catalog_no,vendor_name
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c2n1cc(C(O)=O)c3=O,BRD-K09471561-001-20-8,levofloxacin,Selleck,S1940,Levofloxacin
CC(C)=CCC[C@](C)(O)[C@H]1CCC(C)=CC1,BRD-K62751771-001-01-3,levomenol,Sigma,MFCD03412455,(2S)-6-methyl-2-[(1S)-4-methyl-3-cyclohexen-1-yl]-5-hepten-2-ol
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,BRD-K50329370-001-08-2,levomenthol,MicroSource,1503134,LEVOMENTHOL
CC(C)C1CCC(C)CC1O,BRD-A54393207-001-03-6,levomenthol,Sigma,M2772,2-isopropyl-5-methylcyclohexanol
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,BRD-K50329370-001-09-0,levomenthol,Sigma,V900632,"(1R,2S,5R)-2-isopropyl-5-methylcyclohexanol"
COc1ccc2Sc3ccccc3N(C[C@H](C)CN(C)C)c2c1,BRD-K35559145-050-08-5,levomepromazine,Prestwick,Prestw-797,Methotrimeprazine maleat salt
COc1ccc2Sc3ccccc3N(C[C@H](C)CN(C)C)c2c1,BRD-K35559145-001-01-3,levomepromazine,Sigma,MFCD00083418,"(2R)-3-(2-methoxy-10H-phenothiazin-10-yl)-N,N,2-trimethyl-1-propanamine"
C(C1CN2CCC1CC2)N1c2ccccc2Sc2ccccc12,BRD-A67616246-001-07-9,levomequitazine,Vitas-M,STK324459,
C[C@H](N)[C@H](O)c1ccc(O)c(O)c1,BRD-K02976377-001-08-2,levonordefrin,Sigma,MFCD00134415,"4-[(1R,2S)-2-amino-1-hydroxypropyl]-1,2-benzenediol"
C[C@H](N)[C@H](O)c1ccc(O)c(O)c1,BRD-K02976377-001-07-4,levonordefrin,MicroSource,1500365,LEVONORDEFRIN
CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,BRD-K35189033-001-28-7,levonorgestrel,Tocris,4833,Levonorgestrel
CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,BRD-K35189033-001-30-3,levonorgestrel,Selleck,S1727,Levonorgestrel
CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,BRD-K35189033-001-29-5,levonorgestrel,Selleck,S1727,Levonorgestrel
CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,BRD-K35189033-001-26-1,levonorgestrel,MicroSource,1502355,LEVONORGESTREL
CCC(=O)OC(Cc1ccccc1)(C(C)CN(C)C)c1ccccc1,BRD-A54635441-078-09-1,levopropoxyphene,Prestwick,Prestw-1054,Levopropoxyphene napsylate
C[C@@H]1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1,BRD-K03095347-001-05-3,levosimendan,Selleck,S2446,Levosimendan
C[C@@H]1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1,BRD-K03095347-001-06-1,levosimendan,MicroSource,1502356,LEVOSIMENDAN
CCN1CCC[C@H]1CNC(=O)c1cc(ccc1OC)S(N)(=O)=O,BRD-K51671335-001-12-2,levosulpiride,Tocris,895,(S)-(-)-Sulpiride
CCN1CCC[C@H]1CNC(=O)c1cc(ccc1OC)S(N)(=O)=O,BRD-K51671335-001-09-8,levosulpiride,Selleck,S2104,Levosulpiride
CCN1CCC[C@H]1CNC(=O)c1cc(ccc1OC)S(N)(=O)=O,BRD-K51671335-001-10-6,levosulpiride,Tocris,895,(S)-(-)-Sulpiride
N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(O)=O,BRD-K30685142-001-16-2,levothyroxine,Selleck,S2599,L-Thyroxine
N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(O)=O,BRD-K30685142-001-15-4,levothyroxine,MicroSource,1500774,LEVOTHYROXINE
N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(O)=O,BRD-K30685142-001-14-7,levothyroxine,Selleck,S2599,L-Thyroxine
N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(O)=O,BRD-K30685142-001-17-0,levothyroxine,Sigma,MFCD00002595,"(2S)-2-amino-3-[4-(4-hydroxy-3,5-diiodophenoxy)-3,5-diiodophenyl]propanoic acid"
CC(=O)C(C#N)C(=O)Nc1cc(Br)ccc1Br,BRD-A30655177-001-14-0,LFM-A13,Tocris,1300,LFM-A13
Cc1cc(ccn1)-c1ncc(CC(=O)Nc2ccc(cn2)-c2cnccn2)cc1C,BRD-K16810791-001-01-0,LGK-974,Selleck,S7143,LGK-974
COC(=O)NC(C)CNc1nccc(n1)-c1cn(nc1-c1cc(Cl)cc(NS(C)(=O)=O)c1F)C(C)C,BRD-A56085258-001-01-8,LGX818,Selleck,S7108,LGX818
Cc1cc2sc(NC(=O)Cc3ccccc3)nc2cc1Cl,BRD-K47409078-001-01-8,LH846,MedChemEx,HY-15704,LH846
Cc1cc2sc(NC(=O)Cc3ccccc3)nc2cc1Cl,BRD-K47409078-001-02-6,LH846,Tocris,4896,LH 846
Clc1cccc(c1)C(c1ccc2nc[nH]c2c1)n1ccnc1,BRD-A57133765-300-01-7,liarozole,Tocris,2705,Liarozole dihydrochloride
NC(=O)N1c2ccccc2CC(O)c2ccccc12,BRD-A22642447-001-02-7,licarbazepine,Tocris,3865,Licarbazepine
NC(=O)N1c2ccccc2CC(O)c2ccccc12,BRD-A22642447-001-01-9,licarbazepine,Tocris,3865,Licarbazepine
COc1cc(O)c(cc1C=CC(=O)c1ccc(O)cc1)C(C)(C)C=C,BRD-K26011976-001-01-0,licochalcone-a,Enzo,430-124,Licochalcone A
CC1(C)Cc2c(c(c(CC(O)=O)n2C1)-c1ccc(Cl)cc1)-c1ccccc1,BRD-K08439945-001-03-9,licofelone,Adooq,A11697,"[6-(4-chlorophenyl)-2,2-dimethyl-7-phenyl-2,3-dihydro-1H-pyrrolizin-5-yl]acetic acid"
CC1(C)Cc2c(c(c(CC(O)=O)n2C1)-c1ccc(Cl)cc1)-c1ccccc1,BRD-K08439945-001-01-3,licofelone,Selleck,S2121,Licofelone
CC1(C)Cc2c(c(c(CC(O)=O)n2C1)-c1ccc(Cl)cc1)-c1ccccc1,BRD-K08439945-001-02-1,licofelone,Selleck,S2121,Licofelone
CNC(=N)NC(=O)Nc1c(C)cccc1C,BRD-K68693535-001-03-4,lidamidine,ChemDiv,8009-0514,
CCN(CC)CC(=O)Nc1c(C)cccc1C,BRD-K52662033-001-19-0,lidocaine,Selleck,S1357,Lidocaine
CCN(CC)CC(=O)Nc1c(C)cccc1C,BRD-K52662033-003-21-2,lidocaine,MicroSource,1500689,LIDOCAINE HYDROCHLORIDE
Cc1cccc(C)c1NC(=O)CN1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,BRD-K62996583-001-10-3,lidoflazine,Prestwick,Prestw-381,Lidoflazine
CCC\C=C1OC(=O)C2=C/1CCC=C2,BRD-K48875051-001-01-0,ligustilide,MedChemEx,HY-N0401,Ligustilide
CCCC[C@H](C)C[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCC\C=C\C(O)=O,BRD-K25015158-001-01-2,limaprost-alfadex,MedChemEx,HY-B0683,Limaprost
CCCC[C@H](C)C[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCC\C=C\C(O)=O,BRD-K25015158-001-02-0,limaprost-alfadex,MedChemEx,HY-B0683,Limaprost
CC(C)C(=O)Nc1ncc(s1)-c1cc(nn1-c1c(Cl)cccc1Cl)C(F)F,BRD-K75373031-001-01-7,LIMKi-3,Tocris,4745,LIMKi 3
CC1(C)O[C@H]2CC(=O)OC[C@@]22[C@H]1CC(=O)[C@]1(C)[C@@H]2CC[C@@]2(C)[C@@H](OC(=O)[C@H]3O[C@@]123)c1ccoc1,BRD-K05906022-001-05-1,limonin,Selleck,S2319,Limonin
C[C@@H](O)C1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@@H](N)CSSC[C@H](NC(=O)[C@H](CSSC[C@H](NC(=O)CNC1=O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCC(O)=O)NC3=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N2,BRD-A55468767-001-01-1,linaclotide,MedChemEx,HY-17584,Linaclotide
CC#CCn1c(nc2n(C)c(=O)n(Cc3nc(C)c4ccccc4n3)c(=O)c12)N1CCC[C@@H](N)C1,BRD-K96550715-003-01-4,linagliptin,MicroSource,1503880,LINAGLIPTIN HYDROCHLORIDE
CC#CCn1c(nc2n(C)c(=O)n(Cc3nc(C)c4ccccc4n3)c(=O)c12)N1CCC[C@@H](N)C1,BRD-K96550715-001-03-4,linagliptin,MicroSource,1506323,LINAGLIPTIN
CC#CCn1c(nc2n(C)c(=O)n(Cc3nc(C)c4ccccc4n3)c(=O)c12)N1CCC[C@@H](N)C1,BRD-K96550715-001-04-2,linagliptin,Selleck,S3031,Linagliptin (BI-1356)
CC#CCn1c(nc2n(C)c(=O)n(Cc3nc(C)c4ccccc4n3)c(=O)c12)N1CCC[C@@H](N)C1,BRD-K96550715-001-02-6,linagliptin,Selleck,S3031,Linagliptin
CC(C)=CCCC(C)(O)C=C,BRD-A43082461-001-06-3,linalool,InterBioScreen,STOCK1N-50425,
CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@@H](C)O)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@@H]1O,BRD-K81447180-003-21-4,lincomycin,Selleck,S2479,Lincomycin hydrochloride (Lincocin)
CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@@H]([C@H](C)O)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O,BRD-K08033334-003-04-3,lincomycin,MicroSource,1500368,LINCOMYCIN HYDROCHLORIDE
CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@@H](C)O)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@@H]1O,BRD-K81447180-001-01-0,lincomycin,Selleck,S2479,Lincomycin HCl
Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,BRD-K93814253-001-06-8,lindane,MedChemEx,HY-A0085,Lindane
Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,BRD-K93814253-001-05-0,lindane,MedChemEx,HY-A0085,Lindane
Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,BRD-K93814253-001-04-3,lindane,MicroSource,330071,LINDANE
CC(=O)NC[C@H]1CN(C(=O)O1)c1ccc(N2CCOCC2)c(F)c1,BRD-K66876909-001-15-9,linezolid,Tocris,3765,Linezolid
CC(=O)NC[C@H]1CN(C(=O)O1)c1ccc(N2CCOCC2)c(F)c1,BRD-K66876909-001-12-6,linezolid,MicroSource,1502385,LINEZOLID
CC(=O)NC[C@H]1CN(C(=O)O1)c1ccc(N2CCOCC2)c(F)c1,BRD-K66876909-001-11-8,linezolid,Selleck,S1408,Linezolid
Cc1ccc(F)c(NC(=O)Nc2ccc(cc2)-c2cccc3[nH]nc(N)c23)c1,BRD-K99749624-001-07-0,linifanib,Selleck,S1003,Linifanib (ABT-869)
CCCCC\C=C/C\C=C/CCCCCCCC(O)=O,BRD-K08973992-001-06-2,linoleic-acid,Sigma,62230,"(9Z,12Z)-9,12-octadecadienoic acid"
O=C1N(c2ccccc2C1(Cc1ccncc1)Cc1ccncc1)c1ccccc1,BRD-K59332007-300-03-5,linopirdine,Tocris,1999,Linopirdine dihydrochloride
O=C1N(c2ccccc2C1(Cc1ccncc1)Cc1ccncc1)c1ccccc1,BRD-K59332007-300-02-7,linopirdine,Tocris,1999,Linopirdine dihydrochloride
Nc1c[n+](no1)N1CCOCC1,BRD-K86344238-003-04-6,linsidomine,EMDBio,567028-20MG,"SIN-1, Hydrochloride"
Nc1c[n+](no1)N1CCOCC1,BRD-K86344238-003-03-8,linsidomine,Cayman,82220,
C[C@@]1(O)C[C@@H](C1)c1nc(-c2ccc3ccc(nc3c2)-c2ccccc2)c2c(N)nccn12,BRD-K86118762-001-01-8,linsitinib,Selleck,S1091,OSI-906 (Linsitinib)
C[C@@]1(O)C[C@@H](C1)c1nc(-c2ccc3ccc(nc3c2)-c2ccccc2)c2c(N)nccn12,BRD-K86118762-001-05-9,linsitinib,Selleck,S1091,OSI-906 (Linsitinib)
N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(O)=O,BRD-K89152108-236-06-8,liothyronine,MicroSource,1502047,LIOTHYRONINE (L- isomer) SODIUM
N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(O)=O,BRD-K89152108-236-05-0,liothyronine,Selleck,S4217,Liothyronine Sodium
N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(O)=O,BRD-K89152108-236-07-6,liothyronine,Selleck,S4217,Liothyronine Sodium
N[C@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(O)=O,BRD-K46428823-001-02-5,liothyronine-(isomer),MicroSource,1500778,LIOTHYRONINE
NC(=O)CCCCC1CCSS1,BRD-A14440173-001-03-4,lipoamide,MicroSource,1505740,LIPOAMIDE
CCCCCCCCCCCCCCCC(=O)NC(CCC(=O)NCCCCC(NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(N)=O)NC(=O)CNC(=O)C(CCC(O)=O)NC(=O)C(CC(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(NC(=O)C(CC(O)=O)NC(=O)C(CO)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)CNC(=O)C(CCC(O)=O)NC(=O)C(C)NC(=O)C(N)Cc1cnc[nH]1)C(C)O)C(C)O)C(C)C)C(=O)NC(CCC(O)=O)C(=O)NC(Cc1ccccc1)C(=O)NC(C(C)CC)C(=O)NC(C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CCCNC(N)=N)C(=O)NCC(=O)NC(CCCNC(N)=N)C(=O)NCC(O)=O)C(O)=O,BRD-A48274390-001-01-8,liraglutide,MedChemEx,HY-P0014,Liraglutide
COc1cccc(n1)N(C)C(=S)Oc1ccc2CCCCc2c1,BRD-K35775715-001-03-1,liranaftate,Selleck,S1997,Liranaftate
CS(=O)(=O)Oc1ccc2c(NC(N)=O)c(oc2c1)C(=O)c1ccc(Cl)cc1Cl,BRD-K31339321-001-03-6,lirimilast,Enamine,Z1629752566,
Nc1ccc(cc1)C(=O)OCC(O)CO,BRD-A76533773-001-01-9,lisadimate,Sigma,MFCD00017109,"2,3-dihydroxypropyl 4-aminobenzoate"
NCCCC[C@H](N[C@@H](CCc1ccccc1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O,BRD-K67966701-001-10-8,lisinopril,Selleck,S2076,Lisinopril (Zestril)
NCCCC[C@H](N[C@@H](CCc1ccccc1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O,BRD-K67966701-001-11-6,lisinopril,MicroSource,1501217,LISINOPRIL
NCCCC[C@H](N[C@@H](CCc1ccccc1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O,BRD-K67966701-001-12-4,lisinopril,Selleck,S2076,Lisinopril (Zestril)
CC(O)CCCCn1c(=O)n(C)c2ncn(C)c2c1=O,BRD-A05334458-001-02-8,lisofylline,Enzo,LP102,Lisofylline
CCN(CC)C(=O)N[C@@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34,BRD-K67943528-050-01-4,lisuride,Enzo,AC1560,Lisuride Maleate
CC(=O)CC(O)=O,BRD-K73234506-235-02-1,lithium-acetoacetate,SantaCruz,sc-215253,
[Li].[Li].[Li].OC(=O)CC(O)(CC(O)=O)C(O)=O,BRD-M41245765-001-04-2,lithium-citrate,MicroSource,1504269,LITHIUM CITRATE
[Li].[Li].[Li].OC(=O)CC(O)(CC(O)=O)C(O)=O,BRD-M41245765-001-05-9,lithium-citrate,Selleck,S4399,lithium citrate
[Li].[Li].[Li].OC(=O)CC(O)(CC(O)=O)C(O)=O,BRD-M41245765-001-03-4,lithium-citrate,Selleck,S4399,Lithium Citrate
C[C@H](CCC(O)=O)[C@@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,BRD-K04497194-001-02-1,lithocholic-acid,Selleck,S4003,Lithocholic acid
CCNCCS(=O)(=O)NC[C@]1(SC(NC(=O)C(C)(C)C)=NN1C(=O)C(C)(C)C)c1ccccc1,BRD-K83029223-001-01-3,litronesib,MedChemEx,HY-14846,Litronesib
Cc1ccc(F)cc1C(=O)Nc1ccc(C(=O)N2Cc3cccn3Cc3ccccc23)c(Cl)c1,BRD-K59391348-001-01-7,lixivaptan,Carbosynth,FL24915,"N-[3-chloro-4-(5H-pyrrolo[2,1-c][1,4]benzodiazepin-10(11H)-ylcarbonyl)phenyl]-5-fluoro-2-methylbenzamide"
OCCNC(=O)c1cc(cc(c1)C(=O)NCCO)C(=O)NCCO,BRD-K70404782-001-01-6,LM-22A4,Tocris,4607,LM 22A4
CCC(C)C(N)C(=O)NCCN1CCOCC1,BRD-A04649065-001-01-7,LM11A-31,Enamine,Z393627376,2-amino-3-methyl-N-[2-(4-morpholinyl)ethyl]pentanamide
CC1(C)CC(CC(C)(C)N1)Oc1ccc(nn1)-c1ccc(cc1O)-c1cn[nH]c1,BRD-K08532119-001-01-5,LMI070,MedChemEx,HY-19620,LMI070
Cc1cc(C)cc(c1)C(=O)NOCCCCCC(=O)NO,BRD-K49921286-001-02-6,LMK-235,Tocris,4830,LMK 235
CN1[C@H](C[C@H](O)c2ccccc2)CCC[C@@H]1CC(=O)c1ccccc1,BRD-K66206289-003-22-1,lobeline,MedChemEx,HY-B0979,Lobeline (hydrochloride)
CN1C(CC(O)c2ccccc2)CCCC1CC(=O)c1ccccc1,BRD-A65243462-003-04-4,lobeline,MicroSource,1500758,LOBELINE HYDROCHLORIDE
CN1[C@H](C[C@H](O)c2ccccc2)CCC[C@@H]1CC(=O)c1ccccc1,BRD-K66206289-003-20-5,lobeline,Tocris,1077,(-)-Lobeline hydrochloride
CN1[C@H](C[C@H](O)c2ccccc2)CCC[C@@H]1CC(=O)c1ccccc1,BRD-K66206289-065-01-4,lobeline,Sigma,MFCD00135592,"sulfuric acid compound with 2-{(2R,6S)-6-[(2S)-2-hydroxy-2-phenylethyl]-1-methyl-2-piperidinyl}-1-phenylethanone (1:2)"
CN1[C@H](C[C@H](O)c2ccccc2)CCC[C@@H]1CC(=O)c1ccccc1,BRD-K66206289-003-21-3,lobeline,MedChemEx,HY-B0979,Lobeline (hydrochloride)
CCOC(=O)Nc1nc2ccccc2[nH]1,BRD-K15834839-001-02-3,lobendazole,MicroSource,1505440,LOBENDAZOLE
OC(=O)c1ccccc1Nc1cc(Cl)ccc1C(O)=O,BRD-K55847762-304-01-7,lobenzarit,AKSci,K046,
OC(=O)C(=O)Nc1cc(cc(NC(=O)C(O)=O)c1Cl)C#N,BRD-K66937583-001-01-2,lodoxamide,Prestwick,Prestw-1746,Lodoxamide
Cc1nc[nH]c1-c1ccc(Cl)cc1,BRD-K06388517-001-01-2,lofemizole,AMS,A001365113,5-(4-chlorophenyl)-4-methyl-1H-imidazole
CN(CCCN1c2ccccc2CCc2ccccc12)CC(=O)c1ccc(Cl)cc1,BRD-K82147103-001-02-7,lofepramine,Tocris,2545,Lofepramine
CN(CCCN1c2ccccc2CCc2ccccc12)CC(=O)c1ccc(Cl)cc1,BRD-K82147103-003-05-6,lofepramine,Key,KS-1301,"1-(4-chlorophenyl)-2-[[3-(10,11-dihydro-5H-dibenzo[b,f]azepin-5-yl)propyl](methyl)amino]ethanone hydrochloride"
CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,BRD-A02990301-003-05-8,lofexidine,Selleck,S4400,Lofexidine  HCl
CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,BRD-A02990301-003-06-6,lofexidine,MicroSource,1502357,LOFEXIDINE  HYDROCHLORIDE
CCn1cc(C(O)=O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c12,BRD-A75850590-003-09-8,lomefloxacin,Selleck,S2539,Lomefloxacin HCl
CCn1cc(C(O)=O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c12,BRD-A75850590-213-01-0,lomefloxacin,MicroSource,1502037,LOMEFLOXACIN
Nc1nc(OCc2cc(Br)cs2)c2[nH]cnc2n1,BRD-K27955832-001-02-9,lomeguatrib,Selleck,S8056,Lomeguatrib
Nc1nc(OCc2cc(Br)cs2)c2[nH]cnc2n1,BRD-K27955832-001-05-2,lomeguatrib,Tocris,4359,Lomeguatrib
COc1ccc(CN2CCN(CC2)C(c2ccc(F)cc2)c2ccc(F)cc2)c(OC)c1OC,BRD-K62858456-001-01-8,lomerizine,MicroSource,1502303,LOMERIZINE HYDROCHLORIDE
COc1ccc(CN2CCN(CC2)C(c2ccc(F)cc2)c2ccc(F)cc2)c(OC)c1OC,BRD-K62858456-300-01-4,lomerizine,Selleck,S4084,Lomerizine HCl
Nc1nc(O)c2C[C@@H](CCc3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)CNc2n1,BRD-K66036108-001-01-9,lometrexol,Cayman,18049,"(2S)-2-[(4-{2-[(6R)-2-amino-4-oxo-3,4,5,6,7,8-hexahydropyrido[2,3-d]pyrimidin-6-yl]ethyl}benzoyl)amino]pentanedioic acid"
FC(F)(F)CNC(=O)C1(CCCCN2CCC(CC2)NC(=O)c2ccccc2-c2ccc(cc2)C(F)(F)F)c2ccccc2-c2ccccc12,BRD-K92213669-001-01-3,lomitapide,MedChemEx,HY-14667,Lomitapide
[O-][N+]N(CCCl)C(=O)NC1CCCCC1,BRD-K51768138-001-10-9,lomustine,MedChemEx,HY-13669,Lomustine
[O-][N+]N(CCCl)C(=O)NC1CCCCC1,BRD-K51768138-001-09-1,lomustine,MedChemEx,HY-13669,Lomustine
[O-][N+]N(CCCl)C(=O)NC1CCCCC1,BRD-K51768138-001-04-2,lomustine,Selleck,S1840,Lomustine
[O-][N+]N(CCCl)C(=O)NC1CCCCC1,BRD-K51768138-001-07-5,lomustine,Selleck,S1840,Lomustine (CeeNU)
[O-][N+]N(CCCl)C(=O)NC1CCCCC1,BRD-K51768138-001-05-9,lomustine,MicroSource,1502301,LOMUSTINE
NC(=O)N1CCC(CC(=O)N2CCC(CC2)[C@H]2c3ncc(Br)cc3CCc3cc(Cl)cc(Br)c23)CC1,BRD-K41599323-001-02-3,lonafarnib,Selleck,S2797,Lonafarnib
OC(=O)c1nn(Cc2ccc(Cl)cc2Cl)c2ccccc12,BRD-K78513633-001-16-5,lonidamine,Tocris,1646,Lonidamine
OC(=O)c1nn(Cc2ccc(Cl)cc2Cl)c2ccccc12,BRD-K78513633-001-15-7,lonidamine,MicroSource,1503225,LONIDAMINE
OC(=O)c1nn(Cc2ccc(Cl)cc2Cl)c2ccccc12,BRD-K78513633-001-13-2,lonidamine,Selleck,S2610,Lonidamine
OC(=O)c1nn(Cc2ccc(Cl)cc2Cl)c2ccccc12,BRD-K78513633-001-14-0,lonidamine,Tocris,1646,Lonidamine
CN(C)C(=O)C(CCN1CCC(O)(CC1)c1ccc(Cl)cc1)(c1ccccc1)c1ccccc1,BRD-K61250553-003-30-6,loperamide,Tocris,840,Loperamide hydrochloride
CN(C)C(=O)C(CCN1CCC(O)(CC1)c1ccc(Cl)cc1)(c1ccccc1)c1ccccc1,BRD-K61250553-003-32-2,loperamide,MicroSource,2300241,LOPERAMIDE HYDROCHLORIDE
CN(C)C(=O)C(CCN1CCC(O)(CC1)c1ccc(Cl)cc1)(c1ccccc1)c1ccccc1,BRD-K61250553-003-29-8,loperamide,Selleck,S2480,Loperamide HCl
CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](Cc1ccccc1)NC(=O)COc1c(C)cccc1C)Cc1ccccc1,BRD-K99451608-001-07-3,lopinavir,Selleck,S1380,Lopinavir
N[C@@H](C(=O)NC1C2CCC(Cl)=C(N2C1=O)C(O)=O)c1ccccc1,BRD-A04915500-002-01-3,loracarbef,Kemprotec,121961-22-6,7-((R)-2-amino-2-phenylacetamido)-3-chloro-8-oxo-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid hydrate
N[C@@H](C(=O)N[C@H]1[C@H]2CCC(Cl)=C(N2C1=O)C(O)=O)c1ccccc1,BRD-K28935038-001-02-2,loracarbef,Prestwick,Prestw-1431,Loracarbef
CCOC(=O)N1CCC(CC1)=C1c2ccc(Cl)cc2CCc2cccnc12,BRD-K82795137-001-28-8,loratadine,Tocris,1944,Loratidine
CCOC(=O)N1CCC(CC1)=C1c2ccc(Cl)cc2CCc2cccnc12,BRD-K82795137-001-26-2,loratadine,MicroSource,1503712,LORATADINE
CCOC(=O)N1CCC(CC1)=C1c2ccc(Cl)cc2CCc2cccnc12,BRD-K82795137-001-24-7,loratadine,Selleck,S1358,Loratadine
CCOC(=O)N1CCC(CC1)=C1c2ccc(Cl)cc2CCc2cccnc12,BRD-K82795137-001-25-4,loratadine,Tocris,1944,Loratidine
OC1N=C(c2ccccc2Cl)c2cc(Cl)ccc2NC1=O,BRD-A11990600-001-03-4,lorazepam,Enzo,AC3164,LORAZEPAM
C[C@H]1CNCCc2ccc(Cl)cc12,BRD-K55013654-003-02-3,lorcaserin,Selleck,S4109,Lorcaserin HCl
Cl\C(=C/n1cncn1)c1ccc(Cl)cc1Cl,BRD-K09659835-003-01-4,loreclezole,Tocris,1295,Loreclezole hydrochloride
CN(C(C)=O)c1cc(ccc1F)-c1ccnc2c(cnn12)C(=O)c1cccs1,BRD-K42066335-001-01-0,lorediplon,MedChemEx,HY-19371,Lorediplon
CCCCCN(CCCCC)C(=O)C(CCC(O)=O)NC(=O)c1ccc(Cl)c(Cl)c1,BRD-A29854054-236-12-6,lorglumide,MicroSource,2300261,LORGLUMIDE SODIUM
C[C@H]1Oc2cc(cnc2N)-c2c(CN(C)C(=O)c3ccc(F)cc13)nn(C)c2C#N,BRD-K99879819-001-03-9,lorlatinib,Tocris,5640,PF 06463922
C[C@H]1Oc2cc(cnc2N)-c2c(CN(C)C(=O)c3ccc(F)cc13)nn(C)c2C#N,BRD-K99879819-001-02-1,lorlatinib,MedChemEx,HY-12215,"(R)-2(6)-amino-5(5)-fluoro-1(1),4,7-trimethyl-6-oxo-1(1)H-3-oxa-7-aza-2(3,5)-pyridina-1(4,3)-pyrazola-5(1,2)-benzenacyclooctaphane-1(5)-carbonitrile"
CN1C(C(=O)Nc2ccccn2)C(=O)c2sc(Cl)cc2S1(=O)=O,BRD-A90551241-001-09-0,lornoxicam,Selleck,S2047,Lornoxicam
CN1C(C(=O)Nc2ccccn2)C(=O)c2sc(Cl)cc2S1(=O)=O,BRD-A90551241-001-10-8,lornoxicam,MicroSource,1502302,LORNOXICAM
