SMILES,TITLE,CAS Number,Drug Groups,InChIKey,InChI,,Formula,KEGG Compound ID,KEGG Drug ID,PubChem Compound ID,PubChem Substance ID,ChEBI ID,ChEMBL ID,HET ID,ChemSpider ID,BindingDB ID,DrugBank ID,Hybrid2,fragments,Mpro-x0678_dock,Mpro-x0107_dock,Mpro-x0749_dock,Mpro-x0830_dock,Mpro-x1077_dock,Mpro-x0104_dock,Mpro-x0072_dock,Mpro-x0831_dock,Mpro-x0692_dock,Mpro-x0967_dock,Mpro-x0195_dock,Mpro-x0161_dock,Mpro-x1334_dock,Mpro-x0397_dock,Mpro-x1392_dock,Mpro-x0946_dock,Mpro-x1386_dock,Mpro-x0434_dock,Mpro-x0770_dock,Mpro-x1418_dock,Mpro-x1093_dock,Mpro-x1385_dock,Mpro-x0708_dock,Mpro-x0354_dock,Mpro-x0874_dock,Mpro-x0759_dock,Mpro-x1375_dock,Mpro-x1374_dock,Mpro-x0426_dock,Mpro-x0820_dock,Mpro-x1412_dock,Mpro-x0305_dock,Mpro-x0736_dock,Mpro-x1249_dock,Mpro-x1311_dock,Mpro-x0395_dock,Mpro-x0387_dock,Mpro-x1493_dock,Mpro-x1187_dock,Mpro-x0734_dock,Mpro-x0540_dock,Mpro-x1458_dock,Mpro-x0774_dock,Mpro-x1348_dock,Mpro-x1380_dock,Mpro-x1358_dock,Mpro-x0981_dock,Mpro-x0691_dock,Mpro-x1478_dock,Mpro-x1351_dock,Mpro-x1382_dock,Mpro-x0771_dock,Mpro-x1384_dock,Mpro-x0705_dock,Mpro-x0731_dock,Mpro-x0887_dock,Mpro-x0752_dock,Mpro-x0769_dock,Mpro-x1425_dock,Mpro-x1308_dock,Mpro-x0755_dock,Mpro-x0978_dock,Mpro-x1402_dock,Mpro-x0689_dock,Mpro-x0786_dock,site
CCn1c(ccc1O)O,"1-Ethyl-Pyrrolidine-2,5-Dione",,experimental,GHAZCVNUKKZTLG-UHFFFAOYSA-N,"InChI=1S/C6H9NO2/c1-2-7-5(8)3-4-6(7)9/h2-4H2,1H3",,C6H9NO2,,,16842,46507776,44348,,NEN,15961,,DB01902,-6.262587,x0678,-6.262587,-4.361888,-4.551838,-4.266873,-4.783054,-5.431891,-5.607719,-4.120269,-4.477201,-3.850536,-6.065739,-5.013081,-4.386503,-5.859483,-4.318147,-5.135326,-4.666537,-4.344553,-4.795242,-5.000319,-5.930137,-4.66574,-5.443412,-5.336331,-3.91575,-3.958248,-4.072793,-3.799934,-4.407928,-3.312283,-3.969976,-5.730683,-3.679423,-1.348616,-4.453207,-5.13636,-3.9396,-3.880773,-1.481392,-3.123735,2.138858,-4.116742,-3.314659,-3.752995,-3.18632,-2.902533,-1.322506,-3.625031,-3.074587,-2.960547,-4.789481,-3.982774,-2.396297,-2.926835,-3.275049,-1.739592,-2.920291,-3.435344,-3.275605,-3.429559,-3.387078,-2.034641,-3.258398,-3.080499,-1.89808,active-noncovalent
CC(C)(CO)[C@H](C(=O)[O-])O,"2,4-Dihydroxy-3,3-Dimethyl-Butyrate",470-29-1,experimental,OTOIIPJYVQJATP-BYPYZUCNSA-M,"InChI=1S/C6H12O4/c1-6(2,3-7)4(8)5(9)10/h4,7-8H,3H2,1-2H3,(H,9,10)/p-1/t4-/m0/s1",,C6H11O4,C00522,,5289105,46507436,15980,,PAF,4451134,,DB01930,-6.257701,x0397,-4.475314,-4.269904,-4.127037,-4.729117,-3.229879,-3.342725,-3.739807,-3.636717,-4.187599,-2.234201,-4.68555,-2.515295,-4.548906,-6.257701,-4.435783,-3.422101,-4.577846,-3.163317,-4.492779,-4.938539,-3.399073,-3.705021,-3.354269,-4.311866,-4.380577,-4.897182,-4.762841,-3.718543,-4.488762,-3.543579,-4.524188,-2.840287,-4.161723,-0.723698,-3.847854,-3.39234,-3.595136,-5.723228,-0.398886,-5.036819,1.368628,-4.213861,-4.222052,-3.743013,-3.058657,-3.553112,-2.777814,-4.329495,-4.883005,-3.094014,-3.405335,-3.911219,-3.733022,-5.082564,-3.150367,-0.890486,-4.418762,-5.06163,-3.39525,-4.242117,-5.110373,-1.279648,-5.170287,-5.034819,-1.411024,active-noncovalent
C[C@@H]1C[C@H]([NH2+][C@H]1C(=O)[O-])N[O-],5-Hydroxyamino-3-Methyl-Pyrrolidine-2-Carboxylic Acid,,experimental,PEFGUPQPFCDBPY-UOWFLXDJSA-N,"InChI=1S/C6H12N2O3/c1-3-2-4(8-11)7-5(3)6(9)10/h3-5,7-8,11H,2H2,1H3,(H,9,10)/t3-,4-,5-/m1/s1",,C6H12N2O3,,,49866701,46504989,,,BG5,25056582,,DB02298,-6.254636,x0397,-4.94519,-6.177429,-4.127908,-5.255347,-4.212645,-5.284853,-2.331838,-4.429208,-4.282596,-3.302879,-4.685061,-3.605672,-4.97807,-6.254636,-4.886192,-3.69867,-4.723876,-4.352151,-4.470723,-4.69146,-4.041981,-5.075917,-3.824163,-4.627097,-4.433322,-5.018708,-3.650086,-3.957601,-5.097126,-5.091536,-5.109214,-3.369922,-4.191871,-1.06225,-3.821208,-2.668245,-3.130279,-4.868735,-0.46744,-4.988351,1.07759,-5.042771,-4.937335,-3.587765,-4.003029,-4.211565,-2.607382,-3.266665,-4.147501,-3.83247,-3.305347,-3.837924,-2.933414,-4.870778,-3.743857,-1.082388,-3.53059,-4.034627,-3.729278,-3.555096,-3.674199,-2.879732,-3.751711,-4.097173,-2.782466,active-noncovalent
C1C[C@H]([NH2+][C@@H]1CC(=O)[O-])C(=O)[O-],"(2s,5s)-5-Carboxymethylproline",,experimental,LIZWYFXJOOUDNV-WHFBIAKZSA-N,"InChI=1S/C7H11NO4/c9-6(10)3-4-1-2-5(8-4)7(11)12/h4-5,8H,1-3H2,(H,9,10)(H,11,12)/t4-,5-/m0/s1",,C7H11NO4,C17366,,447989,46507557,45757,,SSC,394928,,DB03215,-6.253024,x0195,-5.158522,-4.11617,-5.601936,-4.074876,-4.372425,-3.879405,-3.840113,-3.592629,-4.727678,-1.63165,-6.253024,-4.964093,-4.690165,-6.177184,-4.668359,-3.566933,-4.875651,-3.246509,-4.816498,-5.331516,-5.765821,-4.597024,-4.459763,-3.028307,-4.291902,-3.880702,-3.152933,-2.96521,-2.605158,-4.101832,-5.174297,-2.542372,-4.608279,-1.198971,-4.74306,-3.135074,-4.32414,-5.303691,-0.625992,-5.722432,-3.703619,-5.062847,-4.603177,-5.546657,-4.105,-3.186124,-1.656315,-3.172209,-3.942207,-3.318558,-2.997881,-3.331305,-3.043731,-3.77193,-3.230446,-0.728035,-3.871569,-4.298335,-2.794605,-3.942419,-4.349989,-1.462526,-4.813692,-5.082588,-3.718303,active-noncovalent
C[C@@]12C[C@H]([C@@H](C1(C)C)CC2=O)O,5-Exo-Hydroxycamphor,,experimental,DJQYBVLXBVJHMU-PJKMHFRUSA-N,"InChI=1S/C10H16O2/c1-9(2)6-4-8(12)10(9,3)5-7(6)11/h6-7,11H,4-5H2,1-3H3/t6-,7+,10-/m0/s1",,C10H16O2,C03448,,447414,46504596,15398,,CAH,394528,,DB02817,-6.251203,x0354,-6.191994,-2.707598,-4.110106,-3.13207,-5.705312,-3.328203,-4.700243,-4.257588,-3.831259,-2.803861,-5.620364,-4.240183,-4.320436,-4.237974,-4.003496,-3.155583,-3.955637,-3.601601,-4.120375,-4.192153,-3.919318,-4.39377,-3.76556,-6.251203,-4.806068,-3.743733,-3.734232,-4.177318,-1.781831,-3.054602,-3.628451,-4.76859,-3.358209,-1.286231,-4.584985,-3.804726,-4.406386,-3.755739,-0.437442,-3.745147,3.247321,-4.573843,-3.751549,-2.807033,-2.757464,-3.274901,-0.539242,-3.854716,-4.544939,-3.507071,-3.545568,-3.969381,-2.370392,-3.660622,-2.161735,0.282213,-3.529179,-3.645617,-3.391954,-2.606053,-3.853977,-1.04426,-3.719086,-3.007245,-1.153387,active-noncovalent
[C@@H]([C@@H](C(=O)[O-])S)(C(=O)[O-])S,Succimer,304-55-2,approved,ACTRVOBWPAIOHC-XIXRPRMCSA-N,"InChI=1S/C4H6O4S2/c5-3(6)1(9)2(10)4(7)8/h1-2,9-10H,(H,5,6)(H,7,8)/t1-,2+",,C4H6O4S2,C07598,D00572,2724354,46504680,63623,CHEMBL1201073,,2006502,50232640,DB00566,-6.250427,x0397,-3.723036,-4.779418,-3.361152,-3.700837,-3.45651,-2.465896,-2.586369,-4.22577,-3.864895,-3.249021,-3.99252,-2.847284,-4.24868,-6.250427,-4.412679,-2.091602,-4.070566,-3.053171,-4.045685,-4.11791,-2.648898,-4.393253,-2.896479,-2.520269,-3.474471,-3.500698,-2.637219,-2.484769,-3.425359,-3.746444,-3.964233,-2.154889,-4.388538,-0.003251,-4.171268,-1.86337,-3.990344,-3.799114,0.473368,-3.756075,0.850957,-4.687722,-3.611717,-3.569484,-2.336592,-3.111781,-1.484683,-3.483379,-5.221672,-2.44469,-2.888681,-3.39005,-3.190305,-3.995986,-2.554168,-0.424979,-3.458369,-4.464329,-2.95329,-3.260014,-4.596965,-1.230728,-4.008903,-4.421021,-1.563338,active-noncovalent
C([C@@H](C(=O)[O-])[NH3+])n1c(=O)[n-]c(=O)o1,Quisqualate,,experimental,ASNFTDCKZKHJSW-REOHCLBHSA-N,"InChI=1S/C5H7N3O5/c6-2(3(9)10)1-8-4(11)7-5(12)13-8/h2H,1,6H2,(H,9,10)(H,7,11,12)/t2-/m0/s1",,C5H7N3O5,C08296,,40539,46509075,8734,CHEMBL279956,QUS,37038,17660,DB02999,-6.245317,x0195,-4.763314,-4.416823,-4.161691,-4.008867,-5.409552,-4.079893,-3.145272,-3.459687,-3.522246,-3.443427,-6.245317,-4.588593,-3.986654,-5.405543,-3.770171,-4.346226,-4.425101,-3.862515,-3.897496,-4.232627,-5.329819,-4.231038,-3.441155,-3.616833,-6.233894,-4.824286,-4.478078,-3.923797,-4.744848,-3.745682,-4.296642,-3.64197,-4.52179,-1.133799,-3.999,-4.477523,-4.026789,-4.200231,-2.465734,-4.041072,-4.801101,-4.349328,-3.504151,-4.567342,-3.062815,-2.529017,-2.174724,-3.870847,-3.158066,-3.372448,-4.986326,-3.825811,-3.520145,-2.562723,-3.10799,-1.472807,-2.65686,-4.229789,-2.598965,-4.072944,-4.247202,-1.055084,-4.969869,-4.392416,-2.736271,active-noncovalent
c1cc(c(cc1CC(=O)[O-])N(=O)=O)[O-],2-(4-HYDROXY-3-NITROPHENYL)ACETIC ACID,,experimental,QBHBHOSRLDPIHG-UHFFFAOYSA-N,"InChI=1S/C8H7NO5/c10-7-2-1-5(4-8(11)12)3-6(7)9(13)14/h1-3,10H,4H2,(H,11,12)",,C8H7NO5,,,447364,99444765,546274,CHEMBL501822,NPA,394490,,DB08294,-6.238655,x1418,-5.938969,-4.915162,-4.877761,-6.120017,-5.345272,-4.231164,-4.474139,-4.395179,-4.115437,-4.12161,-5.844588,-4.775476,-5.371714,-6.151888,-4.51394,-4.08516,-4.62421,-4.092906,-5.347875,-6.238655,-3.810367,-5.672055,-4.365148,-3.603123,-4.866824,-5.674869,-2.854201,-4.214069,-3.579628,-3.910728,-5.913938,-3.751324,-5.518434,-2.786679,-4.742727,-4.307993,-4.22651,-5.236652,-1.559298,-4.3967,-3.124031,-4.679928,-4.332554,-5.438673,-3.296159,-4.235277,-1.092924,-3.431318,-5.131288,-3.005945,-4.26525,-4.309115,-2.798395,-2.749995,-3.103157,-1.947177,-3.448055,-4.026188,-3.07426,-3.327227,-4.272573,-1.701279,-4.860085,-3.451555,-3.313583,active-covalent
c1ccn(=O)c(c1)[S-],Pyrithione,1121-31-9,approved,FGVVTMRZYROCTH-UHFFFAOYSA-N,"InChI=1S/C5H5NOS/c7-6-4-2-1-3-5(6)8/h1-4,8H",,C5H5NOS,,,26041,347827800,36584,CHEMBL1356238,,10446934,50366038,DB06815,-6.231613,x0678,-6.231613,-4.645413,-5.090409,-3.537229,-4.679784,-4.453852,-5.237605,-3.605573,-3.789919,-3.844164,-5.707874,-4.913085,-3.997069,-5.638975,-4.365345,-4.874131,-4.090799,-4.811205,-4.073094,-4.44622,-6.021474,-4.238155,-4.705028,-4.699241,-4.345724,-3.45942,-4.027694,-3.833976,-3.287534,-3.720162,-5.050404,-4.928501,-3.906324,-1.509412,-4.450064,-4.083731,-3.61106,-3.709966,-1.683648,-3.593234,0.698661,-4.295947,-3.272353,-4.125116,-3.018234,-3.291963,-2.126952,-3.13387,-4.248142,-2.576951,-4.459089,-3.443328,-2.905878,-3.125884,-2.895932,-1.534756,-2.671132,-3.256711,-3.104046,-3.02901,-3.238071,-2.125817,-3.351103,-3.414228,-2.073275,active-noncovalent
C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)OC(=O)CCC(=O)[O-])C)(C)C(=O)[O-],Carbenoxolone,5697-56-3,experimental,OBZHEBDUNPOCJG-WBXJDKIVSA-N,"InChI=1S/C34H50O7/c1-29(2)23-10-13-34(7)27(32(23,5)12-11-24(29)41-26(38)9-8-25(36)37)22(35)18-20-21-19-31(4,28(39)40)15-14-30(21,3)16-17-33(20,34)6/h18,21,23-24,27H,8-17,19H2,1-7H3,(H,36,37)(H,39,40)/t21-,23-,24-,27+,30+,31-,32-,33+,34+/m0/s1",,C34H50O7,,,636403,46508820,,CHEMBL499915,CBO,552190,50247012,DB02329,-6.229280,x0434,-3.202149,2.54314,2.581434,9.757669,-4.048021,-4.678694,-2.408283,9.480238,7.2088,1.980188,,,7.025239,,-1.507821,,11.247584,-6.22928,10.774641,10.204962,,4.933359,8.607059,5.223729,,11.080224,4.072719,3.179564,10.615925,6.157424,7.863701,-3.111899,7.902539,-0.046834,3.8147,-1.766449,,7.250564,,8.086796,9.158947,6.985429,6.638273,4.354781,3.854651,1.178086,15.852651,6.276693,8.991224,1.899064,13.829898,4.949564,5.254226,8.042877,9.30363,2.285542,5.855095,5.281968,4.609406,6.849243,5.981442,6.134892,6.516168,7.530144,4.680358,active-noncovalent
C[NH+](C)C[C@H]1CCCC[C@@]1(c2cccc(c2)OC)O,Tramadol,27203-92-5,approved; investigational,TVYLLZQTGLZFBW-ZBFHGGJFSA-N,"InChI=1S/C16H25NO2/c1-17(2)12-14-7-4-5-10-16(14,18)13-8-6-9-15(11-13)19-3/h6,8-9,11,14,18H,4-5,7,10,12H2,1-3H3/t14-,16+/m1/s1",,C16H25NO2,C07153,D08623,33741,46506256,75725,CHEMBL1066,,31105,50176259,DB00193,-6.227813,x0395,-5.834866,-5.851269,-5.190464,-5.960007,-5.722782,-4.816188,-5.923338,-4.613499,-5.140508,-4.300332,-5.502359,-5.286297,-4.176882,-3.959728,-5.234173,-5.115483,-3.998284,-5.504977,-4.01537,-4.662922,-4.612192,-4.086768,-4.941635,-3.797075,-4.348813,-4.462478,-3.353282,-4.221669,-0.0975,-2.880232,-3.492196,-4.802856,-2.2923,-3.946119,-4.636906,-6.227813,-4.216303,-0.929435,-2.110653,-2.734865,-0.288526,-2.67296,-3.358783,-2.695237,-2.024801,-1.733438,-0.732197,-1.853734,-3.168882,-1.90086,-5.070606,-1.863123,-1.974482,-1.44103,-1.897294,-1.427323,-3.030271,-0.707413,-1.343149,-1.814842,-1.597506,-1.257879,-1.769203,-0.569187,-1.021225,active-noncovalent
Cc1c(c(=O)cco1)[O-],Gallium maltolate,108560-70-9,investigational,ASYYOZSDALANRF-UHFFFAOYSA-K,"InChI=1S/3C6H6O3.Ga/c3*1-4-6(8)5(7)2-3-9-4;/h3*2-3,8H,1H3;/q;;;+3/p-3",,C18H15GaO9,,,9846339,347827728,,,,8022053,,DB05420,-6.223444,x0397,-5.662172,-4.865431,-4.080744,-3.559793,-4.285673,-4.417259,-5.372242,-4.163333,-3.493782,-3.20199,-5.830437,-4.090787,-4.226443,-6.223444,-3.659154,-4.65151,-3.781855,-3.65692,-3.598586,-3.900439,-5.253503,-4.138484,-4.333545,-4.209648,-3.716612,-3.156483,-3.752297,-4.116446,-4.081726,-2.956697,-4.261919,-4.887028,-4.084891,-0.747944,-4.446918,-3.784984,-3.186274,-3.023916,-0.622607,-3.031433,0.9138,-4.227066,-3.813703,-3.208815,-2.933159,-3.54071,-1.615986,-3.002073,-3.727609,-3.623116,-4.672313,-3.387528,-2.172565,-3.042065,-2.743837,-1.199125,-2.806614,-3.703824,-3.587534,-2.809599,-3.60812,-2.199651,-3.634526,-3.188702,-1.829096,active-noncovalent
c1c(o[nH]c1=O)C[NH3+],Muscimol,2763-96-4,investigational,ZJQHPWUVQPJPQT-UHFFFAOYSA-N,"InChI=1S/C4H6N2O2/c5-2-3-1-4(7)6-8-3/h1H,2,5H2,(H,6,7)",,C4H6N2O2,C08311,,4266,347828698,7035,CHEMBL273481,,4116,23183,DB12458,-6.222374,x0708,-5.877589,-5.711827,-3.941997,-5.745895,-5.31055,-5.252358,-4.165944,-3.630235,-5.399656,-3.585084,-4.848082,-4.937677,-4.829307,-5.878089,-5.482009,-4.726194,-6.187698,-4.267177,-5.560071,-6.009255,-6.042402,-5.718678,-6.222374,-5.495155,-5.027738,-5.621625,-5.330093,-4.034308,-3.215291,-4.793637,-4.301558,-5.843637,-4.030174,-2.615501,-3.918133,-5.503593,-4.764332,-4.583605,-2.105647,-3.659827,-2.85585,-3.800389,-4.140853,-4.260515,-3.612609,-3.274716,-3.226301,-4.399426,-3.58672,-3.977245,-4.265233,-3.780807,-2.814249,-3.275028,-4.733364,-2.770703,-4.759296,-2.990165,-3.453556,-3.932628,-3.156175,-2.746464,-3.120414,-2.961597,-2.637769,active-covalent
C(C(=O)[O-])N(C=O)O,Hadacidin,,experimental,URJHVPKUWOUENU-UHFFFAOYSA-N,"InChI=1S/C3H5NO4/c5-2-4(8)1-3(6)7/h2,8H,1H2,(H,6,7)",,C3H5NO4,,,12717,46505891,43040,CHEMBL331373,HDA,12194,50149248,DB02109,-6.222205,x0397,-4.461654,-5.524921,-3.397209,-4.440407,-3.452864,-2.643466,-2.797928,-3.236703,-3.229399,-3.83912,-4.930728,-3.485755,-3.809625,-6.222205,-3.106163,-3.238445,-3.350585,-3.417017,-2.923698,-3.114141,-3.169133,-3.530803,-3.379476,-3.069235,-3.239011,-4.352991,-3.546471,-3.03372,-5.253852,-3.046702,-3.230002,-2.952872,-4.371083,-0.360893,-4.370717,-2.580907,-3.995644,-4.207619,-0.926663,-4.005736,1.019182,-3.749492,-3.283973,-3.588996,-2.887664,-3.864054,-1.562282,-4.072711,-3.762943,-2.97387,-3.005651,-3.484282,-3.054284,-4.407185,-3.03679,-0.290234,-4.420436,-5.22857,-3.351948,-3.865904,-4.597984,-1.756447,-5.162978,-4.528897,-2.28011,active-noncovalent
C1C(=O)[N-]C(=O)S1,"2,4-thiazolidinedione",2295-31-0,investigational,ZOBPZXTWZATXDG-UHFFFAOYSA-N,"InChI=1S/C3H3NO2S/c5-2-1-7-3(6)4-2/h1H2,(H,4,5,6)",,C3H3NO2S,,,5437,347828231,50992,CHEMBL85398,,5242,,DB11898,-6.221619,x0397,-4.744948,-5.218243,-4.790835,-3.036847,-4.717638,-3.973382,-4.027094,-3.017184,-3.126621,-3.938677,-5.215733,-3.814129,-3.540913,-6.221619,-3.134838,-3.407936,-4.023931,-4.230847,-3.86652,-3.933985,-4.04275,-3.900641,-3.585888,-3.740915,-3.938518,-3.112714,-3.968159,-3.51805,-5.559055,-3.557715,-3.871246,-3.666709,-3.92427,-0.492161,-4.386006,-2.733434,-3.364632,-3.818117,-1.423184,-3.125028,-1.56595,-4.216113,-3.566911,-3.393033,-3.833171,-4.089108,-2.759172,-3.598887,-4.053241,-3.915012,-4.110671,-4.166973,-3.72428,-3.504156,-3.878582,-1.548931,-3.36051,-3.695057,-4.025221,-3.793522,-3.487075,-1.903096,-3.567144,-3.597179,-2.736037,active-noncovalent
C[C@H](C[NH3+])C(=O)[O-],Beta-Amino Isobutyrate,,experimental,QCHPKSFMDHPSNR-GSVOUGTGSA-M,"InChI=1S/C4H9NO2/c1-3(2-5)4(6)7/h3H,2,5H2,1H3,(H,6,7)/p-1/t3-/m1/s1",,C4H8NO2,,,5287787,46508444,49097,,BIB,20126569,,DB03432,-6.219296,x0397,-4.275477,-5.408972,-4.418514,-4.325093,-5.132615,-4.69483,-3.644545,-3.760536,-3.640175,-2.800502,-3.98069,-3.411407,-3.785789,-6.219296,-3.9449,-3.823307,-4.310986,-4.340383,-4.032203,-4.237441,-3.777913,-4.367074,-4.557935,-3.879266,-4.091009,-4.120176,-4.32351,-4.863607,-6.165778,-4.096235,-4.226518,-4.036461,-4.719452,-1.749901,-3.698163,-3.708702,-4.652064,-4.607019,-1.430549,-4.091675,-0.23455,-3.582472,-3.677021,-4.101241,-4.18564,-4.361412,-2.739264,-4.620019,-4.896389,-3.798155,-3.223067,-4.025349,-3.55681,-3.844506,-4.27669,-1.586309,-3.998581,-5.002765,-3.525139,-3.816201,-5.065293,-2.710025,-4.934897,-4.839678,-2.612607,active-noncovalent
C/C(=C\C=C\C=C(\C=C\C=C(\C(=O)[O-])/C)/C)/C=C/C=C(/C(=O)[O-])\C,Transcrocetinate,27876-94-4,investigational,PANKHBYNKQNAHN-MQQNZMFNSA-N,"InChI=1S/C20H24O4/c1-15(11-7-13-17(3)19(21)22)9-5-6-10-16(2)12-8-14-18(4)20(23)24/h5-14H,1-4H3,(H,21,22)(H,23,24)/b6-5+,11-7+,12-8+,15-9+,16-10+,17-13+,18-14+",,C20H24O4,C08588,,,,3918,CHEMBL464792,,4444644,50269617,DB05974,-6.219119,x0395,-2.698873,2.203235,1.462118,8.396955,0.911785,-4.508893,-5.300517,4.677917,1.76798,0.09779,,,1.895294,,0.50566,,6.089629,-3.20955,5.920187,5.630833,,0.402395,3.082575,2.005707,,7.726099,0.979876,0.032538,3.041158,5.707551,2.73503,-2.874822,7.133744,-1.047398,1.053645,-6.219119,,4.815962,,5.949783,2.618565,3.100798,7.230225,5.919364,4.146771,2.099266,9.218147,4.520621,5.527868,3.193582,10.684714,3.722224,3.378681,4.787764,4.925312,-0.251457,3.632385,2.940936,2.973446,3.287522,4.048843,5.849916,4.869917,2.527944,6.018153,active-noncovalent
[C@H](C(OC(F)F)(F)F)(F)Cl,Enflurane,13838-16-9,approved; investigational; vet_approved,JPGQOUSTVILISH-UHFFFAOYSA-N,"InChI=1S/C3H2ClF5O/c4-1(5)3(8,9)10-2(6)7/h1-2H",,C3H2ClF5O,C07516,D00543,3226,46505314,4792,CHEMBL1257,,3113,,DB00228,-6.215681,x0195,-5.369289,-3.550065,-4.715271,-3.604365,-5.241163,-4.281077,-4.418876,-3.883857,-3.657751,-3.016925,-6.215681,-5.264815,-3.196883,-3.490988,-4.132386,-3.58405,-3.745133,-5.019388,-3.820185,-4.734783,-5.066944,-3.775887,-4.433735,-5.427304,-3.594229,-3.747854,-3.411974,-3.394287,-2.657604,-2.537011,-3.354128,-3.883063,-3.165669,-1.464793,-4.328997,-4.505606,-3.421744,-3.38083,-0.604506,-2.892097,2.142751,-3.145812,-2.673651,-2.70444,-2.222996,-2.46704,-0.396684,-2.227174,-2.566807,-2.617117,-4.411133,-2.751678,-1.578799,-1.946028,-2.151706,-0.407538,-2.105466,-2.2897,-2.595516,-2.474642,-2.105747,-1.045353,-2.102145,-1.963781,-0.942454,active-noncovalent
Cc1c(c(=O)ccn1C)[O-],Deferiprone,30652-11-0,approved,TZXKOCQBRNJULO-UHFFFAOYSA-N,"InChI=1S/C7H9NO2/c1-5-7(10)6(9)3-4-8(5)2/h3-4,10H,1-2H3",,C7H9NO2,,D07416,2972,175427107,68554,CHEMBL70927,,2866,,DB08826,-6.215428,x0195,-5.700033,-5.117186,-4.952459,-3.89559,-5.1688,-5.171937,-4.67757,-4.219897,-4.011045,-3.533863,-6.215428,-4.613242,-4.810692,-5.704541,-4.338868,-5.243983,-4.433706,-4.038251,-4.268886,-4.723724,-5.330837,-4.936965,-4.166564,-4.109139,-4.670164,-4.108467,-4.103329,-4.290553,-5.084263,-3.979821,-4.65591,-5.272563,-4.900776,-0.983324,-4.816397,-3.63489,-3.651499,-4.002284,-2.021014,-3.948464,1.350611,-4.786464,-4.140231,-4.315458,-2.939044,-4.272222,-1.040036,-3.163,-4.354639,-4.128298,-4.28751,-4.183455,-2.833073,-3.485486,-3.112916,-1.202333,-2.773462,-3.879431,-3.103491,-3.57869,-3.787838,-2.085082,-3.703649,-3.91352,-2.23139,active-noncovalent
C1CCC(CC1)O,Cyclohexanol,108-93-0,experimental,HPXRVTGHNJAIIH-UHFFFAOYSA-N,"InChI=1S/C6H12O/c7-6-4-2-1-3-5-6/h6-7H,1-5H2",,C6H12O,C00854,,7966,46504858,18099,CHEMBL32010,CXL,7678,5,DB03703,-6.213742,x0678,-6.213742,-4.403053,-3.958323,-3.315439,-4.731493,-5.122815,-4.197856,-3.692033,-3.446168,-3.001757,-5.391456,-4.319603,-3.76084,-3.970533,-4.143677,-4.286296,-3.672096,-5.062679,-3.882323,-4.448305,-5.509563,-3.655645,-4.855254,-5.205773,-3.771165,-3.462076,-3.483048,-3.672274,-2.839855,-2.830199,-3.665792,-4.887592,-3.250238,-1.034751,-4.184004,-4.149931,-3.683871,-3.357111,-1.344643,-2.80769,1.282882,-3.512838,-3.1726,-3.523947,-2.990021,-2.918736,-1.88236,-3.038731,-3.127501,-3.06426,-4.090351,-3.603906,-1.506972,-2.694281,-2.944238,-1.268642,-3.24027,-2.888405,-3.032932,-3.193933,-2.787243,-1.920325,-2.796002,-2.919615,-1.457756,active-noncovalent
CCOP(=S)(O)OCC,"O,O-DIETHYL HYDROGEN THIOPHOSPHATE",,experimental,PKUWKAXTAVNIJR-UHFFFAOYSA-N,"InChI=1S/C4H11O3PS/c1-3-6-8(5,9)7-4-2/h3-4H2,1-2H3,(H,5,9)",,C4H11O3PS,C06607,,655,99444145,28006,CHEMBL1232328,DPJ,635,,DB07674,-6.211982,x1077,-5.388276,-4.415895,-4.741265,-4.274294,-6.211982,-4.374783,-5.15849,-3.870235,-4.434912,-3.474139,-6.02408,-3.818747,-4.653196,-5.285402,-4.923017,-4.427959,-4.442729,-5.16824,-4.69188,-4.428056,-4.129295,-4.587739,-4.60833,-4.650825,-4.218814,-4.896075,-4.251655,-3.743357,-3.54765,-3.71913,-4.19946,-5.08157,-3.58012,-2.279131,-4.827914,-4.876565,-4.816373,-4.496744,-0.968524,-3.992408,-1.670791,-3.45307,-4.213189,-3.439692,-3.094947,-3.477497,-2.288437,-3.708819,-4.201324,-3.386907,-3.829148,-4.421381,-4.115767,-3.919782,-3.229743,-1.799652,-3.816476,-3.933955,-4.362582,-3.688284,-3.653594,-2.72769,-3.744101,-3.622599,-2.49632,active-noncovalent
