SMILES,TITLE,pert_iname,vendor,catalog_no,vendor_name,Hybrid2,docked_fragment,Mpro-_dock,site
CCOCCOC(=O)/C=C/c1ccc(cc1)OC,BRD-K17828029-001-01-5,cinoxate,Enamine,Z53833825,,-8.268268,x0749,1.106538,active-covalent
c1cc2c(cc1Cl)[nH]c(cc2=O)C(=O)[O-],BRD-K84214706-001-06-5,7-chlorokynurenic-acid,Tocris,237,7-Chlorokynurenic acid,-8.267561,x0749,-1.617187,active-covalent
c1cc2c(cc1Cl)[nH]c(cc2=O)C(=O)[O-],BRD-K84214706-001-05-7,7-chlorokynurenic-acid,Tocris,237,7-Chlorokynurenic acid,-8.267561,x0749,-1.617187,active-covalent
CC1=C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)OC(=O)C)C)[C@@]4(C1=CC(=O)CC4)C,BRD-K19507340-001-22-1,megestrol-acetate,Selleck,S1304,Megestrol Acetate,-8.267296,x1077,1.939831,active-noncovalent
CC1=C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)OC(=O)C)C)[C@@]4(C1=CC(=O)CC4)C,BRD-K19507340-001-25-4,megestrol-acetate,Selleck,S1304,Megestrol Acetate,-8.267296,x1077,1.939831,active-noncovalent
CCn1cc(c(=O)c2c1cc(c(c2)F)N3CC[NH2+]CC3)C(=O)[O-],BRD-K11196887-001-21-2,norfloxacin,MicroSource,1500440,NORFLOXACIN,-8.265566,x0749,3.932214,active-covalent
CCn1cc(c(=O)c2c1cc(c(c2)F)N3CC[NH2+]CC3)C(=O)[O-],BRD-K11196887-001-20-4,norfloxacin,Selleck,S1509,Norfloxacin (Norxacin),-8.265566,x0749,3.932214,active-covalent
CCn1cc(c(=O)c2c1cc(c(c2)F)N3CC[NH2+]CC3)C(=O)[O-],BRD-K11196887-001-22-0,norfloxacin,Selleck,S1509,Norfloxacin (Norxacin),-8.265566,x0749,3.932214,active-covalent
c1cc(c(c(c1)Cl)Cl)OCCC[NH2+]CCO,BRD-K61734568-003-02-1,"2,3-DCPE",Tocris,2137,"2,3-DCPE hydrochloride",-8.264155,x0104,0.071261,active-noncovalent
c1c([nH]cn1)CCSC(=[NH2+])N,BRD-K33183200-303-02-4,imetit,Tocris,729,Imetit dihydrobromide,-8.263945,x0195,-2.24946,active-noncovalent
CS(=O)(=O)c1ccc(c2c1[C@@H](C(C2)(F)F)O)Oc3cc(cc(c3)F)C#N,BRD-K20850787-001-01-6,PT-2385,MedChemEx,HY-12867,PT-2385,-8.263245,x0104,1.890592,active-noncovalent
C[C@H](CSC(=O)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)[O-],BRD-K51784806-001-01-6,alacepril,Key,KS-1321,(2S)-2-[({(2S)-1-[(2S)-3-(acetylsulfanyl)-2-methylpropanoyl]-2-pyrrolidinyl}carbonyl)amino]-3-phenylpropanoic acid,-8.263102,x0830,4.164509,active-covalent
c1ccc(cc1)Cn2c3ccccc3nc2N4CC[NH2+]CC4,BRD-K62398570-300-01-2,lerisetron,LifeChem,F2145-0456,,-8.262736,x0072,-0.214873,active-noncovalent
CC1(CCC(c2c1ccc(c2)C(=O)Nc3ccc(cc3)C(=O)[O-])(C)C)C,BRD-K06854232-001-19-9,AM-580,Tocris,760,AM 580,-8.262286,x0104,5.044396,active-noncovalent
CC1(CCC(c2c1ccc(c2)C(=O)Nc3ccc(cc3)C(=O)[O-])(C)C)C,BRD-K06854232-001-22-3,AM-580,Tocris,760,AM 580,-8.262286,x0104,5.044396,active-noncovalent
c1cc2c(cc1I)/C(=C/c3cc(c(c(c3)Br)[O-])Br)/C(=O)N2,BRD-K39520573-001-04-6,GW-5074,Tocris,1381,GW 5074,-8.262082,x0749,1.240342,active-covalent
c1cc2c(cc1I)/C(=C/c3cc(c(c(c3)Br)[O-])Br)/C(=O)N2,BRD-K39520573-001-03-8,GW-5074,Selleck,S2872,GW5074,-8.262082,x0749,1.240342,active-covalent
c1cc2c(cc1I)/C(=C/c3cc(c(c(c3)Br)[O-])Br)/C(=O)N2,BRD-K39520573-001-02-0,GW-5074,Selleck,S2872,GW5074,-8.262082,x0749,1.240342,active-covalent
c1ccc2c(c1)CN(C(=O)O2)CC(=O)N,BRD-K92129045-001-01-6,caroxazone,Enamine,Z2327531727,"2-(2-oxo-2H-1,3-benzoxazin-3(4H)-yl)acetamide",-8.262027,x0195,-1.595566,active-noncovalent
CC1(CCC(c2c1ccc(c2)NC(=O)c3ccc(cc3)C(=O)[O-])(C)C)C,BRD-K36627727-001-05-4,tamibarotene,Selleck,S4260,Tamibarotene,-8.261535,x1077,5.553789,active-noncovalent
c1cnccc1Cc2cnc[nH]2,BRD-K49519092-303-02-2,immethridine,Tocris,2315,Immethridine dihydrobromide,-8.261357,x0749,-2.572648,active-covalent
c1cnccc1Cc2cnc[nH]2,BRD-K49519092-303-03-0,immethridine,Tocris,2315,4-(1H-imidazol-5-ylmethyl)pyridine dihydrobromide,-8.261357,x0749,-2.572648,active-covalent
Cc1c(sc-2c1C(=N[C@H](c3n2c(nn3)C)CC(=O)N)c4ccc(cc4)Cl)C,BRD-K15811707-001-01-2,CPI-203,MedChemEx,HY-15846,CPI-203,-8.261066,x0831,0.560912,active-covalent
Cc1c(sc-2c1C(=N[C@H](c3n2c(nn3)C)CC(=O)N)c4ccc(cc4)Cl)C,BRD-K15811707-001-02-0,CPI-203,Tocris,5331,CPI 203,-8.261066,x0831,0.560912,active-covalent
CC[C@@H](c1ccccc1)NC(=O)c2c(c(nc3c2cccc3)c4ccccc4)C,BRD-K04414442-001-08-3,SB-222200,Tocris,1393,SB 222200,-8.260946,x1077,4.278363,active-noncovalent
CC[C@@H](c1ccccc1)NC(=O)c2c(c(nc3c2cccc3)c4ccccc4)C,BRD-K04414442-001-09-1,SB-222200,Tocris,1393,SB 222200,-8.260946,x1077,4.278363,active-noncovalent
C[C@H]1C[C@H](CC([N@@H+]1C)(C)C)OC(=O)[C@H](c2ccccc2)O,BRD-A37942872-003-20-6,eucatropine,Prestwick,Prestw-794,Eucatropine hydrochloride,-8.260940,x0195,0.779758,active-noncovalent
c1ccc2c(c1)CC[C@@H]2Nc3c4ccn(c4ncn3)[C@@H]5C[C@H]([C@H](C5)O)COS(=O)(=O)N,BRD-K67844266-003-01-9,pevonedistat,MedChemEx,HY-10484,MLN4924 (hydrochloride),-8.260508,x0161,6.739411,active-noncovalent
c1ccc(c(c1)C/C(=N\Nc2nc(cs2)c3ccc(c(c3)Cl)Cl)/C(=O)[O-])N(=O)=O,BRD-K52366702-001-02-4,4EGI-1,Selleck,S7369,4EGI-1,-8.260505,x0678,3.775691,active-noncovalent
c1ccc(c(c1)C/C(=N\Nc2nc(cs2)c3ccc(c(c3)Cl)Cl)/C(=O)[O-])N(=O)=O,BRD-K52366702-001-01-6,4EGI-1,Selleck,S7369,4EGI-1,-8.260505,x0678,3.775691,active-noncovalent
CO/N=C(/c1csc(n1)N)\C(=O)/N=C/2\[C@@H]3N(C2=O)[C@H](CCS3)C(=O)[O-],BRD-K04301924-236-03-2,ceftizoxim,MedChemEx,HY-B1596A,Ceftizoxime (sodium),-8.260223,x1077,2.853966,active-noncovalent
CO/N=C(/c1csc(n1)N)\C(=O)/N=C/2\[C@@H]3N(C2=O)[C@H](CCS3)C(=O)[O-],BRD-K04301924-236-02-4,ceftizoxim,MedChemEx,HY-B1596A,Ceftizoxime (sodium),-8.260223,x1077,2.853966,active-noncovalent
CO/N=C(/c1csc(n1)N)\C(=O)/N=C/2\[C@@H]3N(C2=O)[C@H](CCS3)C(=O)[O-],BRD-K04301924-236-01-6,ceftizoxim,Enzo,AC3053,CEFTIZOXIM SODIUM,-8.260223,x1077,2.853966,active-noncovalent
C[C@]12CC[C@@H]3C(=CC(=O)[C@H]4[C@@]3(C[C@@H]([C@@H](C4)O)O)C)[C@@]1(CC[C@H]2[C@](C)([C@@H](CCC(C)(C)O)O)O)O,BRD-K28343777-001-01-6,20-hydroxyecdysone,Selleck,S2417,20-Hydroxyecdysone,-8.260140,x0161,7.096393,active-noncovalent
c1cc2c(cc1F)[C@]3(CCO2)C(=O)NC(=O)N3,BRD-A89164055-001-03-3,sorbinil,Key,FS-1063,,-8.259608,x0161,-0.020272,active-noncovalent
c1ccc2c(c1)c(c[nH]2)CC[N@@H+](CCO)Cc3ccc(cc3)CCC(=O)N=O,BRD-K56957086-001-06-3,dacinostat,Selleck,S1095,LAQ824 (Dacinostat),-8.259498,x0749,4.750712,active-covalent
c1ccc2c(c1)c(c[nH]2)CC[N@@H+](CCO)Cc3ccc(cc3)CCC(=O)N=O,BRD-K56957086-001-09-7,dacinostat,Selleck,S1095,"LAQ824 (NVP-LAQ824, Dacinostat)",-8.259498,x0749,4.750712,active-covalent
c1cc(ccc1C[C@H](C(=O)[O-])[NH3+])I,BRD-K66664625-001-01-2,4-iodo-L-phenylalanine,Key,PS-6219,,-8.258878,x1077,-2.252246,active-noncovalent
C[C@@H](c1ccc(cc1)CC(C)C)C(=O)NO,BRD-A40940854-001-01-1,ibuproxam,Enzo,EI375,Ibuproxam,-8.258434,x0749,-0.91065,active-covalent
c1cc(cc(c1)n2nccn2)Nc3c(cnc(n3)N[C@@H]4CCCC[C@@H]4[NH3+])C(=O)N,BRD-K53734668-003-04-6,PRT062607,Selleck,S8032,"PRT062607 (P505-15, BIIB057) HCl",-8.258021,x0161,4.484923,active-noncovalent
c1cc(cc(c1)n2nccn2)Nc3c(cnc(n3)N[C@@H]4CCCC[C@@H]4[NH3+])C(=O)N,BRD-K53734668-003-02-0,PRT062607,Selleck,S8032,"PRT062607 (P505-15, PRT2607, BIIB057) HCl",-8.258021,x0161,4.484923,active-noncovalent
CC(S(=O)(=O)N[C@H]1CC[C@@H](CC1)C(=O)Nc2ncc(cc2)C(F)(F)F)(C)C,BRD-K06357403-001-02-2,velneperit,MedChemEx,HY-14423,Velneperit,-8.258002,x0104,5.847058,active-noncovalent
CC(S(=O)(=O)N[C@H]1CC[C@@H](CC1)C(=O)Nc2ncc(cc2)C(F)(F)F)(C)C,BRD-K06357403-001-01-4,velneperit,MedChemEx,HY-14423,Velneperit,-8.258002,x0104,5.847058,active-noncovalent
Cn1cc(c2c1cncc2)c3ccnc(n3)Nc4ccc(cc4OC)N5CC[NH+](CC5)C,BRD-K80935598-001-02-9,AZ191,Tocris,5232,AZ 191,-8.257649,x0104,6.547439,active-noncovalent
Cn1cc(c2c1cncc2)c3ccnc(n3)Nc4ccc(cc4OC)N5CC[NH+](CC5)C,BRD-K80935598-001-01-1,AZ191,Selleck,S7338,AZ191,-8.257649,x0104,6.547439,active-noncovalent
CC[NH+](CC)CC(=O)Oc1ccc(cc1)NC(=O)C,BRD-K54496168-003-01-2,propacetamol,AKSci,K088,,-8.257581,x0104,0.562393,active-noncovalent
C([C@H](C(=O)[O-])[NH3+])O,BRD-K71822263-001-03-2,D-Serine,Enzo,AC392,D-Serine,-8.256297,x0397,-0.581897,active-noncovalent
C[C@@H](c1ccc(cc1)F)Nc2cc(cc(n2)Nc3cnccn3)c4cnn(c4)C,BRD-K21865955-003-01-5,NS-018,MedChemEx,HY-19631B,NS-018 (hydrochloride),-8.255767,x0678,2.973858,active-noncovalent
CCOC(=O)[C@H]1[C@@H]([C@@H]2C(=NC1=C)CC(CC2=O)(C)C)c3ccc(cc3)c4ccccc4,BRD-A56690687-001-01-6,ITD-1,Tocris,5068,ITD 1,-8.255048,x1077,2.540393,active-noncovalent
c1cc(oc1)c2nnc3n2nc(s3)C4CCCCC4,BRD-K50905564-001-07-7,cardionogen-1,Tocris,4475,Cardionogen 1,-8.254781,x0708,0.848869,active-covalent
c1[nH]c2c(n1)c(=O)[nH]cn2,BRD-K03739921-001-06-8,hypoxanthine,Selleck,S2424,Hypoxanthine,-8.254661,x0678,-1.367245,active-noncovalent
CC[NH+](CC)CCC[C@@H](C)Nc1nc(cc(n1)Nc2ccc3c(c2)c(cc([nH+]3)C)N)C,BRD-A80213327-305-08-3,NSC-23766,Tocris,2161,NSC 23766,-8.253355,x0104,6.209444,active-noncovalent
CC[NH+](CC)CCC[C@@H](C)Nc1nc(cc(n1)Nc2ccc3c(c2)c(cc([nH+]3)C)N)C,BRD-A80213327-305-07-5,NSC-23766,Selleck,S8031,NSC 23766,-8.253355,x0104,6.209444,active-noncovalent
CC[NH+](CC)CCC[C@@H](C)Nc1nc(cc(n1)Nc2ccc3c(c2)c(cc([nH+]3)C)N)C,BRD-A80213327-305-13-3,NSC-23766,Tocris,2161,NSC 23766,-8.253355,x0104,6.209444,active-noncovalent
CC[NH+](CC)CCC[C@@H](C)Nc1nc(cc(n1)Nc2ccc3c(c2)c(cc([nH+]3)C)N)C,BRD-A80213327-305-11-7,NSC-23766,Selleck,S8031,NSC 23766,-8.253355,x0104,6.209444,active-noncovalent
C[NH+]1CCN(CC1)C(=O)c2[nH]c3ccc(cc3n2)Cl,BRD-K15086322-050-02-1,JNJ-10191584,Tocris,2441,JNJ 10191584 maleate,-8.253301,x0195,-0.58804,active-noncovalent
C[NH+]1CCN(CC1)C(=O)c2[nH]c3ccc(cc3n2)Cl,BRD-K15086322-050-01-3,JNJ-10191584,Tocris,2441,JNJ 10191584 maleate,-8.253301,x0195,-0.58804,active-noncovalent
CC(=O)N(C)c1cc(ccc1F)c2ccnc3n2ncc3C(=O)c4cccs4,BRD-K42066335-001-01-0,lorediplon,MedChemEx,HY-19371,Lorediplon,-8.253090,x0104,2.502088,active-noncovalent
CCOc1ccccc1OC[C@@H]2C[NH2+]CCO2,BRD-A59198242-003-02-9,viloxazine,Prestwick,Prestw-1361,Viloxazine hydrochloride,-8.250784,x0678,-0.039324,active-noncovalent
Cn1c(cc(=O)n(c1=O)C)NCCC[NH+]2CCN(CC2)c3ccccc3OC,BRD-K73196317-003-14-8,urapidil,Tocris,1772,Urapidil hydrochloride,-8.250312,x0161,4.502961,active-noncovalent
Cn1c(cc(=O)n(c1=O)C)NCCC[NH+]2CCN(CC2)c3ccccc3OC,BRD-K73196317-003-15-5,urapidil,MicroSource,1503100,URAPIDIL HYDROCHLORIDE,-8.250312,x0161,4.502961,active-noncovalent
Cn1c(cc(=O)n(c1=O)C)NCCC[NH+]2CCN(CC2)c3ccccc3OC,BRD-K73196317-003-13-0,urapidil,Selleck,S2025,Urapidil HCl,-8.250312,x0161,4.502961,active-noncovalent
C[C@H](Cc1ccc2c(c1)OCO2)[C@@H](C)Cc3ccc(c(c3)OC)O,BRD-K94948151-001-07-4,macelignan,MedChemEx,HY-N0064,Macelignan,-8.249751,x0072,1.973871,active-noncovalent
c1cc2cc([nH]c2c(c1)N(=O)=O)C(=O)[O-],BRD-K02816415-001-01-9,CRT0044876,Selleck,S7449,CRT0044876,-8.249027,x0195,0.06662,active-noncovalent
C[NH2+]C[C@@H](c1ccc(cc1)O)O,BRD-A04327189-001-16-9,synephrine,Selleck,S2362,Synephrine (Oxedrine),-8.247826,x0434,-0.080787,active-noncovalent
C[NH2+]C[C@@H](c1ccc(cc1)O)O,BRD-A04327189-003-02-5,synephrine,Selleck,S2438,Synephrine HCl,-8.247826,x0434,-0.080787,active-noncovalent
C[NH2+]C[C@@H](c1ccc(cc1)O)O,BRD-A04327189-003-03-3,synephrine,Selleck,S2438,Synephrine HCl,-8.247826,x0434,-0.080787,active-noncovalent
C[NH2+]C[C@@H](c1ccc(cc1)O)O,BRD-A04327189-001-14-4,synephrine,Selleck,S2362,Synephrine,-8.247826,x0434,-0.080787,active-noncovalent
C[NH2+]C[C@@H](c1ccc(cc1)O)O,BRD-A04327189-001-15-1,synephrine,MicroSource,1506085,OXEDRINE,-8.247826,x0434,-0.080787,active-noncovalent
Cc1ccccc1C(=O)c2ccc(cc2Cl)Nc3ccc(cc3N)Br,BRD-K42452249-001-02-5,EO-1428,Tocris,2908,EO 1428,-8.247787,x0161,2.754115,active-noncovalent
Cc1ccccc1C(=O)c2ccc(cc2Cl)Nc3ccc(cc3N)Br,BRD-K42452249-001-03-3,EO-1428,Tocris,2908,EO 1428,-8.247787,x0161,2.754115,active-noncovalent
Cc1ccc(cc1)NC(=O)CCCCCC(=O)Nc2ccccc2N,BRD-K45044657-001-02-2,TC-H-106,Tocris,4270,TC-H 106,-8.246964,x1385,2.295516,active-covalent
COC1(CC[NH+](CC1)CCc2c[nH]c3c2cc(cc3)F)C[S@](=O)c4ccccc4,BRD-K52394958-001-02-7,GR-159897,Tocris,1274,GR 159897,-8.246887,x1077,6.037807,active-noncovalent
COC1(CC[NH+](CC1)CCc2c[nH]c3c2cc(cc3)F)C[S@](=O)c4ccccc4,BRD-K52394958-001-03-5,GR-159897,Tocris,1274,GR 159897,-8.246887,x1077,6.037807,active-noncovalent
CC[N+](C)(C)c1cccc(c1)O,BRD-K81128206-003-24-4,edrophonium,MicroSource,2300219,EDROPHONIUM CHLORIDE,-8.246325,x0161,0.311664,active-noncovalent
C[C@@H](Cn1ccc2c1cc(c(c2)F)Cl)[NH3+],BRD-K28007504-051-02-0,Ro-60-0175,Tocris,1854,Ro 60-0175 fumarate,-8.245057,x0161,-0.9094,active-noncovalent
C[C@@H](Cn1ccc2c1cc(c(c2)F)Cl)[NH3+],BRD-K28007504-051-01-2,Ro-60-0175,Tocris,1854,Ro 60-0175 fumarate,-8.245057,x0161,-0.9094,active-noncovalent
CC[NH2+][C@@H](C)Cc1cccc(c1)C(F)(F)F,BRD-K58626373-003-07-8,dexfenfluramine,Prestwick,Prestw-1392,Dexfenfluramine hydrochloride,-8.244839,x0678,-0.227659,active-noncovalent
COc1ccc(cc1)c2c(c3ccc(cc3o2)OC)C(=O)c4ccc(cc4)C#N,BRD-K78637815-001-02-2,LY320135,Tocris,2387,LY 320135,-8.244498,x1392,2.705491,active-covalent
CCOC(=O)[C@@H]1[C@H]([C@@H](C(=C)N=C1C)C(=O)OCC)c2ccccc2/C=C/C(=O)OC(C)(C)C,BRD-K43586850-001-02-9,lacidipine,Selleck,S1994,Lacidipine,-8.243956,x0195,5.528185,active-noncovalent
C1CCC2(CC1)CC[NH2+]CC2,BRD-K49545903-003-01-4,"4,4-pentamethylenepiperidine",Tocris,3692,"4,4-Pentamethylenepiperidine hydrochloride",-8.243912,x0678,0.878476,active-noncovalent
C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC=C4[C@@]3(CC[C@@H](C4)OS(=O)(=O)[O-])C,BRD-K15360631-325-01-4,dehydroepiandrosterone-sulfate,Sigma,MFCD11045975,sodium (3beta)-17-oxoandrost-5-en-3-yl sulfate dihydrate,-8.243103,x1077,3.122132,active-noncovalent
c1nc2c(nc(nc2n1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)Cl)NC4CCCC4,BRD-K70088346-001-01-6,2-chloro-N6-cyclopentyladenosine,Tocris,1705,2-Chloro-N6-cyclopentyladenosine,-8.243065,x0946,2.807674,active-noncovalent
c1nc2c(nc(nc2n1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)Cl)NC4CCCC4,BRD-K70088346-001-02-4,2-chloro-N6-cyclopentyladenosine,Tocris,1705,2-Chloro-N6-cyclopentyladenosine,-8.243065,x0946,2.807674,active-noncovalent
c1cc(cc(c1)Cl)N2CC[N@@H+](CC2=O)Cc3cncn3Cc4ccc(cc4)C#N,BRD-K10958118-003-01-5,L-778123,MedChemEx,HY-16273A,L-778123 (hydrochloride),-8.240721,x0161,3.176154,active-noncovalent
C=CCO[C@H](Cn1ccnc1)c2ccc(cc2Cl)Cl,BRD-A11776908-065-01-5,enilconazole,MicroSource,1506067,ENILCONAZOLE SULFATE,-8.240651,x0749,0.585238,active-covalent
CCOC(=O)c1ccccc1OC(=O)N,BRD-K21892374-001-01-6,ethyl-2-(carbamoyloxy)benzoate,Enamine,Z2306534743,ethyl 2-[(aminocarbonyl)oxy]benzoate,-8.240365,x1418,1.655224,active-covalent
CC[C@H]1[C@H](COC1=O)Cc2cncn2C,BRD-K85090592-003-20-2,pilocarpine,Tocris,694,Pilocarpine hydrochloride,-8.239864,x0107,-0.633509,active-noncovalent
CC[C@H]1[C@H](COC1=O)Cc2cncn2C,BRD-K85090592-003-18-6,pilocarpine,Selleck,S4231,Pilocarpine HCl,-8.239864,x0107,-0.633509,active-noncovalent
CC[C@H]1[C@H](COC1=O)Cc2cncn2C,BRD-K85090592-008-22-7,pilocarpine,MicroSource,1500487,PILOCARPINE NITRATE,-8.239864,x0107,-0.633509,active-noncovalent
CC[C@H]1[C@H](COC1=O)Cc2cncn2C,BRD-K85090592-003-19-4,pilocarpine,Tocris,694,Pilocarpine hydrochloride,-8.239864,x0107,-0.633509,active-noncovalent
CC[C@@H](C)[C@@H](C(=O)NCC[NH+]1CCOCC1)[NH3+],BRD-A04649065-001-01-7,LM11A-31,Enamine,Z393627376,2-amino-3-methyl-N-[2-(4-morpholinyl)ethyl]pentanamide,-8.239474,x0434,-0.928098,active-noncovalent
COc1cc(nc(n1)OC)NS(=O)(=O)c2ccc(cc2)N,BRD-K71125014-001-27-1,sulphadimethoxine,MicroSource,1501144,SULFADIMETHOXINE,-8.239340,x1334,1.84898,active-covalent
COc1cc(nc(n1)OC)NS(=O)(=O)c2ccc(cc2)N,BRD-K71125014-001-26-3,sulphadimethoxine,Selleck,S1962,Sulphadimethoxine,-8.239340,x1334,1.84898,active-covalent
CC(C)[NH+](CC[C@](c1ccccc1)(c2ccccn2)C(=O)N)C(C)C,BRD-A29734509-011-12-8,disopyramide,Selleck,S4322,Disopyramide Phosphate,-8.237773,x0874,4.299673,active-noncovalent
CC(C)[NH+](CC[C@](c1ccccc1)(c2ccccn2)C(=O)N)C(C)C,BRD-A29734509-011-13-6,disopyramide,MicroSource,1500261,DISOPYRAMIDE PHOSPHATE,-8.237773,x0874,4.299673,active-noncovalent
CC[C@@]1(c2cc-3n(c(=O)c2COC1=O)Cc4c3nc5ccccc5c4)O,BRD-K37890730-001-15-1,camptothecin,Selleck,S1288,Camptothecin,-8.237311,x0161,1.186231,active-noncovalent
CC[C@@]1(c2cc-3n(c(=O)c2COC1=O)Cc4c3nc5ccccc5c4)O,BRD-K37890730-001-16-9,camptothecin,Tocris,1100,Camptothecin,-8.237311,x0161,1.186231,active-noncovalent
CC[C@@]1(c2cc-3n(c(=O)c2COC1=O)Cc4c3nc5ccccc5c4)O,BRD-K37890730-001-17-7,camptothecin,Selleck,S1288,Camptothecin,-8.237311,x0161,1.186231,active-noncovalent
CC[C@@]12CCC[N@H+]3[C@@H]1c4c(c5ccccc5n4C(=O)C2)CC3,BRD-K40227168-001-12-9,vinburnine,Enzo,NP088,"Eburnamonine, (-)-",-8.237022,x0195,0.5901,active-noncovalent
CC[NH+](CC)CCOC(=O)C1(CCCC1)c2ccccc2,BRD-K59895502-001-01-9,caramiphen,ChemDiv,4435-0092,,-8.236529,x0195,1.426931,active-noncovalent
c1ccnc(c1)C(=O)Nc2cccc(c2)Cl,BRD-K66527818-001-02-6,VU0364770,Selleck,S2862,VU 0364770,-8.236387,x1093,-0.014686,active-noncovalent
COc1ccc2c(c1)c(ccn2)[C@H]([C@@H]3C[C@@H]4CC[N@H+]3C[C@@H]4C=C)O,BRD-K07940445-310-02-9,quinine,Selleck,S2502,Quinine HCl Dihydrate,-8.236301,x0678,2.337399,active-noncovalent
C[C@@H]1CC[C@H]2[C@H](C(=O)O[C@H]3[C@@]24[C@H]1CC[C@](O3)(OO4)C)C,BRD-K13112821-001-14-1,artemisinin,Tocris,2668,Artemisinin,-8.236082,x0195,1.88803,active-noncovalent
C[C@@H]1CC[C@H]2[C@H](C(=O)O[C@H]3[C@@]24[C@H]1CC[C@](O3)(OO4)C)C,BRD-K13112821-001-17-4,artemisinin,Selleck,S1282,Artemisinin,-8.236082,x0195,1.88803,active-noncovalent
C[C@@H]1CC[C@H]2[C@H](C(=O)O[C@H]3[C@@]24[C@H]1CC[C@](O3)(OO4)C)C,BRD-K13112821-001-18-2,artemisinin,MicroSource,1503042,ARTEMISININ,-8.236082,x0195,1.88803,active-noncovalent
C[C@@H]1CC[C@H]2[C@H](C(=O)O[C@H]3[C@@]24[C@H]1CC[C@](O3)(OO4)C)C,BRD-K13112821-001-16-6,artemisinin,Tocris,2668,Artemisinin,-8.236082,x0195,1.88803,active-noncovalent
C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)C=C4)C)O)C)([C@H](C=O)O)O,BRD-K35240538-001-26-2,methylprednisolone,MicroSource,1500406,METHYLPREDNISOLONE,-8.234892,x0749,3.335369,active-covalent
C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)C=C4)C)O)C)([C@H](C=O)O)O,BRD-K35240538-001-25-4,methylprednisolone,Selleck,S1733,Methylprednisolone,-8.234892,x0749,3.335369,active-covalent
C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)C=C4)C)O)C)([C@H](C=O)O)O,BRD-K35240538-001-24-7,methylprednisolone,Tocris,4819,Methylprednisolone,-8.234892,x0749,3.335369,active-covalent
C[C@@]1(CO[C@@H]([C@@H]([C@H]1[NH2+]C)O)O[C@H]2[C@@H](C[C@@H]([C@H]([C@@H]2O)O[C@@H]3[C@@H](CC=C(O3)C[NH3+])[NH3+])[NH3+])[NH3+])O,BRD-A68997559-065-04-5,sisomicin-sulfate,MicroSource,1500536,SISOMICIN SULFATE,-8.234397,x0434,4.924045,active-noncovalent
C[C@@]1(CO[C@@H]([C@@H]([C@H]1[NH2+]C)O)O[C@H]2[C@@H](C[C@@H]([C@H]([C@@H]2O)O[C@@H]3[C@@H](CC[C@H](O3)C[NH2+]C)[NH3+])[NH3+])[NH3+])O,BRD-K18552138-001-01-8,micronomicin,AvaChem,1979,"(1R,2S,3S,4R,6S)-4,6-diamino-3-{[3-deoxy-4-C-methyl-3-(methylamino)-beta-L-arabinopyranosyl]oxy}-2-hydroxycyclohexyl 2-amino-2,3,4,6-tetradeoxy-6-(methylamino)-alpha-D-erythro-hexopyranoside",-8.234350,x0874,4.732576,active-noncovalent
CCCn1c2c(c(=O)n(c1=O)CCC)[nH]c(n2)c3ccccc3,BRD-K41853443-001-02-9,"1,3-dipropyl-8-phenylxanthine",Tocris,486,"1,3-Dipropyl-8-phenylxanthine",-8.233935,x0678,0.894229,active-noncovalent
C[NH+]1[C@@H]2CC[C@H]1CC(C2)OC(c3ccc(cc3)F)c4ccc(cc4)F,BRD-A85216385-003-02-4,3-alpha-bis-(4-fluorophenyl)-methoxytropane,Tocris,918,3?-Bis-(4-fluorophenyl) methoxytropane hydrochloride,-8.233776,x1077,2.678867,active-noncovalent
c1ccc(c(c1)F)S(=O)(=O)[N@@]2CCOc3c2cccc3N4CC[NH2+]CC4,BRD-K96418224-300-01-8,R-1485,Tocris,4964,R 1485 dihydrochloride,-8.232874,x0072,3.238175,active-noncovalent
CCOc1ccc(cc1)NC(=S)N2CCC(CC2)C(c3ccccc3)(c4ccccc4)O,BRD-K42629487-001-08-6,SF-11,Tocris,3898,SF 11,-8.232600,x1093,4.254228,active-noncovalent
Cc1cccc(c1)Oc2c[nH]c(=O)nc2,BRD-K41772907-001-02-0,tolimidone,Tocris,4582,MLR 1023,-8.230483,x0195,-0.765736,active-noncovalent
Cc1cccc(c1)Oc2c[nH]c(=O)nc2,BRD-K41772907-001-01-2,tolimidone,Axon,1941,,-8.230483,x0195,-0.765736,active-noncovalent
