CatalogID,BB_SMILES,scaffold_SMILES,product_SMILES
EN300-310205,CC1(C)CC1(N)c1ccccc1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2(c3ccccc3)CC2(C)C)c1
EN300-366212,CC(C)(C)OC(=O)[C@H]1C[C@H](N)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(N[C@H]2C[C@H](C(=O)OC(C)(C)C)C2)c1
EN300-7441509,NCc1cnn(C(F)(F)F)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCc2cnn(C(F)(F)F)c2)c1
EN300-5393231,Nc1nnc(C2(C(F)(F)F)CC2)s1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Nc2nnc(C3(C(F)(F)F)CC3)s2)c1
EN300-1387018,NC12CC3CC(F)(C1)CC(F)(C3)C2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC23CC4CC(F)(CC(F)(C4)C2)C3)c1
EN300-7363250,Nc1cccc(OC(F)(F)C(F)F)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Nc2cccc(OC(F)(F)C(F)F)c2)c1
EN300-1696857,NC12CC3(F)CC(F)(C1)CC(F)(C2)C3,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC23CC4(F)CC(F)(CC(F)(C4)C2)C3)c1
EN300-1270498,CC(C)(C)OC(=O)N1CC2CC2(CN)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC23CC2CN(C(=O)OC(C)(C)C)C3)c1
EN300-5567790,CC(C)(C)OC(=O)N1CCC(F)(CN)CC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC2(F)CCN(C(=O)OC(C)(C)C)CC2)c1
EN300-268837,CC(C)(C)OC(=O)N1CC2(CN)CC1CO2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC23CC(CO2)N(C(=O)OC(C)(C)C)C3)c1
EN300-312458,CC(C)(C)OC(=O)N1CCCCC(N)CC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CCCCN(C(=O)OC(C)(C)C)CC2)c1
EN300-360524,CC(C)(C)OC(=O)C[C@@H](N)C1CCCCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(N[C@H](CC(=O)OC(C)(C)C)C2CCCCC2)c1
EN300-1073123,CC(C)(C)OC(=O)N1CCCC(N)C(F)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CCCN(C(=O)OC(C)(C)C)CC2F)c1
EN300-1681879,CC(C)(C)OC(=O)N1CCC2(CC1)CC(N)CCO2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CCOC3(CCN(C(=O)OC(C)(C)C)CC3)C2)c1
EN300-254079,NCC12CC(CO1)C2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC23CC(CO2)C3)c1
EN300-307325,CC(C)(C)OC(=O)N1C[C@H](O)[C@H](N)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(N[C@@H]2CN(C(=O)OC(C)(C)C)C[C@@H]2O)c1
EN300-393147,CN1C(CN)CCS1(=O)=O,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC2CCS(=O)(=O)N2C)c1
EN300-312320,CC1(C)[C@@H](N)[C@@H]1c1ccccc1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(N[C@H]2[C@H](c3ccccc3)C2(C)C)c1
EN300-318169,NC[C@H]1C[C@@H](O)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC[C@H]2C[C@@H](O)C2)c1
EN300-1666517,CC(C)(C)OC(=O)N1CCCC2C(N)C21,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2C3CCCN(C(=O)OC(C)(C)C)C32)c1
EN300-365351,CC(C)(C)OC(=O)N1[C@H]2CC[C@@H]1C[C@H](CN)C2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC[C@@H]2C[C@@H]3CC[C@H](C2)N3C(=O)OC(C)(C)C)c1
EN300-297833,NC1CC2C(C1)C2(F)F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CC3C(C2)C3(F)F)c1
EN300-1588064,CC(C)(C)OC(=O)N1CCC(CN)(C2CC2)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC2(C3CC3)CCN(C(=O)OC(C)(C)C)C2)c1
EN300-322924,CC(C)(C)OC(=O)N1CC2(COC(CN)C2)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC2CC3(CO2)CN(C(=O)OC(C)(C)C)C3)c1
EN300-1448574,CC(C)(C)OC(=O)N1CCC(N)C2(CCC2)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CCN(C(=O)OC(C)(C)C)CC23CCC3)c1
EN300-3053129,CCC(N)C1COC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,CCC(Nc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1)C1COC1
EN300-366698,Nc1cc2n(n1)CCNC2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Nc2cc3n(n2)CCNC3)c1
EN300-1588894,CC(C)(C)OC(=O)NC1CC12CC(N)C2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(N(C(=O)OC(C)(C)C)C2CC23CC(N)C3)c1
EN300-313256,NCC1CCN1C1CCCCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC2CCN2C2CCCCC2)c1
EN300-1149785,Cc1nn(C)c(N)c1F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Nc2c(F)c(C)nn2C)c1
EN300-1448621,CC(C)(C)OC(=O)C12CC(N)(C1)C2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC23CC(C(=O)OC(C)(C)C)(C2)C3)c1
EN300-1704763,NC1CCCCC12CCC2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CCCCC23CCC3)c1
EN300-3104482,CN1CC(CN)CC1(C)C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC2CN(C)C(C)(C)C2)c1
EN300-1590573,NC1CCOCC12CCCC2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CCOCC23CCCC3)c1
EN300-1696842,CC(C)(C)OC(=O)N1[C@H](CN)C[C@@H]2C[C@@H]21,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC[C@@H]2C[C@@H]3C[C@@H]3N2C(=O)OC(C)(C)C)c1
EN300-364068,CN1CCC(C)(CN)C1=O,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC2(C)CCN(C)C2=O)c1
EN300-106961,CP(C)(=O)c1cccc(N)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Nc2cccc(P(C)(C)=O)c2)c1
EN300-171811,CC1(C)C(N)CS1(=O)=O,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CS(=O)(=O)C2(C)C)c1
EN300-374344,CCN1CCC1CN,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,CCN1CCC1CNc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1
EN300-6733131,NC1CC2(C1)CC(O)C2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CC3(CC(O)C3)C2)c1
EN300-85990,COC1(OC)CCOCC1N,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,COC1(OC)CCOCC1Nc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1
EN300-262201,NC12CC(F)(C1)C2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC23CC(F)(C2)C3)c1
EN300-153078,CC(C)(C)OC(=O)NC12CC(N)(C1)C2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(N(C(=O)OC(C)(C)C)C23CC(N)(C2)C3)c1
EN300-1692178,CC(C)(C)OC(=O)NC12CC(CN)(C1)C2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(N(C(=O)OC(C)(C)C)C23CC(CN)(C2)C3)c1
EN300-1425613,CC(C)(C)OC(=O)N1CC(N)C2(CCOCC2)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CN(C(=O)OC(C)(C)C)CC23CCOCC3)c1
EN300-7178266,NC12CCC(CO)(CC1)C2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC23CCC(CO)(CC2)C3)c1
EN300-267539,CN(C)[C@H]1C[C@@H](CN)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC[C@H]2C[C@@H](N(C)C)C2)c1
EN300-193855,Nc1ccccc1C1(C(F)(F)F)CC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Nc2ccccc2C2(C(F)(F)F)CC2)c1
EN300-6822508,Nc1cccc(C2COC2)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Nc2cccc(C3COC3)c2)c1
EN300-744227,CC(C)(C)OC(=O)N1CCC2(CC1)OCCC2N,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CCOC23CCN(C(=O)OC(C)(C)C)CC3)c1
EN300-1270676,CC(N)C1CSC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC(C)C2CSC2)c1
EN300-358926,NCc1nc(C(F)(F)F)n2c1CCCC2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCc2nc(C(F)(F)F)n3c2CCCC3)c1
EN300-300141,CC(C)(C)OC(=O)N1C[C@@H](N)C[C@H](F)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(N[C@H]2C[C@H](F)CN(C(=O)OC(C)(C)C)C2)c1
EN300-2515954,NC12CC(N3CCCCC3)(C1)C2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC23CC(N4CCCCC4)(C2)C3)c1
EN300-371925,NC1CCCC12CCCO2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CCCC23CCCO3)c1
EN300-262200,NC12CC(F)(C1)C2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC23CC(F)(C2)C3)c1
EN300-263075,N[C@@H]1C[C@@H]1C(F)F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(N[C@@H]2C[C@@H]2C(F)F)c1
EN300-263301,N[C@H]1c2ccccc2C[C@H]1F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(N[C@H]2c3ccccc3C[C@H]2F)c1
EN300-266183,NCC1CS(=O)(=O)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC2CS(=O)(=O)C2)c1
EN300-267328,NC1(c2cccc(OC(F)(F)F)c2)CC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2(c3cccc(OC(F)(F)F)c3)CC2)c1
EN300-267463,NC1(c2ccncn2)CC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2(c3ccncn3)CC2)c1
EN300-269572,NCB(O)O,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCB(O)O)c1
EN300-270256,N[C@@H]1CC[C@@H]1c1ccccc1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(N[C@@H]2CC[C@@H]2c2ccccc2)c1
EN300-270269,NC1CCC2(CC1)CC2(F)F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CCC3(CC2)CC3(F)F)c1
EN300-295113,NC1CCC2C(C1)C2(F)F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CCC3C(C2)C3(F)F)c1
EN300-295200,NC12CCCC1C2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC23CCCC2C3)c1
EN300-295395,NC12CC(C1)C2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC23CC(C2)C3)c1
EN300-297832,NC1CC2C(C1)C2(F)F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CC3C(C2)C3(F)F)c1
EN300-298101,NC[C@@H]1C[C@@H]2CC[C@H]1O2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC[C@@H]2C[C@@H]3CC[C@H]2O3)c1
EN300-300126,NC1(C(=O)O)CC(c2ccccc2)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2(C(=O)O)CC(c3ccccc3)C2)c1
EN300-300403,NCC#CC(=O)O,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC#CC(=O)O)c1
EN300-301440,NC1COC2(CCC2)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2COC3(CCC3)C2)c1
EN300-301582,NC1CC2(C1)CC2(F)F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CC3(C2)CC3(F)F)c1
EN300-270270,NC1CCC2(CC1)CC2(F)F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CCC3(CC2)CC3(F)F)c1
EN300-303451,CC1(CCN)CC1(F)F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCCC2(C)CC2(F)F)c1
EN300-267907,NC[C@@H]1C[C@H](c2ccccc2)CO1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC[C@@H]2C[C@H](c3ccccc3)CO2)c1
EN300-267916,NC[C@@H]1C[C@@H](c2ccccc2)CO1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC[C@@H]2C[C@@H](c3ccccc3)CO2)c1
EN300-303800,NC[C@]12OCCC[C@H]1C2(F)F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC[C@]23OCCC[C@H]2C3(F)F)c1
EN300-304311,CC1(C)C(CN)C1(F)F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC2C(C)(C)C2(F)F)c1
EN300-304788,NCc1ccns1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCc2ccns2)c1
EN300-307350,CN(N)CC(F)(F)F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NN(C)CC(F)(F)F)c1
EN300-307592,N[C@H]1C[C@H](O)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(N[C@H]2C[C@H](O)C2)c1
EN300-307594,COc1ccc(C2(N)CCOCC2)cc1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,COc1ccc(C2(Nc3cc(Cl)cc(CC(=O)Nc4cnccc4C)c3)CCOCC2)cc1
EN300-309524,NCCC1CC1(F)F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCCC2CC2(F)F)c1
EN300-310599,NC[C@H]1C[C@@H](c2ccccc2)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC[C@H]2C[C@@H](c3ccccc3)C2)c1
EN300-305362,CC(C)(C)OC(=O)N1CC2CCCC2(N)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC23CCCC2CN(C(=O)OC(C)(C)C)C3)c1
EN300-310749,CC1(C)CC1(CN)c1ccccc1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC2(c3ccccc3)CC2(C)C)c1
EN300-310998,CC1CC(CN)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC2CC(C)C2)c1
EN300-311403,NC(C(F)F)C1CCCCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC(C(F)F)C2CCCCC2)c1
EN300-311437,NC1(c2ncc[nH]2)CCOC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2(c3ncc[nH]3)CCOC2)c1
EN300-312767,NC1(c2c(F)cccc2F)CCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2(c3c(F)cccc3F)CCC2)c1
EN300-312545,CC(C)(C)OC(=O)N1CCCC(N)CCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CCCN(C(=O)OC(C)(C)C)CCC2)c1
EN300-313267,CN1CCCC(N)C1=O,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CCCN(C)C2=O)c1
EN300-313579,NCc1cncs1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCc2cncs2)c1
EN300-313839,Cn1ccnc1[C@@H]1NC(=O)CC[C@H]1N,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(N2C(=O)CC[C@@H](N)[C@@H]2c2nccn2C)c1
EN300-314522,NCc1cccc(COC2CCOC2)n1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCc2cccc(COC3CCOC3)n2)c1
EN300-314773,CCN1OCCC(N)C1=O,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,CCN1OCCC(Nc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)C1=O
EN300-315164,NCc1ccc(C2(C(F)(F)F)N=N2)cc1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCc2ccc(C3(C(F)(F)F)N=N3)cc2)c1
EN300-315322,NC1C2Cc3c(Cl)cccc3C12,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2C3Cc4c(Cl)cccc4C32)c1
EN300-268160,CCC(F)(F)C(C)(C)CN,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,CCC(F)(F)C(C)(C)CNc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1
EN300-321072,NCC[C@H]1CCCO1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC[C@H]2CCCO2)c1
EN300-321398,NC1COCCC1=O,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2COCCC2=O)c1
EN300-321459,CN[C@H]1C[C@@H](C(N)=O)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(N(C)[C@H]2C[C@@H](C(N)=O)C2)c1
EN300-321475,N[C@@H]1CCO[C@H]1c1cc[nH]n1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(N[C@@H]2CCO[C@H]2c2cc[nH]n2)c1
EN300-321843,CO[C@H]1C[C@H](N)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,CO[C@H]1C[C@H](Nc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)C1
EN300-321940,NCc1nc2cnccc2s1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCc2nc3cnccc3s2)c1
EN300-322222,NCC1(C(F)(F)F)CCCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC2(C(F)(F)F)CCCC2)c1
EN300-322261,Cn1ccnc1[C@@H]1[C@@H](N)CCC(=O)N1C1CC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(N[C@H]2CCC(=O)N(C3CC3)[C@@H]2c2nccn2C)c1
EN300-299312,NCC(F)(C(F)(F)F)C(F)(F)F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC(F)(C(F)(F)F)C(F)(F)F)c1
EN300-331424,NC1CCCC12CC2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CCCC23CC3)c1
EN300-331499,NC1C[S+]([O-])C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2C[S+]([O-])C2)c1
EN300-332176,NCC1CC2(CC(=O)N2)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC2CC3(CC(=O)N3)C2)c1
EN300-332218,NCC1CC2(CC2)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC2CC3(CC3)C2)c1
EN300-332545,N[C@]1(C(=O)O)C[C@@H](F)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(N[C@]2(C(=O)O)C[C@@H](F)C2)c1
EN300-332718,NC12CCCCC1C2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC23CCCCC2C3)c1
EN300-333033,NCCCC(F)F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCCCC(F)F)c1
EN300-333110,NC1(C(F)F)CCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2(C(F)F)CCC2)c1
EN300-333128,NN1CCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NN2CCC2)c1
